"subject","trial","target_distance","perc_distance","condition"
62,13,3,3,"Unknown environment"
62,14,5,3.5,"Unknown environment"
62,15,2,2.5,"Unknown environment"
62,16,6,3.5,"Unknown environment"
62,17,1,1.5,"Unknown environment"
62,18,4,3,"Unknown environment"
62,19,3,3.5,"Unknown environment"
62,20,5,3.5,"Unknown environment"
62,21,4,3.5,"Unknown environment"
62,22,1,1.5,"Unknown environment"
62,23,6,4,"Unknown environment"
62,24,2,2,"Unknown environment"
62,25,1,1.5,"Unknown environment"
62,26,4,3.5,"Unknown environment"
62,27,5,3.5,"Unknown environment"
62,28,2,3,"Unknown environment"
62,29,6,4,"Unknown environment"
62,30,3,3,"Unknown environment"
63,1,1,0.5,"Unknown environment"
63,2,2,1,"Unknown environment"
63,3,6,2,"Unknown environment"
63,4,3,1.5,"Unknown environment"
63,5,5,2,"Unknown environment"
63,6,4,2,"Unknown environment"
63,7,5,2,"Unknown environment"
63,8,6,2.5,"Unknown environment"
63,9,3,1.5,"Unknown environment"
63,10,2,1,"Unknown environment"
63,11,1,1,"Unknown environment"
63,12,4,1.5,"Unknown environment"
63,13,1,0.5,"Unknown environment"
63,14,6,2,"Unknown environment"
63,15,4,2,"Unknown environment"
63,16,2,2,"Unknown environment"
63,17,3,1.5,"Unknown environment"
63,18,5,2,"Unknown environment"
63,19,5,2,"Unknown environment"
63,20,1,0.5,"Unknown environment"
63,21,4,2,"Unknown environment"
63,22,6,2.5,"Unknown environment"
63,23,3,2,"Unknown environment"
63,24,2,1,"Unknown environment"
63,25,6,2,"Unknown environment"
63,26,1,0.5,"Unknown environment"
63,27,5,1.5,"Unknown environment"
63,28,4,1.5,"Unknown environment"
63,29,3,2,"Unknown environment"
63,30,2,1.5,"Unknown environment"
64,1,6,2.5,"Unknown environment"
64,2,1,2,"Unknown environment"
64,3,4,2.8,"Unknown environment"
64,4,5,2.9,"Unknown environment"
64,5,3,2.9,"Unknown environment"
64,6,2,2.4,"Unknown environment"
64,7,5,2.6,"Unknown environment"
64,8,3,2.7,"Unknown environment"
64,9,1,2.2,"Unknown environment"
64,10,2,2.5,"Unknown environment"
64,11,6,2.7,"Unknown environment"
64,12,4,2.8,"Unknown environment"
64,13,2,2.3,"Unknown environment"
64,14,3,2.6,"Unknown environment"
64,15,4,2.7,"Unknown environment"
64,16,5,2.75,"Unknown environment"
64,17,6,2.8,"Unknown environment"
64,18,1,2,"Unknown environment"
64,19,4,2.7,"Unknown environment"
64,20,2,2.2,"Unknown environment"
64,21,5,2.6,"Unknown environment"
64,22,1,2.1,"Unknown environment"
64,23,3,2.5,"Unknown environment"
64,24,6,2.7,"Unknown environment"
64,25,2,2.3,"Unknown environment"
64,26,4,2.45,"Unknown environment"
64,27,1,2.1,"Unknown environment"
64,28,6,2.8,"Unknown environment"
64,29,3,2.5,"Unknown environment"
64,30,5,2.8,"Unknown environment"
65,1,4,3,"Unknown environment"
65,2,3,3,"Unknown environment"
65,3,2,2.8,"Unknown environment"
65,4,5,2.8,"Unknown environment"
65,5,1,2,"Unknown environment"
65,6,6,3.5,"Unknown environment"
65,7,4,3,"Unknown environment"
65,8,2,2.5,"Unknown environment"
65,9,6,3,"Unknown environment"
65,10,3,2.8,"Unknown environment"
65,11,5,2.8,"Unknown environment"
65,12,1,2.5,"Unknown environment"
65,13,5,3.2,"Unknown environment"
65,14,4,3.4,"Unknown environment"
65,15,3,3.3,"Unknown environment"
65,16,2,2.8,"Unknown environment"
65,17,6,3,"Unknown environment"
65,18,1,2.5,"Unknown environment"
65,19,6,4,"Unknown environment"
65,20,5,2.8,"Unknown environment"
65,21,1,2.6,"Unknown environment"
65,22,2,2.6,"Unknown environment"
65,23,3,2.5,"Unknown environment"
65,24,4,2.7,"Unknown environment"
65,25,1,2.4,"Unknown environment"
65,26,4,2.6,"Unknown environment"
65,27,3,2.4,"Unknown environment"
65,28,6,2.4,"Unknown environment"
65,29,5,2.5,"Unknown environment"
65,30,2,2.4,"Unknown environment"
66,1,2,1,"Unknown environment"
66,2,5,5,"Unknown environment"
66,3,6,5,"Unknown environment"
66,4,4,3,"Unknown environment"
66,5,1,1.5,"Unknown environment"
66,6,3,3,"Unknown environment"
66,7,1,1.5,"Unknown environment"
66,8,4,4,"Unknown environment"
66,9,6,8,"Unknown environment"
66,10,2,1,"Unknown environment"
66,11,5,3,"Unknown environment"
66,12,3,5,"Unknown environment"
66,13,1,1.5,"Unknown environment"
66,14,2,3,"Unknown environment"
66,15,3,5,"Unknown environment"
66,16,5,5,"Unknown environment"
66,17,4,5,"Unknown environment"
66,18,6,10,"Unknown environment"
66,19,1,1,"Unknown environment"
66,20,2,3,"Unknown environment"
66,21,5,10,"Unknown environment"
66,22,4,5,"Unknown environment"
66,23,6,10,"Unknown environment"
66,24,3,10,"Unknown environment"
66,25,2,5,"Unknown environment"
66,26,4,5,"Unknown environment"
66,27,1,1.5,"Unknown environment"
66,28,5,5,"Unknown environment"
66,29,3,5,"Unknown environment"
66,30,6,10,"Unknown environment"
67,1,4,8,"Unknown environment"
67,2,5,8,"Unknown environment"
67,3,6,9,"Unknown environment"
67,4,1,3,"Unknown environment"
67,5,3,5,"Unknown environment"
67,6,2,6,"Unknown environment"
67,7,1,2,"Unknown environment"
67,8,3,7,"Unknown environment"
67,9,5,9,"Unknown environment"
67,10,4,6,"Unknown environment"
67,11,6,5,"Unknown environment"
67,12,2,3,"Unknown environment"
67,13,5,6,"Unknown environment"
67,14,6,7,"Unknown environment"
67,15,3,8,"Unknown environment"
67,16,4,9,"Unknown environment"
67,17,1,2,"Unknown environment"
67,18,2,7,"Unknown environment"
67,19,2,6,"Unknown environment"
67,20,5,7,"Unknown environment"
67,21,4,6,"Unknown environment"
67,22,1,2,"Unknown environment"
67,23,3,7,"Unknown environment"
67,24,6,8,"Unknown environment"
67,25,3,7,"Unknown environment"
67,26,2,5,"Unknown environment"
67,27,5,6,"Unknown environment"
67,28,4,6,"Unknown environment"
67,29,6,5,"Unknown environment"
67,30,1,2,"Unknown environment"
68,1,1,1,"Unknown environment"
68,2,5,5.5,"Unknown environment"
68,3,3,4,"Unknown environment"
68,4,2,2,"Unknown environment"
68,5,6,7,"Unknown environment"
68,6,4,6,"Unknown environment"
68,7,1,3,"Unknown environment"
68,8,6,7,"Unknown environment"
68,9,4,5,"Unknown environment"
68,10,2,4,"Unknown environment"
68,11,5,6,"Unknown environment"
68,12,3,5,"Unknown environment"
68,13,5,8,"Unknown environment"
68,14,1,2,"Unknown environment"
68,15,4,6,"Unknown environment"
68,16,2,4,"Unknown environment"
68,17,3,7,"Unknown environment"
68,18,6,8,"Unknown environment"
68,19,2,6,"Unknown environment"
68,20,1,2,"Unknown environment"
68,21,4,7,"Unknown environment"
68,22,6,5,"Unknown environment"
68,23,3,7,"Unknown environment"
68,24,5,5,"Unknown environment"
68,25,4,7,"Unknown environment"
68,26,6,7,"Unknown environment"
68,27,3,6,"Unknown environment"
68,28,5,8,"Unknown environment"
68,29,1,1,"Unknown environment"
68,30,2,4,"Unknown environment"
69,1,1,4,"Unknown environment"
69,2,2,4,"Unknown environment"
69,3,4,6,"Unknown environment"
69,4,3,6,"Unknown environment"
69,5,5,7,"Unknown environment"
69,6,6,6,"Unknown environment"
69,7,5,7,"Unknown environment"
69,8,6,6,"Unknown environment"
69,9,1,3,"Unknown environment"
69,10,3,5,"Unknown environment"
69,11,4,8,"Unknown environment"
69,12,2,5,"Unknown environment"
69,13,6,7,"Unknown environment"
69,14,2,6,"Unknown environment"
69,15,1,4,"Unknown environment"
69,16,5,8,"Unknown environment"
69,17,4,8,"Unknown environment"
69,18,3,8,"Unknown environment"
69,19,2,6,"Unknown environment"
69,20,5,9,"Unknown environment"
69,21,4,9,"Unknown environment"
69,22,3,8,"Unknown environment"
69,23,6,9,"Unknown environment"
69,24,1,3,"Unknown environment"
69,25,5,7,"Unknown environment"
69,26,4,8,"Unknown environment"
69,27,2,7,"Unknown environment"
69,28,3,7,"Unknown environment"
69,29,1,2,"Unknown environment"
69,30,6,6,"Unknown environment"
70,1,1,4,"Unknown environment"
70,2,2,4,"Unknown environment"
70,3,5,5,"Unknown environment"
70,4,6,6,"Unknown environment"
70,5,3,7,"Unknown environment"
70,6,4,8,"Unknown environment"
70,7,2,7,"Unknown environment"
70,8,6,8,"Unknown environment"
70,9,5,8,"Unknown environment"
70,10,3,8,"Unknown environment"
70,11,4,8,"Unknown environment"
70,12,1,6,"Unknown environment"
70,13,1,6,"Unknown environment"
70,14,4,7,"Unknown environment"
70,15,3,8,"Unknown environment"
70,16,6,9,"Unknown environment"
70,17,5,9,"Unknown environment"
70,18,2,8,"Unknown environment"
70,19,3,9,"Unknown environment"
70,20,1,7,"Unknown environment"
70,21,2,8,"Unknown environment"
70,22,6,9,"Unknown environment"
70,23,5,9,"Unknown environment"
70,24,4,9,"Unknown environment"
70,25,1,8,"Unknown environment"
70,26,5,9,"Unknown environment"
70,27,6,9,"Unknown environment"
70,28,4,9,"Unknown environment"
70,29,2,8,"Unknown environment"
70,30,3,8,"Unknown environment"
71,1,1,2,"Unknown environment"
71,2,4,5,"Unknown environment"
71,3,2,2,"Unknown environment"
71,4,6,6,"Unknown environment"
71,5,3,4,"Unknown environment"
71,6,5,5,"Unknown environment"
71,7,6,4,"Unknown environment"
71,8,3,4,"Unknown environment"
71,9,5,6,"Unknown environment"
71,10,2,3,"Unknown environment"
71,11,1,3,"Unknown environment"
71,12,4,8,"Unknown environment"
71,13,2,5,"Unknown environment"
71,14,4,4,"Unknown environment"
71,15,5,3,"Unknown environment"
71,16,1,2,"Unknown environment"
71,17,6,7,"Unknown environment"
71,18,3,5,"Unknown environment"
71,19,5,4,"Unknown environment"
71,20,4,4,"Unknown environment"
71,21,1,1,"Unknown environment"
71,22,6,7,"Unknown environment"
71,23,3,6,"Unknown environment"
71,24,2,3,"Unknown environment"
71,25,1,2,"Unknown environment"
71,26,3,4,"Unknown environment"
71,27,4,6,"Unknown environment"
71,28,6,7,"Unknown environment"
71,29,2,4,"Unknown environment"
71,30,5,4,"Unknown environment"
72,1,1,5,"Unknown environment"
72,2,6,10,"Unknown environment"
72,3,2,7.5,"Unknown environment"
72,4,5,12,"Unknown environment"
72,5,4,10,"Unknown environment"
72,6,3,14,"Unknown environment"
72,7,4,15,"Unknown environment"
72,8,3,12,"Unknown environment"
72,9,6,15,"Unknown environment"
72,10,2,10,"Unknown environment"
72,11,5,10,"Unknown environment"
72,12,1,5,"Unknown environment"
72,13,3,12,"Unknown environment"
72,14,5,11,"Unknown environment"
72,15,2,9,"Unknown environment"
72,16,4,10,"Unknown environment"
72,17,6,20,"Unknown environment"
72,18,1,7,"Unknown environment"
72,19,5,10,"Unknown environment"
72,20,3,11,"Unknown environment"
72,21,1,8,"Unknown environment"
72,22,4,16,"Unknown environment"
72,23,6,18,"Unknown environment"
72,24,2,8,"Unknown environment"
72,25,5,15,"Unknown environment"
72,26,2,12,"Unknown environment"
72,27,4,15,"Unknown environment"
72,28,6,20,"Unknown environment"
72,29,1,10,"Unknown environment"
72,30,3,14,"Unknown environment"
73,1,5,10,"Unknown environment"
73,2,2,8,"Unknown environment"
73,3,6,11,"Unknown environment"
73,4,4,9,"Unknown environment"
73,5,1,6,"Unknown environment"
73,6,3,8,"Unknown environment"
73,7,2,7,"Unknown environment"
73,8,6,11,"Unknown environment"
73,9,5,8,"Unknown environment"
73,10,1,6,"Unknown environment"
73,11,3,9,"Unknown environment"
73,12,4,10,"Unknown environment"
73,13,1,5,"Unknown environment"
73,14,2,8,"Unknown environment"
73,15,3,9,"Unknown environment"
73,16,5,8,"Unknown environment"
73,17,4,9,"Unknown environment"
73,18,6,10,"Unknown environment"
73,19,3,8,"Unknown environment"
73,20,6,8,"Unknown environment"
73,21,2,7,"Unknown environment"
73,22,1,6,"Unknown environment"
73,23,5,8,"Unknown environment"
73,24,4,9,"Unknown environment"
73,25,4,10,"Unknown environment"
73,26,6,11,"Unknown environment"
73,27,3,9,"Unknown environment"
73,28,5,8,"Unknown environment"
73,29,2,7,"Unknown environment"
73,30,1,5,"Unknown environment"
74,1,2,2,"Unknown environment"
74,2,4,3,"Unknown environment"
74,3,1,15,"Unknown environment"
74,4,3,5,"Unknown environment"
74,5,5,5,"Unknown environment"
74,6,6,8,"Unknown environment"
74,7,6,8,"Unknown environment"
74,8,5,8,"Unknown environment"
74,9,2,5,"Unknown environment"
74,10,1,25,"Unknown environment"
74,11,4,8,"Unknown environment"
74,12,3,8,"Unknown environment"
74,13,6,10,"Unknown environment"
74,14,5,8,"Unknown environment"
74,15,3,7,"Unknown environment"
74,16,4,8,"Unknown environment"
74,17,1,25,"Unknown environment"
74,18,2,5,"Unknown environment"
74,19,4,7,"Unknown environment"
74,20,3,7,"Unknown environment"
74,21,1,25,"Unknown environment"
74,22,6,9,"Unknown environment"
74,23,2,5,"Unknown environment"
74,24,5,75,"Unknown environment"
74,25,1,25,"Unknown environment"
74,26,3,5,"Unknown environment"
74,27,2,5,"Unknown environment"
74,28,4,8,"Unknown environment"
74,29,5,10,"Unknown environment"
74,30,6,10,"Unknown environment"
75,1,2,6,"Unknown environment"
75,2,3,8,"Unknown environment"
75,3,6,10,"Unknown environment"
75,4,4,10,"Unknown environment"
75,5,5,12,"Unknown environment"
75,6,1,3,"Unknown environment"
75,7,5,9,"Unknown environment"
75,8,6,13,"Unknown environment"
75,9,2,7,"Unknown environment"
75,10,4,10,"Unknown environment"
75,11,1,3,"Unknown environment"
75,12,3,10,"Unknown environment"
75,13,4,12,"Unknown environment"
75,14,1,5,"Unknown environment"
75,15,6,13,"Unknown environment"
75,16,3,8,"Unknown environment"
75,17,2,6,"Unknown environment"
75,18,5,10,"Unknown environment"
75,19,6,14,"Unknown environment"
75,20,4,10,"Unknown environment"
75,21,2,8,"Unknown environment"
75,22,5,12,"Unknown environment"
75,23,1,5,"Unknown environment"
75,24,3,10,"Unknown environment"
75,25,3,8,"Unknown environment"
75,26,1,5,"Unknown environment"
75,27,6,14,"Unknown environment"
75,28,2,10,"Unknown environment"
75,29,5,14,"Unknown environment"
75,30,4,9,"Unknown environment"
76,1,5,5,"Unknown environment"
76,2,2,4,"Unknown environment"
76,3,1,2,"Unknown environment"
76,4,4,6,"Unknown environment"
76,5,3,5,"Unknown environment"
76,6,6,6,"Unknown environment"
76,7,5,6,"Unknown environment"
76,8,6,6,"Unknown environment"
76,9,2,5,"Unknown environment"
76,10,3,6,"Unknown environment"
76,11,4,6.5,"Unknown environment"
76,12,1,4,"Unknown environment"
76,13,3,6.5,"Unknown environment"
76,14,4,6,"Unknown environment"
76,15,1,4,"Unknown environment"
76,16,5,6,"Unknown environment"
76,17,2,5,"Unknown environment"
76,18,6,6.5,"Unknown environment"
76,19,5,5.5,"Unknown environment"
76,20,1,4,"Unknown environment"
76,21,2,5,"Unknown environment"
76,22,3,5,"Unknown environment"
76,23,4,5.5,"Unknown environment"
76,24,6,6,"Unknown environment"
76,25,4,5.5,"Unknown environment"
76,26,1,3.5,"Unknown environment"
76,27,3,5,"Unknown environment"
76,28,5,5,"Unknown environment"
76,29,2,4.5,"Unknown environment"
76,30,6,5,"Unknown environment"
77,1,3,15,"Unknown environment"
77,2,2,20,"Unknown environment"
77,3,1,10,"Unknown environment"
77,4,5,15,"Unknown environment"
77,5,4,20,"Unknown environment"
77,6,6,20,"Unknown environment"
77,7,2,15,"Unknown environment"
77,8,4,15,"Unknown environment"
77,9,6,25,"Unknown environment"
77,10,3,30,"Unknown environment"
77,11,5,25,"Unknown environment"
77,12,1,10,"Unknown environment"
77,13,3,15,"Unknown environment"
77,14,1,10,"Unknown environment"
77,15,6,15,"Unknown environment"
77,16,2,15,"Unknown environment"
77,17,4,20,"Unknown environment"
77,18,5,15,"Unknown environment"
77,19,5,20,"Unknown environment"
77,20,6,20,"Unknown environment"
77,21,4,20,"Unknown environment"
77,22,1,10,"Unknown environment"
77,23,3,10,"Unknown environment"
77,24,2,15,"Unknown environment"
77,25,4,15,"Unknown environment"
77,26,1,10,"Unknown environment"
77,27,5,20,"Unknown environment"
77,28,3,15,"Unknown environment"
77,29,6,20,"Unknown environment"
77,30,2,15,"Unknown environment"
78,1,3,4,"Unknown environment"
78,2,2,2,"Unknown environment"
78,3,6,5,"Unknown environment"
78,4,1,1,"Unknown environment"
78,5,5,4,"Unknown environment"
78,6,4,5,"Unknown environment"
78,7,3,3,"Unknown environment"
78,8,6,6,"Unknown environment"
78,9,5,5,"Unknown environment"
78,10,1,1,"Unknown environment"
78,11,4,3,"Unknown environment"
78,12,2,2,"Unknown environment"
78,13,5,5,"Unknown environment"
78,14,4,5,"Unknown environment"
78,15,3,6,"Unknown environment"
78,16,1,1,"Unknown environment"
78,17,2,3,"Unknown environment"
78,18,6,5,"Unknown environment"
78,19,6,6,"Unknown environment"
78,20,3,5,"Unknown environment"
78,21,4,5,"Unknown environment"
78,22,5,5,"Unknown environment"
78,23,2,3,"Unknown environment"
78,24,1,2,"Unknown environment"
78,25,3,4,"Unknown environment"
78,26,2,3,"Unknown environment"
78,27,6,4,"Unknown environment"
78,28,1,2,"Unknown environment"
78,29,5,4,"Unknown environment"
78,30,4,5,"Unknown environment"
79,1,5,8,"Unknown environment"
79,2,1,5,"Unknown environment"
79,3,4,8,"Unknown environment"
79,4,6,10,"Unknown environment"
79,5,3,11,"Unknown environment"
79,6,2,9,"Unknown environment"
79,7,6,11,"Unknown environment"
79,8,3,10,"Unknown environment"
79,9,5,8,"Unknown environment"
79,10,2,7,"Unknown environment"
79,11,1,6,"Unknown environment"
79,12,4,8,"Unknown environment"
79,13,5,9,"Unknown environment"
79,14,2,6,"Unknown environment"
79,15,3,8,"Unknown environment"
79,16,4,9,"Unknown environment"
79,17,1,4,"Unknown environment"
79,18,6,8,"Unknown environment"
79,19,5,9,"Unknown environment"
79,20,2,5,"Unknown environment"
79,21,1,4,"Unknown environment"
79,22,3,7,"Unknown environment"
79,23,6,10,"Unknown environment"
79,24,4,9,"Unknown environment"
79,25,4,10,"Unknown environment"
79,26,3,8,"Unknown environment"
79,27,5,8,"Unknown environment"
79,28,1,7,"Unknown environment"
79,29,2,8,"Unknown environment"
79,30,6,10,"Unknown environment"
80,1,4,3.5,"Unknown environment"
80,2,2,2.5,"Unknown environment"
80,3,3,2.5,"Unknown environment"
80,4,1,2,"Unknown environment"
80,5,5,3,"Unknown environment"
80,6,6,4,"Unknown environment"
80,7,6,4.5,"Unknown environment"
80,8,2,2,"Unknown environment"
80,9,3,2.5,"Unknown environment"
80,10,1,1,"Unknown environment"
80,11,5,3.5,"Unknown environment"
80,12,4,4,"Unknown environment"
80,13,2,2,"Unknown environment"
80,14,6,2,"Unknown environment"
80,15,1,0.5,"Unknown environment"
80,16,5,4,"Unknown environment"
80,17,4,4.5,"Unknown environment"
80,18,3,3.5,"Unknown environment"
80,19,2,2,"Unknown environment"
80,20,3,2.5,"Unknown environment"
80,21,1,1,"Unknown environment"
80,22,6,5,"Unknown environment"
80,23,5,4.5,"Unknown environment"
80,24,4,4,"Unknown environment"
80,25,4,5,"Unknown environment"
80,26,6,4,"Unknown environment"
80,27,1,0.5,"Unknown environment"
80,28,5,3,"Unknown environment"
80,29,2,2,"Unknown environment"
80,30,3,3,"Unknown environment"
81,1,4,6,"Unknown environment"
81,2,2,4,"Unknown environment"
81,3,1,2,"Unknown environment"
81,4,6,5,"Unknown environment"
81,5,3,4.5,"Unknown environment"
81,6,5,8,"Unknown environment"
81,7,4,6,"Unknown environment"
81,8,2,10,"Unknown environment"
81,9,6,12,"Unknown environment"
81,10,3,12,"Unknown environment"
81,11,5,2,"Unknown environment"
81,12,1,1,"Unknown environment"
81,13,5,3,"Unknown environment"
81,14,2,2,"Unknown environment"
81,15,1,1.5,"Unknown environment"
81,16,3,6,"Unknown environment"
81,17,4,8,"Unknown environment"
81,18,6,10,"Unknown environment"
81,19,6,12,"Unknown environment"
81,20,1,5,"Unknown environment"
81,21,3,8,"Unknown environment"
81,22,4,10,"Unknown environment"
81,23,5,6,"Unknown environment"
81,24,2,5,"Unknown environment"
81,25,3,4.5,"Unknown environment"
81,26,5,3,"Unknown environment"
81,27,4,2,"Unknown environment"
81,28,2,1,"Unknown environment"
81,29,6,4,"Unknown environment"
81,30,1,0.5,"Unknown environment"
82,1,4,9,"Unknown environment"
82,2,2,6,"Unknown environment"
82,3,6,14,"Unknown environment"
82,4,3,13,"Unknown environment"
82,5,1,3,"Unknown environment"
82,6,5,10,"Unknown environment"
82,7,1,4,"Unknown environment"
82,8,5,15,"Unknown environment"
82,9,2,7,"Unknown environment"
82,10,3,11,"Unknown environment"
82,11,6,15,"Unknown environment"
82,12,4,15,"Unknown environment"
82,13,3,15,"Unknown environment"
82,14,6,17,"Unknown environment"
82,15,1,4,"Unknown environment"
82,16,4,18,"Unknown environment"
82,17,5,15,"Unknown environment"
82,18,2,8,"Unknown environment"
82,19,6,17,"Unknown environment"
82,20,4,17,"Unknown environment"
82,21,1,4,"Unknown environment"
82,22,2,6,"Unknown environment"
82,23,3,10,"Unknown environment"
82,24,5,20,"Unknown environment"
82,25,5,19,"Unknown environment"
82,26,4,18,"Unknown environment"
82,27,3,16,"Unknown environment"
82,28,1,5,"Unknown environment"
82,29,2,8,"Unknown environment"
82,30,6,18,"Unknown environment"
83,1,4,1.5,"Unknown environment"
83,2,5,1,"Unknown environment"
83,3,2,1,"Unknown environment"
83,4,3,1,"Unknown environment"
83,5,1,0.8,"Unknown environment"
83,6,6,1.5,"Unknown environment"
83,7,5,1,"Unknown environment"
83,8,6,1,"Unknown environment"
83,9,3,1,"Unknown environment"
83,10,2,1.2,"Unknown environment"
83,11,1,0.6,"Unknown environment"
83,12,4,1,"Unknown environment"
83,13,1,0.8,"Unknown environment"
83,14,5,1,"Unknown environment"
83,15,4,1,"Unknown environment"
83,16,3,1,"Unknown environment"
83,17,2,1,"Unknown environment"
83,18,6,1.3,"Unknown environment"
83,19,4,1.3,"Unknown environment"
83,20,5,1.3,"Unknown environment"
83,21,3,1.1,"Unknown environment"
83,22,1,0.6,"Unknown environment"
83,23,6,1.3,"Unknown environment"
83,24,2,1,"Unknown environment"
83,25,4,1,"Unknown environment"
83,26,3,1,"Unknown environment"
83,27,1,0.6,"Unknown environment"
83,28,2,1,"Unknown environment"
83,29,6,0.8,"Unknown environment"
83,30,5,1,"Unknown environment"
84,1,6,6,"Unknown environment"
84,2,5,5,"Unknown environment"
84,3,2,4,"Unknown environment"
84,4,3,3,"Unknown environment"
84,5,4,3.5,"Unknown environment"
84,6,1,1.5,"Unknown environment"
84,7,4,2.5,"Unknown environment"
84,8,1,1.5,"Unknown environment"
84,9,6,3.5,"Unknown environment"
84,10,3,3,"Unknown environment"
84,11,5,2.8,"Unknown environment"
84,12,2,1.8,"Unknown environment"
84,13,6,2.2,"Unknown environment"
84,14,2,2,"Unknown environment"
84,15,5,2.2,"Unknown environment"
84,16,1,1,"Unknown environment"
84,17,4,3,"Unknown environment"
84,18,3,2.5,"Unknown environment"
84,19,2,2,"Unknown environment"
84,20,4,3,"Unknown environment"
84,21,5,2.8,"Unknown environment"
84,22,1,0.8,"Unknown environment"
84,23,3,1.2,"Unknown environment"
84,24,6,3,"Unknown environment"
84,25,1,1,"Unknown environment"
84,26,2,1.2,"Unknown environment"
84,27,6,3.5,"Unknown environment"
84,28,3,3,"Unknown environment"
84,29,5,2.8,"Unknown environment"
84,30,4,2.5,"Unknown environment"
85,1,3,2,"Unknown environment"
85,2,6,3,"Unknown environment"
85,3,1,1,"Unknown environment"
85,4,2,2,"Unknown environment"
85,5,5,4,"Unknown environment"
85,6,4,3,"Unknown environment"
85,7,1,1,"Unknown environment"
85,8,2,2,"Unknown environment"
85,9,4,2,"Unknown environment"
85,10,3,3,"Unknown environment"
85,11,6,4,"Unknown environment"
85,12,5,3,"Unknown environment"
85,13,2,2,"Unknown environment"
85,14,5,2,"Unknown environment"
85,15,6,3,"Unknown environment"
85,16,3,2,"Unknown environment"
85,17,4,3,"Unknown environment"
85,18,1,1,"Unknown environment"
85,19,1,1,"Unknown environment"
85,20,5,3,"Unknown environment"
85,21,4,3,"Unknown environment"
85,22,6,4,"Unknown environment"
85,23,2,2,"Unknown environment"
85,24,3,3,"Unknown environment"
85,25,6,4,"Unknown environment"
85,26,5,4,"Unknown environment"
85,27,2,4,"Unknown environment"
85,28,1,1,"Unknown environment"
85,29,4,3,"Unknown environment"
85,30,3,2,"Unknown environment"
86,1,3,3,"Unknown environment"
86,2,5,4,"Unknown environment"
86,3,1,1,"Unknown environment"
86,4,2,3,"Unknown environment"
86,5,4,5,"Unknown environment"
86,6,6,6,"Unknown environment"
86,7,5,6,"Unknown environment"
86,8,1,1,"Unknown environment"
86,9,6,4,"Unknown environment"
86,10,2,4,"Unknown environment"
86,11,3,5,"Unknown environment"
86,12,4,5,"Unknown environment"
86,13,5,5,"Unknown environment"
86,14,3,3,"Unknown environment"
86,15,2,3,"Unknown environment"
86,16,6,6,"Unknown environment"
86,17,4,4,"Unknown environment"
86,18,1,2,"Unknown environment"
86,19,3,4,"Unknown environment"
86,20,6,6,"Unknown environment"
86,21,5,6,"Unknown environment"
86,22,4,3,"Unknown environment"
86,23,1,1,"Unknown environment"
86,24,2,4,"Unknown environment"
86,25,1,5,"Unknown environment"
86,26,6,9,"Unknown environment"
86,27,5,5,"Unknown environment"
86,28,2,6,"Unknown environment"
86,29,3,4,"Unknown environment"
86,30,4,6,"Unknown environment"
87,1,1,830,"Unknown environment"
87,2,2,830,"Unknown environment"
87,3,3,820,"Unknown environment"
87,4,4,830,"Unknown environment"
87,5,6,830,"Unknown environment"
87,6,5,830,"Unknown environment"
87,7,2,830,"Unknown environment"
87,8,4,840,"Unknown environment"
87,9,3,840,"Unknown environment"
87,10,1,9,"Unknown environment"
87,11,6,8,"Unknown environment"
87,12,5,750,"Unknown environment"
87,13,4,8,"Unknown environment"
87,14,6,8,"Unknown environment"
87,15,5,8,"Unknown environment"
87,16,2,830,"Unknown environment"
87,17,3,8,"Unknown environment"
87,18,1,9,"Unknown environment"
87,19,1,9,"Unknown environment"
87,20,4,830,"Unknown environment"
87,21,5,830,"Unknown environment"
87,22,2,830,"Unknown environment"
87,23,3,7,"Unknown environment"
87,24,6,7,"Unknown environment"
87,25,3,7,"Unknown environment"
87,26,5,7,"Unknown environment"
87,27,6,7,"Unknown environment"
87,28,1,9,"Unknown environment"
87,29,4,830,"Unknown environment"
87,30,2,9,"Unknown environment"
88,1,1,0.3,"Unknown environment"
88,2,4,1,"Unknown environment"
88,3,5,1.5,"Unknown environment"
88,4,2,1,"Unknown environment"
88,5,3,1,"Unknown environment"
88,6,6,1.5,"Unknown environment"
88,7,5,1.5,"Unknown environment"
88,8,3,1.5,"Unknown environment"
88,9,6,2,"Unknown environment"
88,10,4,2,"Unknown environment"
88,11,1,1.5,"Unknown environment"
88,12,2,2,"Unknown environment"
88,13,1,1.5,"Unknown environment"
88,14,3,2,"Unknown environment"
88,15,2,2,"Unknown environment"
88,16,4,2.5,"Unknown environment"
88,17,5,2.5,"Unknown environment"
88,18,6,2.5,"Unknown environment"
88,19,2,1.5,"Unknown environment"
88,20,4,1.5,"Unknown environment"
88,21,5,1.5,"Unknown environment"
88,22,3,1.5,"Unknown environment"
88,23,1,1,"Unknown environment"
88,24,6,2,"Unknown environment"
88,25,1,1,"Unknown environment"
88,26,6,2.5,"Unknown environment"
88,27,2,2,"Unknown environment"
88,28,4,2.5,"Unknown environment"
88,29,5,2.5,"Unknown environment"
88,30,3,2,"Unknown environment"
89,1,3,5,"Unknown environment"
89,2,1,4,"Unknown environment"
89,3,2,6,"Unknown environment"
89,4,6,7,"Unknown environment"
89,5,4,7,"Unknown environment"
89,6,5,7,"Unknown environment"
