"subject","trial","target_distance","perc_distance","condition"
35,6,2,1,"Unknown environment"
35,7,2,1,"Unknown environment"
35,8,4,0.8,"Unknown environment"
35,9,1,0.5,"Unknown environment"
35,10,3,1,"Unknown environment"
35,11,5,1,"Unknown environment"
35,12,6,1,"Unknown environment"
35,13,1,1,"Unknown environment"
35,14,4,1,"Unknown environment"
35,15,2,1,"Unknown environment"
35,16,5,1,"Unknown environment"
35,17,3,1,"Unknown environment"
35,18,6,1,"Unknown environment"
35,19,2,1,"Unknown environment"
35,20,6,1.2,"Unknown environment"
35,21,5,1.2,"Unknown environment"
35,22,4,1.2,"Unknown environment"
35,23,1,1,"Unknown environment"
35,24,3,1,"Unknown environment"
35,25,6,1,"Unknown environment"
35,26,2,1,"Unknown environment"
35,27,4,1,"Unknown environment"
35,28,1,1,"Unknown environment"
35,29,3,1,"Unknown environment"
35,30,5,1,"Unknown environment"
36,1,5,5,"Unknown environment"
36,2,2,4,"Unknown environment"
36,3,4,8,"Unknown environment"
36,4,6,8,"Unknown environment"
36,5,3,6,"Unknown environment"
36,6,1,3,"Unknown environment"
36,7,5,7,"Unknown environment"
36,8,1,2,"Unknown environment"
36,9,2,5,"Unknown environment"
36,10,6,8,"Unknown environment"
36,11,4,6,"Unknown environment"
36,12,3,4,"Unknown environment"
36,13,1,2,"Unknown environment"
36,14,4,7,"Unknown environment"
36,15,3,7,"Unknown environment"
36,16,6,8,"Unknown environment"
36,17,2,4,"Unknown environment"
36,18,5,5,"Unknown environment"
36,19,4,7,"Unknown environment"
36,20,5,7,"Unknown environment"
36,21,2,3,"Unknown environment"
36,22,3,6,"Unknown environment"
36,23,6,8,"Unknown environment"
36,24,1,2,"Unknown environment"
36,25,2,7,"Unknown environment"
36,26,6,8,"Unknown environment"
36,27,1,3,"Unknown environment"
36,28,4,9,"Unknown environment"
36,29,5,8,"Unknown environment"
36,30,3,7,"Unknown environment"
37,1,6,15,"Unknown environment"
37,2,3,15,"Unknown environment"
37,3,2,125,"Unknown environment"
37,4,1,1,"Unknown environment"
37,5,4,15,"Unknown environment"
37,6,5,2,"Unknown environment"
37,7,3,2,"Unknown environment"
37,8,2,22,"Unknown environment"
37,9,5,3,"Unknown environment"
37,10,4,3,"Unknown environment"
37,11,6,325,"Unknown environment"
37,12,1,15,"Unknown environment"
37,13,1,125,"Unknown environment"
37,14,5,25,"Unknown environment"
37,15,6,3,"Unknown environment"
37,16,3,3,"Unknown environment"
37,17,4,3,"Unknown environment"
37,18,2,3,"Unknown environment"
37,19,3,3,"Unknown environment"
37,20,6,32,"Unknown environment"
37,21,2,32,"Unknown environment"
37,22,5,35,"Unknown environment"
37,23,1,1,"Unknown environment"
37,24,4,25,"Unknown environment"
37,25,4,325,"Unknown environment"
37,26,3,25,"Unknown environment"
37,27,1,2,"Unknown environment"
37,28,2,3,"Unknown environment"
37,29,6,25,"Unknown environment"
37,30,5,25,"Unknown environment"
38,1,4,7,"Unknown environment"
38,2,1,4,"Unknown environment"
38,3,2,5,"Unknown environment"
38,4,5,6,"Unknown environment"
38,5,6,8,"Unknown environment"
38,6,3,5,"Unknown environment"
38,7,4,6,"Unknown environment"
38,8,1,3,"Unknown environment"
38,9,3,5,"Unknown environment"
38,10,5,6,"Unknown environment"
38,11,6,7,"Unknown environment"
38,12,2,4,"Unknown environment"
38,13,1,3,"Unknown environment"
38,14,3,5,"Unknown environment"
38,15,4,6,"Unknown environment"
38,16,5,4,"Unknown environment"
38,17,6,6,"Unknown environment"
38,18,2,4,"Unknown environment"
38,19,2,4,"Unknown environment"
38,20,5,5,"Unknown environment"
38,21,3,4,"Unknown environment"
38,22,1,3,"Unknown environment"
38,23,4,5,"Unknown environment"
38,24,6,6,"Unknown environment"
38,25,2,5,"Unknown environment"
38,26,6,6,"Unknown environment"
38,27,4,6,"Unknown environment"
38,28,3,5,"Unknown environment"
38,29,1,4,"Unknown environment"
38,30,5,5,"Unknown environment"
39,1,3,8,"Unknown environment"
39,2,6,9,"Unknown environment"
39,3,5,10,"Unknown environment"
39,4,1,7,"Unknown environment"
39,5,4,9,"Unknown environment"
39,6,2,8,"Unknown environment"
39,7,1,7,"Unknown environment"
39,8,3,8,"Unknown environment"
39,9,2,8,"Unknown environment"
39,10,6,9,"Unknown environment"
39,11,5,9,"Unknown environment"
39,12,4,8,"Unknown environment"
39,13,5,8,"Unknown environment"
39,14,4,8,"Unknown environment"
39,15,3,7,"Unknown environment"
39,16,2,6,"Unknown environment"
39,17,1,5,"Unknown environment"
39,18,6,6,"Unknown environment"
39,19,5,7,"Unknown environment"
39,20,4,6,"Unknown environment"
39,21,3,6,"Unknown environment"
39,22,1,5,"Unknown environment"
39,23,6,8,"Unknown environment"
39,24,2,6,"Unknown environment"
39,25,1,5,"Unknown environment"
39,26,5,8,"Unknown environment"
39,27,2,7,"Unknown environment"
39,28,6,9,"Unknown environment"
39,29,4,8,"Unknown environment"
39,30,3,8,"Unknown environment"
40,1,6,5,"Unknown environment"
40,2,1,2,"Unknown environment"
40,3,3,4,"Unknown environment"
40,4,4,6,"Unknown environment"
40,5,5,6,"Unknown environment"
40,6,2,4,"Unknown environment"
40,7,1,22,"Unknown environment"
40,8,2,2,"Unknown environment"
40,9,6,6,"Unknown environment"
40,10,4,4,"Unknown environment"
40,11,3,4,"Unknown environment"
40,12,5,6,"Unknown environment"
40,13,3,4,"Unknown environment"
40,14,6,6,"Unknown environment"
40,15,1,2,"Unknown environment"
40,16,4,4,"Unknown environment"
40,17,2,3,"Unknown environment"
40,18,5,4,"Unknown environment"
40,19,1,1,"Unknown environment"
40,20,4,5,"Unknown environment"
40,21,2,3,"Unknown environment"
40,22,3,5,"Unknown environment"
40,23,5,5,"Unknown environment"
40,24,6,5,"Unknown environment"
40,25,6,5,"Unknown environment"
40,26,4,4,"Unknown environment"
40,27,5,5,"Unknown environment"
40,28,3,4.44444444444444e+42,"Unknown environment"
40,29,2,3,"Unknown environment"
40,30,1,1,"Unknown environment"
41,1,3,12,"Unknown environment"
41,2,6,15,"Unknown environment"
41,3,4,12,"Unknown environment"
41,4,1,10,"Unknown environment"
41,5,2,10,"Unknown environment"
41,6,5,12,"Unknown environment"
41,7,5,12,"Unknown environment"
41,8,6,15,"Unknown environment"
41,9,4,15,"Unknown environment"
41,10,1,10,"Unknown environment"
41,11,2,10,"Unknown environment"
41,12,3,12,"Unknown environment"
41,13,2,12,"Unknown environment"
41,14,5,15,"Unknown environment"
41,15,1,10,"Unknown environment"
41,16,4,15,"Unknown environment"
41,17,6,15,"Unknown environment"
41,18,3,15,"Unknown environment"
41,19,2,12,"Unknown environment"
41,20,5,12,"Unknown environment"
41,21,1,10,"Unknown environment"
41,22,3,15,"Unknown environment"
41,23,4,15,"Unknown environment"
41,24,6,15,"Unknown environment"
41,25,6,15,"Unknown environment"
41,26,5,12,"Unknown environment"
41,27,2,12,"Unknown environment"
41,28,4,12,"Unknown environment"
41,29,3,12,"Unknown environment"
41,30,1,10,"Unknown environment"
42,1,2,2,"Unknown environment"
42,2,5,4,"Unknown environment"
42,3,6,3,"Unknown environment"
42,4,3,2,"Unknown environment"
42,5,4,5,"Unknown environment"
42,6,1,1,"Unknown environment"
42,7,1,1,"Unknown environment"
42,8,5,5,"Unknown environment"
42,9,4,4,"Unknown environment"
42,10,2,3,"Unknown environment"
42,11,6,3,"Unknown environment"
42,12,3,4,"Unknown environment"
42,13,5,5,"Unknown environment"
42,14,3,5,"Unknown environment"
42,15,4,6,"Unknown environment"
42,16,2,2,"Unknown environment"
42,17,1,1,"Unknown environment"
42,18,6,6,"Unknown environment"
42,19,4,6,"Unknown environment"
42,20,5,5,"Unknown environment"
42,21,6,5,"Unknown environment"
42,22,1,1,"Unknown environment"
42,23,2,3,"Unknown environment"
42,24,3,6,"Unknown environment"
42,25,3,5,"Unknown environment"
42,26,2,3,"Unknown environment"
42,27,6,5,"Unknown environment"
42,28,1,1,"Unknown environment"
42,29,5,5,"Unknown environment"
42,30,4,6,"Unknown environment"
43,1,5,5,"Unknown environment"
43,2,2,4,"Unknown environment"
43,3,1,3,"Unknown environment"
43,4,6,5,"Unknown environment"
43,5,4,48,"Unknown environment"
43,6,3,4,"Unknown environment"
43,7,2,35,"Unknown environment"
43,8,5,375,"Unknown environment"
43,9,6,49,"Unknown environment"
43,10,4,49,"Unknown environment"
43,11,1,2,"Unknown environment"
43,12,3,25,"Unknown environment"
43,13,4,3,"Unknown environment"
43,14,3,32,"Unknown environment"
43,15,2,29,"Unknown environment"
43,16,1,2,"Unknown environment"
43,17,5,25,"Unknown environment"
43,18,6,275,"Unknown environment"
43,19,4,275,"Unknown environment"
43,20,1,15,"Unknown environment"
43,21,2,25,"Unknown environment"
43,22,6,4,"Unknown environment"
43,23,3,3,"Unknown environment"
43,24,5,35,"Unknown environment"
43,25,1,14,"Unknown environment"
43,26,4,18,"Unknown environment"
43,27,5,3,"Unknown environment"
43,28,6,32,"Unknown environment"
43,29,3,29,"Unknown environment"
43,30,2,3,"Unknown environment"
44,1,5,10,"Unknown environment"
44,2,3,11,"Unknown environment"
44,3,1,7,"Unknown environment"
44,4,4,11,"Unknown environment"
44,5,6,13,"Unknown environment"
44,6,2,12,"Unknown environment"
44,7,4,13,"Unknown environment"
44,8,6,14,"Unknown environment"
44,9,5,14,"Unknown environment"
44,10,1,7,"Unknown environment"
44,11,3,12,"Unknown environment"
44,12,2,10,"Unknown environment"
44,13,6,14,"Unknown environment"
44,14,3,15,"Unknown environment"
44,15,1,8,"Unknown environment"
44,16,4,11,"Unknown environment"
44,17,2,10,"Unknown environment"
44,18,5,15,"Unknown environment"
44,19,4,15,"Unknown environment"
44,20,1,6,"Unknown environment"
44,21,3,9,"Unknown environment"
44,22,2,10,"Unknown environment"
44,23,5,12,"Unknown environment"
44,24,6,15,"Unknown environment"
44,25,1,7,"Unknown environment"
44,26,5,14,"Unknown environment"
44,27,3,15,"Unknown environment"
44,28,2,13,"Unknown environment"
44,29,4,14,"Unknown environment"
44,30,6,15,"Unknown environment"
45,1,3,2,"Unknown environment"
45,2,2,2,"Unknown environment"
45,3,6,5,"Unknown environment"
45,4,5,5,"Unknown environment"
45,5,4,4,"Unknown environment"
45,6,1,1,"Unknown environment"
45,7,6,5,"Unknown environment"
45,8,4,5,"Unknown environment"
45,9,1,2,"Unknown environment"
45,10,3,5,"Unknown environment"
45,11,2,3,"Unknown environment"
45,12,5,5,"Unknown environment"
45,13,1,1,"Unknown environment"
45,14,4,6,"Unknown environment"
45,15,2,2,"Unknown environment"
45,16,3,3,"Unknown environment"
45,17,5,5,"Unknown environment"
45,18,6,5,"Unknown environment"
45,19,1,1,"Unknown environment"
45,20,5,5,"Unknown environment"
45,21,2,3,"Unknown environment"
45,22,4,4,"Unknown environment"
45,23,6,5,"Unknown environment"
45,24,3,3,"Unknown environment"
45,25,2,2,"Unknown environment"
45,26,1,1,"Unknown environment"
45,27,6,5,"Unknown environment"
45,28,3,4,"Unknown environment"
45,29,5,4,"Unknown environment"
45,30,4,3,"Unknown environment"
46,1,1,2,"Unknown environment"
46,2,4,5,"Unknown environment"
46,3,6,7,"Unknown environment"
46,4,2,3,"Unknown environment"
46,5,5,4,"Unknown environment"
46,6,3,3,"Unknown environment"
46,7,5,4,"Unknown environment"
46,8,6,5,"Unknown environment"
46,9,4,5,"Unknown environment"
46,10,3,4,"Unknown environment"
46,11,1,2,"Unknown environment"
46,12,2,4,"Unknown environment"
46,13,2,5,"Unknown environment"
46,14,4,7,"Unknown environment"
46,15,3,6,"Unknown environment"
46,16,6,7,"Unknown environment"
46,17,1,2,"Unknown environment"
46,18,5,5,"Unknown environment"
46,19,1,2,"Unknown environment"
46,20,3,5,"Unknown environment"
46,21,2,4,"Unknown environment"
46,22,5,5,"Unknown environment"
46,23,6,6,"Unknown environment"
46,24,4,6,"Unknown environment"
46,25,2,5,"Unknown environment"
46,26,4,6,"Unknown environment"
46,27,6,5,"Unknown environment"
46,28,3,4,"Unknown environment"
46,29,1,1,"Unknown environment"
46,30,5,4,"Unknown environment"
47,1,6,6.5,"Unknown environment"
47,2,2,5,"Unknown environment"
47,3,4,7,"Unknown environment"
47,4,1,4,"Unknown environment"
47,5,3,6,"Unknown environment"
47,6,5,7.5,"Unknown environment"
47,7,2,6.5,"Unknown environment"
47,8,6,8.5,"Unknown environment"
47,9,1,4,"Unknown environment"
47,10,5,6.5,"Unknown environment"
47,11,4,8,"Unknown environment"
47,12,3,8,"Unknown environment"
47,13,3,8.5,"Unknown environment"
47,14,1,3.5,"Unknown environment"
47,15,4,7.5,"Unknown environment"
47,16,2,6,"Unknown environment"
47,17,5,7.5,"Unknown environment"
47,18,6,8.5,"Unknown environment"
47,19,5,8.5,"Unknown environment"
47,20,3,8.3,"Unknown environment"
47,21,4,8,"Unknown environment"
47,22,1,3,"Unknown environment"
47,23,2,5.5,"Unknown environment"
47,24,6,9,"Unknown environment"
47,25,5,7.5,"Unknown environment"
47,26,4,7,"Unknown environment"
47,27,6,9,"Unknown environment"
47,28,3,7.5,"Unknown environment"
47,29,1,4,"Unknown environment"
47,30,2,5,"Unknown environment"
48,1,3,5,"Unknown environment"
48,2,6,5,"Unknown environment"
48,3,1,3,"Unknown environment"
48,4,5,4,"Unknown environment"
48,5,2,4,"Unknown environment"
48,6,4,6,"Unknown environment"
48,7,1,3,"Unknown environment"
48,8,2,5,"Unknown environment"
48,9,3,6,"Unknown environment"
48,10,5,6,"Unknown environment"
48,11,6,7,"Unknown environment"
48,12,4,7,"Unknown environment"
48,13,5,8,"Unknown environment"
48,14,6,9,"Unknown environment"
48,15,2,7,"Unknown environment"
48,16,3,8,"Unknown environment"
48,17,1,5,"Unknown environment"
48,18,4,7,"Unknown environment"
48,19,3,7,"Unknown environment"
48,20,6,8,"Unknown environment"
48,21,1,4,"Unknown environment"
48,22,2,7,"Unknown environment"
48,23,4,9,"Unknown environment"
48,24,5,8,"Unknown environment"
48,25,6,9,"Unknown environment"
48,26,3,6,"Unknown environment"
48,27,4,7,"Unknown environment"
48,28,2,6,"Unknown environment"
48,29,1,5,"Unknown environment"
48,30,5,7,"Unknown environment"
49,1,5,6,"Unknown environment"
49,2,3,2,"Unknown environment"
49,3,1,1,"Unknown environment"
49,4,4,12,"Unknown environment"
49,5,6,13,"Unknown environment"
49,6,2,4,"Unknown environment"
49,7,6,8,"Unknown environment"
49,8,1,5,"Unknown environment"
49,9,3,3,"Unknown environment"
49,10,4,6,"Unknown environment"
49,11,2,3,"Unknown environment"
49,12,5,8,"Unknown environment"
49,13,1,5,"Unknown environment"
49,14,5,5,"Unknown environment"
49,15,4,6,"Unknown environment"
49,16,6,8,"Unknown environment"
49,17,3,7,"Unknown environment"
49,18,2,6,"Unknown environment"
49,19,6,9,"Unknown environment"
49,20,3,5,"Unknown environment"
49,21,2,3,"Unknown environment"
49,22,4,6.5,"Unknown environment"
49,23,5,6,"Unknown environment"
49,24,1,0.2,"Unknown environment"
49,25,4,7,"Unknown environment"
49,26,3,6.8,"Unknown environment"
49,27,5,7.8,"Unknown environment"
49,28,1,1,"Unknown environment"
49,29,6,8,"Unknown environment"
49,30,2,2.5,"Unknown environment"
50,1,4,2,"Unknown environment"
50,2,2,2,"Unknown environment"
50,3,1,1,"Unknown environment"
50,4,6,4,"Unknown environment"
50,5,3,5,"Unknown environment"
50,6,5,4,"Unknown environment"
50,7,5,5,"Unknown environment"
50,8,6,5,"Unknown environment"
50,9,4,4,"Unknown environment"
50,10,3,3,"Unknown environment"
50,11,2,2,"Unknown environment"
50,12,1,1,"Unknown environment"
50,13,2,1,"Unknown environment"
50,14,5,3,"Unknown environment"
50,15,3,3,"Unknown environment"
50,16,6,3,"Unknown environment"
50,17,4,3,"Unknown environment"
50,18,1,2,"Unknown environment"
50,19,5,3,"Unknown environment"
50,20,6,5,"Unknown environment"
50,21,1,1,"Unknown environment"
50,22,3,2,"Unknown environment"
50,23,2,2,"Unknown environment"
50,24,4,3,"Unknown environment"
50,25,2,1,"Unknown environment"
50,26,4,2,"Unknown environment"
50,27,6,2,"Unknown environment"
50,28,5,2,"Unknown environment"
50,29,3,3,"Unknown environment"
50,30,1,1,"Unknown environment"
51,1,5,4,"Unknown environment"
51,2,4,3,"Unknown environment"
51,3,1,1,"Unknown environment"
51,4,3,5,"Unknown environment"
51,5,6,6,"Unknown environment"
51,6,2,3,"Unknown environment"
51,7,3,4,"Unknown environment"
51,8,1,1,"Unknown environment"
51,9,4,5,"Unknown environment"
51,10,2,3,"Unknown environment"
51,11,6,4,"Unknown environment"
51,12,5,5,"Unknown environment"
51,13,2,4,"Unknown environment"
51,14,5,3,"Unknown environment"
51,15,4,5,"Unknown environment"
51,16,3,6,"Unknown environment"
51,17,6,6,"Unknown environment"
51,18,1,1,"Unknown environment"
51,19,4,3,"Unknown environment"
51,20,1,1,"Unknown environment"
51,21,2,4,"Unknown environment"
51,22,5,5,"Unknown environment"
51,23,6,5,"Unknown environment"
51,24,3,3,"Unknown environment"
51,25,3,5,"Unknown environment"
51,26,6,6,"Unknown environment"
51,27,5,4,"Unknown environment"
51,28,4,5,"Unknown environment"
51,29,1,1,"Unknown environment"
51,30,2,2,"Unknown environment"
52,1,3,7,"Unknown environment"
52,2,6,7,"Unknown environment"
52,3,4,7,"Unknown environment"
52,4,5,7,"Unknown environment"
52,5,1,5,"Unknown environment"
52,6,2,6,"Unknown environment"
52,7,4,8,"Unknown environment"
52,8,2,5,"Unknown environment"
52,9,1,5,"Unknown environment"
52,10,6,9,"Unknown environment"
52,11,3,9,"Unknown environment"
52,12,5,12,"Unknown environment"
52,13,3,12,"Unknown environment"
52,14,2,10,"Unknown environment"
52,15,1,7,"Unknown environment"
52,16,6,11,"Unknown environment"
52,17,4,12,"Unknown environment"
52,18,5,12,"Unknown environment"
52,19,2,12,"Unknown environment"
52,20,4,12,"Unknown environment"
52,21,6,13,"Unknown environment"
52,22,5,13,"Unknown environment"
52,23,3,10,"Unknown environment"
52,24,1,5,"Unknown environment"
52,25,3,7,"Unknown environment"
52,26,6,10,"Unknown environment"
52,27,2,8,"Unknown environment"
52,28,5,12,"Unknown environment"
52,29,1,5,"Unknown environment"
52,30,4,12,"Unknown environment"
53,1,1,3,"Unknown environment"
53,2,5,4,"Unknown environment"
53,3,2,2,"Unknown environment"
53,4,3,2,"Unknown environment"
53,5,4,4,"Unknown environment"
53,6,6,6,"Unknown environment"
53,7,1,1,"Unknown environment"
53,8,4,3,"Unknown environment"
53,9,6,5,"Unknown environment"
53,10,3,4,"Unknown environment"
53,11,5,44,"Unknown environment"
53,12,2,4,"Unknown environment"
53,13,1,1,"Unknown environment"
53,14,3,3,"Unknown environment"
53,15,6,4,"Unknown environment"
53,16,5,4,"Unknown environment"
53,17,4,4,"Unknown environment"
53,18,2,1,"Unknown environment"
53,19,4,3,"Unknown environment"
53,20,3,2.5,"Unknown environment"
53,21,2,2,"Unknown environment"
53,22,1,1,"Unknown environment"
53,23,6,6,"Unknown environment"
53,24,5,5,"Unknown environment"
53,25,5,4,"Unknown environment"
53,26,4,3,"Unknown environment"
53,27,1,1,"Unknown environment"
53,28,3,4,"Unknown environment"
53,29,6,4,"Unknown environment"
53,30,2,2,"Unknown environment"
54,1,5,5,"Unknown environment"
54,2,4,5,"Unknown environment"
54,3,3,4,"Unknown environment"
54,4,1,2,"Unknown environment"
54,5,6,5,"Unknown environment"
54,6,2,4,"Unknown environment"
54,7,1,1,"Unknown environment"
54,8,6,5,"Unknown environment"
54,9,3,5,"Unknown environment"
54,10,2,4,"Unknown environment"
54,11,4,5,"Unknown environment"
54,12,5,4,"Unknown environment"
54,13,3,4,"Unknown environment"
54,14,4,4,"Unknown environment"
54,15,1,1,"Unknown environment"
54,16,5,5,"Unknown environment"
54,17,6,5,"Unknown environment"
54,18,2,4,"Unknown environment"
54,19,5,4,"Unknown environment"
54,20,1,1,"Unknown environment"
54,21,4,5,"Unknown environment"
54,22,3,6,"Unknown environment"
54,23,6,6,"Unknown environment"
54,24,2,4,"Unknown environment"
54,25,6,5,"Unknown environment"
54,26,5,5,"Unknown environment"
54,27,4,5,"Unknown environment"
54,28,3,5,"Unknown environment"
54,29,1,1,"Unknown environment"
54,30,2,3,"Unknown environment"
55,1,6,2,"Unknown environment"
55,2,5,2,"Unknown environment"
55,3,2,1,"Unknown environment"
55,4,3,2,"Unknown environment"
55,5,1,1,"Unknown environment"
55,6,4,3,"Unknown environment"
55,7,6,2,"Unknown environment"
55,8,2,1,"Unknown environment"
55,9,5,2,"Unknown environment"
55,10,4,2,"Unknown environment"
55,11,3,1,"Unknown environment"
55,12,1,1,"Unknown environment"
55,13,3,2,"Unknown environment"
55,14,1,1,"Unknown environment"
55,15,4,2,"Unknown environment"
55,16,2,1,"Unknown environment"
55,17,5,3,"Unknown environment"
55,18,6,3,"Unknown environment"
55,19,1,1,"Unknown environment"
55,20,2,2,"Unknown environment"
55,21,4,2,"Unknown environment"
55,22,3,3,"Unknown environment"
55,23,5,2,"Unknown environment"
55,24,6,2,"Unknown environment"
55,25,3,1,"Unknown environment"
55,26,4,1,"Unknown environment"
55,27,5,1,"Unknown environment"
55,28,6,2,"Unknown environment"
55,29,1,1,"Unknown environment"
55,30,2,2,"Unknown environment"
56,1,4,7,"Unknown environment"
56,2,2,7,"Unknown environment"
56,3,6,6,"Unknown environment"
56,4,5,6,"Unknown environment"
56,5,1,4,"Unknown environment"
56,6,3,5,"Unknown environment"
56,7,3,6,"Unknown environment"
56,8,1,4,"Unknown environment"
56,9,6,7,"Unknown environment"
56,10,4,6,"Unknown environment"
56,11,5,7,"Unknown environment"
56,12,2,5,"Unknown environment"
56,13,2,4.5,"Unknown environment"
56,14,1,3,"Unknown environment"
56,15,5,6,"Unknown environment"
56,16,3,77,"Unknown environment"
56,17,4,6,"Unknown environment"
56,18,6,7,"Unknown environment"
56,19,3,6,"Unknown environment"
56,20,1,3,"Unknown environment"
56,21,5,5,"Unknown environment"
56,22,6,7,"Unknown environment"
56,23,4,6,"Unknown environment"
56,24,2,5,"Unknown environment"
56,25,3,6,"Unknown environment"
56,26,4,6,"Unknown environment"
56,27,6,7,"Unknown environment"
56,28,5,6,"Unknown environment"
56,29,1,3,"Unknown environment"
56,30,2,5,"Unknown environment"
57,1,5,6,"Unknown environment"
57,2,6,6,"Unknown environment"
57,3,2,4,"Unknown environment"
57,4,3,5,"Unknown environment"
57,5,1,4,"Unknown environment"
57,6,4,7,"Unknown environment"
57,7,3,8,"Unknown environment"
57,8,5,6,"Unknown environment"
57,9,6,8,"Unknown environment"
57,10,1,3,"Unknown environment"
57,11,4,6,"Unknown environment"
57,12,2,4,"Unknown environment"
57,13,2,3,"Unknown environment"
57,14,1,2,"Unknown environment"
57,15,3,7,"Unknown environment"
57,16,4,7,"Unknown environment"
57,17,5,8,"Unknown environment"
57,18,6,9,"Unknown environment"
57,19,5,9,"Unknown environment"
57,20,2,5,"Unknown environment"
57,21,6,6,"Unknown environment"
57,22,4,5,"Unknown environment"
57,23,1,2,"Unknown environment"
57,24,3,5,"Unknown environment"
57,25,4,6,"Unknown environment"
57,26,1,2,"Unknown environment"
57,27,5,7,"Unknown environment"
57,28,6,8,"Unknown environment"
57,29,2,5,"Unknown environment"
57,30,3,6,"Unknown environment"
58,1,2,4,"Unknown environment"
58,2,4,35,"Unknown environment"
58,3,3,35,"Unknown environment"
58,4,6,45,"Unknown environment"
58,5,5,5,"Unknown environment"
58,6,1,2,"Unknown environment"
58,7,6,45,"Unknown environment"
58,8,2,35,"Unknown environment"
58,9,4,35,"Unknown environment"
58,10,3,4,"Unknown environment"
58,11,5,3,"Unknown environment"
58,12,1,15,"Unknown environment"
58,13,6,4,"Unknown environment"
58,14,3,35,"Unknown environment"
58,15,2,25,"Unknown environment"
58,16,5,4,"Unknown environment"
58,17,1,15,"Unknown environment"
58,18,4,45,"Unknown environment"
58,19,1,1,"Unknown environment"
58,20,2,3,"Unknown environment"
58,21,3,4,"Unknown environment"
58,22,4,45,"Unknown environment"
58,23,5,4,"Unknown environment"
58,24,6,5,"Unknown environment"
58,25,2,35,"Unknown environment"
58,26,1,15,"Unknown environment"
58,27,4,4,"Unknown environment"
58,28,3,35,"Unknown environment"
58,29,6,45,"Unknown environment"
58,30,5,4,"Unknown environment"
59,1,4,4,"Unknown environment"
59,2,2,3,"Unknown environment"
59,3,3,3,"Unknown environment"
59,4,5,4,"Unknown environment"
59,5,1,2,"Unknown environment"
59,6,6,5,"Unknown environment"
59,7,3,4,"Unknown environment"
59,8,5,5,"Unknown environment"
59,9,6,6,"Unknown environment"
59,10,1,1,"Unknown environment"
59,11,2,3,"Unknown environment"
59,12,4,4,"Unknown environment"
59,13,2,3,"Unknown environment"
59,14,5,4,"Unknown environment"
59,15,1,1,"Unknown environment"
59,16,3,4,"Unknown environment"
59,17,4,5,"Unknown environment"
59,18,6,6,"Unknown environment"
59,19,1,3,"Unknown environment"
59,20,3,5,"Unknown environment"
59,21,5,6,"Unknown environment"
59,22,2,3,"Unknown environment"
59,23,4,5,"Unknown environment"
59,24,6,6,"Unknown environment"
59,25,2,4,"Unknown environment"
59,26,6,5,"Unknown environment"
59,27,5,5,"Unknown environment"
59,28,3,4,"Unknown environment"
59,29,1,2,"Unknown environment"
59,30,4,4,"Unknown environment"
60,1,6,10,"Unknown environment"
60,2,4,8,"Unknown environment"
60,3,5,7,"Unknown environment"
60,4,3,7,"Unknown environment"
60,5,2,6,"Unknown environment"
60,6,1,5,"Unknown environment"
60,7,5,10,"Unknown environment"
60,8,3,9,"Unknown environment"
60,9,4,10,"Unknown environment"
60,10,2,8,"Unknown environment"
60,11,1,6,"Unknown environment"
60,12,6,12,"Unknown environment"
60,13,5,11,"Unknown environment"
60,14,3,10,"Unknown environment"
60,15,2,9,"Unknown environment"
60,16,4,10,"Unknown environment"
60,17,6,11,"Unknown environment"
60,18,1,6,"Unknown environment"
60,19,3,10,"Unknown environment"
60,20,5,11,"Unknown environment"
60,21,2,8,"Unknown environment"
60,22,1,6,"Unknown environment"
60,23,6,12,"Unknown environment"
60,24,4,10,"Unknown environment"
60,25,1,7,"Unknown environment"
60,26,3,9,"Unknown environment"
60,27,2,8,"Unknown environment"
60,28,5,11,"Unknown environment"
60,29,6,12,"Unknown environment"
60,30,4,11,"Unknown environment"
61,1,5,7,"Unknown environment"
61,2,6,8,"Unknown environment"
61,3,3,45,"Unknown environment"
61,4,1,3,"Unknown environment"
61,5,2,52,"Unknown environment"
61,6,4,6,"Unknown environment"
61,7,4,6,"Unknown environment"
61,8,2,34,"Unknown environment"
61,9,3,7,"Unknown environment"
61,10,1,23,"Unknown environment"
61,11,6,8,"Unknown environment"
61,12,5,3,"Unknown environment"
61,13,1,2,"Unknown environment"
61,14,2,35,"Unknown environment"
61,15,6,83,"Unknown environment"
61,16,3,6,"Unknown environment"
61,17,5,55,"Unknown environment"
61,18,4,6,"Unknown environment"
61,19,1,23,"Unknown environment"
61,20,5,6,"Unknown environment"
61,21,2,65,"Unknown environment"
61,22,4,7,"Unknown environment"
61,23,6,8,"Unknown environment"
61,24,3,4,"Unknown environment"
61,25,5,6,"Unknown environment"
61,26,1,3,"Unknown environment"
61,27,4,5,"Unknown environment"
61,28,3,8,"Unknown environment"
61,29,6,9,"Unknown environment"
61,30,2,64,"Unknown environment"
62,1,5,2,"Unknown environment"
62,2,6,3,"Unknown environment"
62,3,4,3.5,"Unknown environment"
62,4,1,1.5,"Unknown environment"
62,5,3,2.5,"Unknown environment"
62,6,2,2,"Unknown environment"
62,7,2,2.5,"Unknown environment"
62,8,6,3.5,"Unknown environment"
62,9,1,1.5,"Unknown environment"
62,10,5,3,"Unknown environment"
62,11,4,3.5,"Unknown environment"
62,12,3,3,"Unknown environment"
