participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,soundEstimulus,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant_n
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,,,,,,,,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,return,29.6576,,,,,,,,,,,,,,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,return,10.9393,,,,,,,,,,,,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,return,8.7686,,,,,,,,,,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,return,8.61,,,,,,,,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,20,0,0,0,2,1,estimulos/3.wav,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,15,0,1,1,4,1,estimulos/5.wav,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,10,0,2,2,1,1,estimulos/2.wav,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,20,0,3,3,5,1,estimulos/6.wav,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,20,0,4,4,3,1,estimulos/4.wav,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,10,0,5,5,0,1,estimulos/1.wav,,,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,,,,,,,,return,4.5395,,,,,,047
Kielmasz,001,2024-11-14_14h28.17.908,audio-text-input,2022.2.2,Win32,61.34969325,,,,,,,,,15,,,,,,estimulos/3.wav,,,0,0,0,2,1,047
