soundEstimulus,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instruccion.started,instruccion.stopped,instruccion_2.started,instruccion_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,soundEst.started,soundEst.stopped,testText.started,testText.stopped,instr_2.started,instr_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instruccion_3.started,instruccion_3.stopped,instr.started,instr.stopped,text.started,text.stopped,typedWord,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,115.21591089991853,None,return,9.813380200183019,122.2206970998086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
,,,,,,,,,,,,,,,122.2206970998086,None,132.06479660002515,None,return,8.417466000188142,132.06479660002515,None,,,,,,,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/5.wav,0,0,0,4,,,,,,,,,,,,,,,,,,,0.008396060205996037,None,145.64639110001735,None,145.64639110001735,None,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/3.wav,0,1,1,2,,,,,,,,,,,,,,,,,,,0.01377765997312963,None,156.5583243998699,None,156.5583243998699,None,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/1.wav,0,2,2,0,,,,,,,,,,,,,,,,,,,0.01407525991089642,None,165.88517949986272,None,165.88517949986272,None,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/4.wav,0,3,3,3,,,,,,,,,,,,,,,,,,,0.013874459778890014,None,172.64256449998356,None,172.64256449998356,None,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/2.wav,0,4,4,1,,,,,,,,,,,,,,,,,,,0.01392095978371799,None,180.60125870001502,None,180.60125870001502,None,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/6.wav,0,5,5,5,,,,,,,,,,,,,,,,,,,0.013894060160964727,None,187.9593642000109,None,187.9593642000109,None,,,,,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,4.999663800001144,189.77791609987617,None,,,,,,,,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/2.wav,,,,,0,0,0,1,,,,,,,,,,,,,,,0.009344159858301282,None,,,,,,,,,189.77791609987617,None,199.9391656999942,None,199.9391656999942,None,2,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/4.wav,,,,,0,1,1,3,,,,,,,,,,,,,,,0.013703659875318408,None,,,,,,,,,,,206.54628370003775,None,206.54628370003775,None,4,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/6.wav,,,,,0,2,2,5,,,,,,,,,,,,,,,0.013602660037577152,None,,,,,,,,,,,213.5205714998301,None,213.5205714998301,None,4,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/3.wav,,,,,0,3,3,2,,,,,,,,,,,,,,,0.013899459736421704,None,,,,,,,,,,,220.42811729991809,None,220.42811729991809,None,3,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/1.wav,,,,,0,4,4,0,,,,,,,,,,,,,,,0.01390635990537703,None,,,,,,,,,,,226.83512259996496,None,226.83512259996496,None,1,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/5.wav,,,,,0,5,5,4,,,,,,,,,,,,,,,0.013887559995055199,None,,,,,,,,,,,233.27549409982748,None,233.27549409982748,None,3,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/4.wav,,,,,1,0,6,3,,,,,,,,,,,,,,,0.013905760133638978,None,,,,,,,,,,,239.66580149997026,None,239.66580149997026,None,5,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/3.wav,,,,,1,1,7,2,,,,,,,,,,,,,,,0.013876060023903847,None,,,,,,,,,,,246.62340969988145,None,246.62340969988145,None,4,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/1.wav,,,,,1,2,8,0,,,,,,,,,,,,,,,0.013878360157832503,None,,,,,,,,,,,253.71449889987707,None,253.71449889987707,None,1,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/2.wav,,,,,1,3,9,1,,,,,,,,,,,,,,,0.013778659980744123,None,,,,,,,,,,,260.3217193998862,None,260.3217193998862,None,2,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/5.wav,,,,,1,4,10,4,,,,,,,,,,,,,,,0.013872259762138128,None,,,,,,,,,,,266.7120284999255,None,266.7120284999255,None,6,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/6.wav,,,,,1,5,11,5,,,,,,,,,,,,,,,0.01383215980604291,None,,,,,,,,,,,273.01903199986555,None,273.01903199986555,None,7,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/4.wav,,,,,2,0,12,3,,,,,,,,,,,,,,,0.013835259946063161,None,,,,,,,,,,,279.22570129996166,None,279.22570129996166,None,5,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/1.wav,,,,,2,1,13,0,,,,,,,,,,,,,,,0.013783160131424665,None,,,,,,,,,,,285.3156850999221,None,285.3156850999221,None,1,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/3.wav,,,,,2,2,14,2,,,,,,,,,,,,,,,0.013893960043787956,None,,,,,,,,,,,291.42236099997535,None,291.42236099997535,None,3,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/5.wav,,,,,2,3,15,4,,,,,,,,,,,,,,,0.013845660025253892,None,,,,,,,,,,,297.62914879992604,None,297.62914879992604,None,5,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/6.wav,,,,,2,4,16,5,,,,,,,,,,,,,,,0.013847359921783209,None,,,,,,,,,,,303.83593499986455,None,303.83593499986455,None,4,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/2.wav,,,,,2,5,17,1,,,,,,,,,,,,,,,0.013834760058671236,None,,,,,,,,,,,310.576620799955,None,310.576620799955,None,3,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/2.wav,,,,,3,0,18,1,,,,,,,,,,,,,,,0.013852460077032447,None,,,,,,,,,,,320.0370867999736,None,320.0370867999736,None,2,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/3.wav,,,,,3,1,19,2,,,,,,,,,,,,,,,0.013863860163837671,None,,,,,,,,,,,326.0602619999554,None,326.0602619999554,None,4,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/5.wav,,,,,3,2,20,4,,,,,,,,,,,,,,,0.013811759883537889,None,,,,,,,,,,,331.9666666998528,None,331.9666666998528,None,5,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/1.wav,,,,,3,3,21,0,,,,,,,,,,,,,,,0.013866059947758913,None,,,,,,,,,,,337.7730107998941,None,337.7730107998941,None,1,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/4.wav,,,,,3,4,22,3,,,,,,,,,,,,,,,0.013859660131856799,None,,,,,,,,,,,343.9130627999548,None,343.9130627999548,None,7,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
estimulos/6.wav,,,,,3,5,23,5,,,,,,,,,,,,,,,0.01386915985494852,None,,,,,,,,,,,349.8528894998599,None,349.8528894998599,None,8,,,028,001,2022-06-24_13h34.03.706,audio-text-input,2022.1.1,59.935293810650265,
