subject,room_condition,target_distance,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
11,Unknown environment,3,1.140175425099138,0.5099019513592785,1.3,5,6.4,0.380058475033046,0.1699673171197595,0.14444444444444446,5,1.1333333333333333,0.380058475033046,0.1699673171197595,0.14444444444444446,5,1.1333333333333333,1.140175425099138,0.5099019513592785,1.3,5
12,Unknown environment,3,1.0954451150103321,0.48989794855663554,1.2,5,3.2,0.3651483716701107,0.1632993161855452,0.13333333333333333,5,0.06666666666666667,0.2981423969999719,0.1333333333333333,0.08888888888888888,5,0.19999999999999998,0.8944271909999159,0.39999999999999997,0.8,5
13,Unknown environment,3,2.1213203435596424,0.9486832980505137,4.5,5,9,0.7071067811865476,0.31622776601683794,0.5000000000000001,5,2,0.7071067811865476,0.31622776601683794,0.5000000000000001,5,2,2.1213203435596424,0.9486832980505137,4.5,5
14,Unknown environment,3,0.8366600265340756,0.3741657386773941,0.7,5,4.8,0.27888667551135854,0.12472191289246472,0.07777777777777778,5,0.6,0.27888667551135854,0.12472191289246472,0.07777777777777778,5,0.6,0.8366600265340756,0.3741657386773941,0.7,5
15,Unknown environment,3,0.5,0.25,0.25,4,5.75,0.16666666666666669,0.08333333333333334,0.027777777777777783,4,0.9166666666666666,0.16666666666666669,0.08333333333333334,0.027777777777777783,4,0.9166666666666666,0.5,0.25,0.25,4
16,Unknown environment,3,1.3038404810405297,0.58309518948453,1.7,5,6.2,0.4346134936801766,0.19436506316151,0.1888888888888889,5,1.0666666666666667,0.4346134936801766,0.19436506316151,0.1888888888888889,5,1.0666666666666667,1.3038404810405297,0.58309518948453,1.7,5
18,Unknown environment,3,0.7071067811865476,0.31622776601683794,0.5,5,4,0.23570226039551584,0.10540925533894598,0.05555555555555555,5,0.3333333333333333,0.23570226039551584,0.10540925533894598,0.05555555555555555,5,0.3333333333333333,0.7071067811865476,0.31622776601683794,0.5,5
19,Unknown environment,3,1.224744871391589,0.5477225575051661,1.5,5,9,0.40824829046386313,0.1825741858350554,0.16666666666666674,5,2,0.40824829046386313,0.1825741858350554,0.16666666666666674,5,2,1.224744871391589,0.5477225575051661,1.5,5
20,Unknown environment,3,0.3535533905932738,0.15811388300841897,0.125,5,3,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,0,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.06666666666666667,0.27386127875258304,0.12247448713915889,0.075,5
21,Unknown environment,3,0.27386127875258304,0.12247448713915889,0.075,5,1.7,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,-0.43333333333333335,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,0.43333333333333335,0.27386127875258304,0.12247448713915889,0.075,5
22,Unknown environment,3,1.0954451150103321,0.48989794855663554,1.2,5,6.8,0.36514837167011077,0.16329931618554522,0.13333333333333336,5,1.2666666666666666,0.36514837167011077,0.16329931618554522,0.13333333333333336,5,1.2666666666666666,1.0954451150103321,0.48989794855663554,1.2,5
23,Unknown environment,3,0.7071067811865476,0.31622776601683794,0.5,5,8,0.23570226039551587,0.10540925533894599,0.055555555555555566,5,1.6666666666666667,0.23570226039551587,0.10540925533894599,0.055555555555555566,5,1.6666666666666667,0.7071067811865476,0.31622776601683794,0.5,5
24,Unknown environment,3,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,-0.06666666666666667,0.07453559924999298,0.033333333333333326,0.005555555555555555,5,0.13333333333333333,0.22360679774997896,0.09999999999999999,0.05,5
25,Unknown environment,3,0.044721359549995836,0.020000000000000018,0.0020000000000000035,5,1.02,0.014907119849998594,0.0066666666666666645,2.2222222222222212e-4,5,-0.6599999999999999,0.014907119849998594,0.0066666666666666645,2.2222222222222212e-4,5,0.6599999999999999,0.044721359549995836,0.020000000000000018,0.0020000000000000035,5
26,Unknown environment,3,0.8366600265340756,0.3741657386773941,0.7,5,3.8,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.26666666666666666,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.26666666666666666,0.8366600265340756,0.3741657386773941,0.7,5
27,Unknown environment,3,0.4183300132670378,0.18708286933869706,0.175,5,1.6,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,-0.4666666666666667,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,0.4666666666666667,0.4183300132670378,0.18708286933869706,0.175,5
28,Unknown environment,3,0.5477225575051661,0.24494897427831777,0.3,5,3.6,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.19999999999999998,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.19999999999999998,0.5477225575051661,0.24494897427831777,0.3,5
30,Unknown environment,3,1.396424004376894,0.6244997998398397,1.95,5,3.3,0.4654746681256314,0.20816659994661327,0.21666666666666665,5,0.1,0.2472066162365221,0.11055415967851333,0.06111111111111111,5,0.36666666666666664,0.7416198487095663,0.33166247903553997,0.55,5
31,Unknown environment,3,1.5811388300841898,0.7071067811865476,2.5,5,5,0.5270462766947298,0.23570226039551578,0.27777777777777773,5,0.6666666666666666,0.5270462766947298,0.23570226039551578,0.27777777777777773,5,0.6666666666666666,1.5811388300841898,0.7071067811865476,2.5,5
32,Unknown environment,3,0.6519202405202649,0.291547594742265,0.425,5,1.4,0.2173067468400883,0.097182531580755,0.04722222222222223,5,-0.5333333333333333,0.2173067468400883,0.097182531580755,0.04722222222222223,5,0.5333333333333333,0.6519202405202649,0.291547594742265,0.425,5
33,Unknown environment,3,2.564176280991617,1.1467344941179713,6.575,5,5.7,0.8547254269972057,0.38224483137265713,0.7305555555555555,5,0.9,0.8547254269972057,0.38224483137265713,0.7305555555555555,5,0.9,2.564176280991617,1.1467344941179713,6.575,5
34,Unknown environment,3,1.9148542155126762,0.9574271077563381,3.6666666666666665,4,4.5,0.6382847385042254,0.3191423692521127,0.4074074074074074,4,0.5,0.6382847385042254,0.3191423692521127,0.4074074074074074,4,0.5,1.9148542155126762,0.9574271077563381,3.6666666666666665,4
35,Unknown environment,3,0.9370165420097982,0.4190465367951392,0.8779999999999999,5,3.34,0.3123388473365994,0.13968217893171306,0.09755555555555553,5,0.11333333333333334,0.2902106514623855,0.12978614889287854,0.08422222222222221,5,0.15333333333333332,0.8706319543871567,0.38935844667863573,0.758,5
36,Unknown environment,3,0.6942621983083912,0.3104834939252004,0.48199999999999993,5,3.02,0.23142073276946373,0.10349449797506681,0.053555555555555544,5,0.006666666666666645,0.13743685418725532,0.0614636297152859,0.018888888888888882,5,0.16666666666666666,0.412310562561766,0.18439088914585772,0.16999999999999996,5
101,Controlled environment,3,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.13333333333333333,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.13333333333333333,0.5477225575051661,0.24494897427831777,0.3,5
103,Controlled environment,3,0.6373774391990981,0.28504385627478446,0.40625,5,2.5,0.21245914639969934,0.09501461875826148,0.04513888888888888,5,-0.16666666666666666,0.10865337342004414,0.048591265790377494,0.011805555555555554,5,0.23333333333333334,0.32596012026013244,0.1457737973711325,0.10625,5
104,Controlled environment,3,1,0.44721359549995793,1,5,5,0.33333333333333337,0.14907119849998599,0.11111111111111112,5,0.6666666666666666,0.33333333333333337,0.14907119849998599,0.11111111111111112,5,0.6666666666666666,1,0.44721359549995793,1,5
105,Controlled environment,3,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,-0.13333333333333333,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.13333333333333333,0.5477225575051661,0.24494897427831777,0.3,5
106,Controlled environment,3,0.6708203932499369,0.3,0.45,5,1.7,0.22360679774997896,0.09999999999999999,0.049999999999999996,5,-0.4333333333333333,0.22360679774997896,0.09999999999999999,0.049999999999999996,5,0.4333333333333333,0.6708203932499369,0.3,0.45,5
107,Controlled environment,3,2.9154759474226504,1.3038404810405297,8.5,5,8,0.9718253158075502,0.4346134936801766,0.9444444444444445,5,1.6666666666666667,0.9718253158075502,0.4346134936801766,0.9444444444444445,5,1.6666666666666667,2.9154759474226504,1.3038404810405297,8.5,5
108,Controlled environment,3,0.7071067811865476,0.31622776601683794,0.5,5,5,0.23570226039551584,0.10540925533894598,0.05555555555555556,5,0.6666666666666666,0.23570226039551584,0.10540925533894598,0.05555555555555556,5,0.6666666666666666,0.7071067811865476,0.31622776601683794,0.5,5
109,Controlled environment,3,2.1908902300206643,0.9797958971132711,4.8,5,6.6,0.7302967433402215,0.32659863237109044,0.5333333333333334,5,1.2,0.7302967433402215,0.32659863237109044,0.5333333333333334,5,1.2,2.1908902300206643,0.9797958971132711,4.8,5
110,Controlled environment,3,0.8366600265340756,0.3741657386773941,0.7,5,3.2,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.06666666666666667,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.19999999999999998,0.5477225575051661,0.24494897427831777,0.3,5
111,Controlled environment,3,1.224744871391589,0.5477225575051661,1.5,5,5,0.408248290463863,0.18257418583505536,0.16666666666666666,5,0.6666666666666666,0.408248290463863,0.18257418583505536,0.16666666666666666,5,0.6666666666666666,1.224744871391589,0.5477225575051661,1.5,5
112,Controlled environment,3,0.758287544405155,0.33911649915626335,0.575,5,4.7,0.25276251480171835,0.1130388330520878,0.0638888888888889,5,0.5666666666666667,0.25276251480171835,0.1130388330520878,0.0638888888888889,5,0.5666666666666667,0.758287544405155,0.33911649915626335,0.575,5
113,Controlled environment,3,0.27386127875258304,0.12247448713915889,0.075,5,3.7,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.2333333333333333,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,0.2333333333333333,0.27386127875258304,0.12247448713915889,0.075,5
115,Controlled environment,3,1.140175425099138,0.5099019513592785,1.3,5,6.4,0.380058475033046,0.1699673171197595,0.14444444444444446,5,1.1333333333333333,0.380058475033046,0.1699673171197595,0.14444444444444446,5,1.1333333333333333,1.140175425099138,0.5099019513592785,1.3,5
116,Controlled environment,3,0.5477225575051661,0.24494897427831777,0.3,5,3.6,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.19999999999999998,0.18257418583505536,0.0816496580927726,0.03333333333333333,5,0.19999999999999998,0.5477225575051661,0.24494897427831777,0.3,5
117,Controlled environment,3,0.8366600265340756,0.3741657386773941,0.7,5,2.2,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,-0.26666666666666666,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.26666666666666666,0.8366600265340756,0.3741657386773941,0.7,5
118,Controlled environment,3,1.3038404810405297,0.58309518948453,1.7,5,6.2,0.43461349368017654,0.19436506316150998,0.18888888888888886,5,1.0666666666666667,0.43461349368017654,0.19436506316150998,0.18888888888888886,5,1.0666666666666667,1.3038404810405297,0.58309518948453,1.7,5
119,Controlled environment,3,1.0816653826391966,0.4837354648979129,1.17,5,2.5,0.36055512754639896,0.161245154965971,0.13,5,-0.16666666666666666,0.17701224063135668,0.07916228058025276,0.031333333333333324,5,0.32666666666666666,0.53103672189407,0.2374868417407583,0.2819999999999999,5
120,Controlled environment,3,0.8366600265340756,0.3741657386773941,0.7,5,3.8,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.26666666666666666,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.26666666666666666,0.8366600265340756,0.3741657386773941,0.7,5
122,Controlled environment,3,1.0954451150103321,0.48989794855663554,1.2,5,4.2,0.3651483716701107,0.1632993161855452,0.13333333333333333,5,0.39999999999999997,0.3651483716701107,0.1632993161855452,0.13333333333333333,5,0.39999999999999997,1.0954451150103321,0.48989794855663554,1.2,5
123,Controlled environment,3,0.8366600265340756,0.3741657386773941,0.7,5,2.2,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,-0.26666666666666666,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.26666666666666666,0.8366600265340756,0.3741657386773941,0.7,5
124,Controlled environment,3,0.7071067811865476,0.31622776601683794,0.5,5,2,0.23570226039551584,0.10540925533894598,0.05555555555555555,5,-0.3333333333333333,0.23570226039551584,0.10540925533894598,0.05555555555555555,5,0.3333333333333333,0.7071067811865476,0.31622776601683794,0.5,5
125,Controlled environment,3,4.764451699828638,2.1307275752662513,22.7,5,9.2,1.5881505666095461,0.7102425250887505,2.522222222222222,5,2.066666666666667,1.5881505666095461,0.7102425250887505,2.522222222222222,5,2.066666666666667,4.764451699828638,2.1307275752662513,22.7,5
126,Controlled environment,3,1.140175425099138,0.5099019513592785,1.3,5,4.4,0.38005847503304596,0.16996731711975946,0.14444444444444443,5,0.4666666666666667,0.38005847503304596,0.16996731711975946,0.14444444444444443,5,0.4666666666666667,1.140175425099138,0.5099019513592785,1.3,5
127,Controlled environment,3,0.8944271909999159,0.39999999999999997,0.8,5,3.6,0.2981423969999719,0.1333333333333333,0.08888888888888888,5,0.19999999999999998,0.2981423969999719,0.1333333333333333,0.08888888888888888,5,0.19999999999999998,0.8944271909999159,0.39999999999999997,0.8,5
128,Controlled environment,3,1.224744871391589,0.5477225575051661,1.5,5,4,0.408248290463863,0.18257418583505536,0.16666666666666666,5,0.3333333333333333,0.408248290463863,0.18257418583505536,0.16666666666666666,5,0.3333333333333333,1.224744871391589,0.5477225575051661,1.5,5
129,Controlled environment,3,0.8366600265340756,0.3741657386773941,0.7,5,5.2,0.27888667551135854,0.12472191289246472,0.07777777777777778,5,0.7333333333333333,0.27888667551135854,0.12472191289246472,0.07777777777777778,5,0.7333333333333333,0.8366600265340756,0.3741657386773941,0.7,5
130,Controlled environment,3,0.44721359549995793,0.19999999999999998,0.2,5,4.2,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,0.39999999999999997,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,0.39999999999999997,0.44721359549995793,0.19999999999999998,0.2,5
1,Unknown environment,4,1.3038404810405297,0.58309518948453,1.7,5,3.2,0.32596012026013244,0.1457737973711325,0.10625,5,-0.2,0.32596012026013244,0.1457737973711325,0.10625,5,0.2,1.3038404810405297,0.58309518948453,1.7,5
2,Unknown environment,4,1.02469507659596,0.458257569495584,1.05,5,1.9,0.25617376914899,0.114564392373896,0.065625,5,-0.525,0.25617376914899,0.114564392373896,0.065625,5,0.525,1.02469507659596,0.458257569495584,1.05,5
3,Unknown environment,4,0.14142135623730948,0.06324555320336757,0.01999999999999999,5,1,0.03535533905932741,0.01581138830084191,0.0012500000000000022,5,-0.75,0.03535533905932741,0.01581138830084191,0.0012500000000000022,5,0.75,0.14142135623730964,0.06324555320336764,0.020000000000000035,5
4,Unknown environment,4,1.140175425099138,0.5099019513592785,1.3,5,7.4,0.2850438562747845,0.12747548783981963,0.08125,5,0.85,0.2850438562747845,0.12747548783981963,0.08125,5,0.85,1.140175425099138,0.5099019513592785,1.3,5
6,Unknown environment,4,0.7071067811865476,0.31622776601683794,0.5,5,6,0.1767766952966369,0.07905694150420949,0.03125,5,0.5,0.1767766952966369,0.07905694150420949,0.03125,5,0.5,0.7071067811865476,0.31622776601683794,0.5,5
9,Unknown environment,4,1.140175425099138,0.5099019513592785,1.3,5,4.4,0.2850438562747845,0.12747548783981963,0.08125,5,0.1,0.2091650066335189,0.09354143466934853,0.04375,5,0.2,0.8366600265340756,0.3741657386773941,0.7,5
10,Unknown environment,4,0.8366600265340756,0.3741657386773941,0.7,5,5.8,0.2091650066335189,0.09354143466934853,0.04375,5,0.45,0.2091650066335189,0.09354143466934853,0.04375,5,0.45,0.8366600265340756,0.3741657386773941,0.7,5
11,Unknown environment,4,1.0954451150103321,0.48989794855663554,1.2,5,7.2,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.27386127875258304,0.12247448713915889,0.075,5,0.8,1.0954451150103321,0.48989794855663554,1.2,5
12,Unknown environment,4,0.8366600265340756,0.3741657386773941,0.7,5,2.8,0.2091650066335189,0.09354143466934853,0.04375,5,-0.3,0.2091650066335189,0.09354143466934853,0.04375,5,0.3,0.8366600265340756,0.3741657386773941,0.7,5
13,Unknown environment,4,2.4899799195977463,1.1135528725660042,6.2,5,10.2,0.6224949798994366,0.27838821814150105,0.3875,5,1.55,0.6224949798994366,0.27838821814150105,0.3875,5,1.55,2.4899799195977463,1.1135528725660042,6.2,5
14,Unknown environment,4,0.44721359549995793,0.19999999999999998,0.2,5,4.8,0.11180339887498948,0.049999999999999996,0.0125,5,0.2,0.11180339887498948,0.049999999999999996,0.0125,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5
15,Unknown environment,4,0.44721359549995793,0.19999999999999998,0.2,5,6.2,0.11180339887498948,0.049999999999999996,0.0125,5,0.55,0.11180339887498948,0.049999999999999996,0.0125,5,0.55,0.44721359549995793,0.19999999999999998,0.2,5
16,Unknown environment,4,0.8366600265340756,0.3741657386773941,0.7,5,6.2,0.2091650066335189,0.09354143466934853,0.04375,5,0.55,0.2091650066335189,0.09354143466934853,0.04375,5,0.55,0.8366600265340756,0.3741657386773941,0.7,5
18,Unknown environment,4,0.5477225575051661,0.24494897427831777,0.3,5,4.4,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.5477225575051661,0.24494897427831777,0.3,5
19,Unknown environment,4,1.0954451150103321,0.48989794855663554,1.2,5,9.8,0.27386127875258304,0.12247448713915889,0.075,5,1.45,0.27386127875258304,0.12247448713915889,0.075,5,1.45,1.0954451150103321,0.48989794855663554,1.2,5
20,Unknown environment,4,0.22360679774997896,0.09999999999999999,0.05,5,3.4,0.05590169943749474,0.024999999999999998,0.003125,5,-0.15,0.05590169943749474,0.024999999999999998,0.003125,5,0.15,0.22360679774997896,0.09999999999999999,0.05,5
21,Unknown environment,4,0.27386127875258304,0.12247448713915889,0.075,5,1.8,0.06846531968814576,0.03061862178478972,0.0046875,5,-0.55,0.06846531968814576,0.03061862178478972,0.0046875,5,0.55,0.27386127875258304,0.12247448713915889,0.075,5
22,Unknown environment,4,1.4142135623730951,0.6324555320336759,2,5,7,0.3535533905932738,0.15811388300841897,0.125,5,0.75,0.3535533905932738,0.15811388300841897,0.125,5,0.75,1.4142135623730951,0.6324555320336759,2,5
23,Unknown environment,4,0.8366600265340756,0.3741657386773941,0.7,5,8.2,0.2091650066335189,0.09354143466934853,0.04375,5,1.05,0.2091650066335189,0.09354143466934853,0.04375,5,1.05,0.8366600265340756,0.3741657386773941,0.7,5
24,Unknown environment,4,0.570087712549569,0.25495097567963926,0.325,5,4.2,0.14252192813739226,0.06373774391990981,0.0203125,5,0.05,0.10458250331675945,0.046770717334674264,0.0109375,5,0.1,0.4183300132670378,0.18708286933869706,0.175,5
25,Unknown environment,4,0.23021728866442678,0.10295630140987001,0.053000000000000005,5,1.16,0.05755432216610668,0.025739075352467496,0.003312499999999999,5,-0.71,0.05755432216610668,0.025739075352467496,0.003312499999999999,5,0.71,0.23021728866442673,0.10295630140986999,0.052999999999999985,5
26,Unknown environment,4,1.140175425099138,0.5099019513592785,1.3,5,4.6,0.2850438562747845,0.12747548783981963,0.08125,5,0.15,0.1767766952966369,0.07905694150420949,0.03125,5,0.25,0.7071067811865476,0.31622776601683794,0.5,5
27,Unknown environment,4,0.6519202405202649,0.291547594742265,0.425,5,1.9,0.16298006013006622,0.07288689868556625,0.0265625,5,-0.525,0.16298006013006622,0.07288689868556625,0.0265625,5,0.525,0.6519202405202649,0.291547594742265,0.425,5
28,Unknown environment,4,1.51657508881031,0.6782329983125267,2.3,5,4.6,0.3791437722025775,0.16955824957813168,0.14375,5,0.15,0.13693063937629152,0.06123724356957944,0.01875,5,0.35,0.5477225575051661,0.24494897427831777,0.3,5
30,Unknown environment,4,2.138924963620744,0.9565563234854496,4.575,5,3.7,0.534731240905186,0.2391390808713624,0.2859375,5,-0.075,0.2592055169165965,0.11592023119369628,0.0671875,5,0.425,1.036822067666386,0.4636809247747851,1.075,5
31,Unknown environment,4,1,0.44721359549995793,1,5,6,0.25,0.11180339887498948,0.0625,5,0.5,0.25,0.11180339887498948,0.0625,5,0.5,1,0.44721359549995793,1,5
32,Unknown environment,4,0.7231873892705818,0.3234192325759246,0.523,5,1.36,0.18079684731764548,0.08085480814398116,0.03268750000000001,5,-0.66,0.18079684731764548,0.08085480814398116,0.03268750000000001,5,0.66,0.7231873892705819,0.32341923257592464,0.5230000000000001,5
33,Unknown environment,4,2.329162939770423,1.0416333327999827,5.425,5,5.6,0.5822907349426057,0.2604083331999957,0.3390625,5,0.4,0.4759858191164943,0.21286732957408003,0.2265625,5,0.5,1.9039432764659772,0.8514693182963201,3.625,5
34,Unknown environment,4,3.286335345030997,1.469693845669907,10.8,5,4.4,0.8215838362577492,0.3674234614174767,0.675,5,0.1,0.48733971724044817,0.21794494717703367,0.2375,5,0.6,1.9493588689617927,0.8717797887081347,3.8,5
35,Unknown environment,4,1.224744871391589,0.5477225575051661,1.5,5,4,0.30618621784789724,0.13693063937629152,0.09375,5,0,0.2091650066335189,0.09354143466934853,0.04375,5,0.2,0.8366600265340756,0.3741657386773941,0.7,5
36,Unknown environment,4,0.5176871642217914,0.2315167380558045,0.26799999999999996,5,3.56,0.12942179105544785,0.057879184513951125,0.016749999999999998,5,-0.11000000000000001,0.12942179105544785,0.057879184513951125,0.016749999999999998,5,0.11000000000000001,0.5176871642217914,0.2315167380558045,0.26799999999999996,5
101,Controlled environment,4,0.7071067811865476,0.31622776601683794,0.5,5,4,0.1767766952966369,0.07905694150420949,0.03125,5,0,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.5477225575051661,0.24494897427831777,0.3,5
103,Controlled environment,4,0.6708203932499369,0.3,0.45,5,2.95,0.16770509831248423,0.075,0.028125,5,-0.2625,0.16770509831248423,0.075,0.028125,5,0.2625,0.6708203932499369,0.3,0.45,5
104,Controlled environment,4,1.4142135623730951,0.6324555320336759,2,5,7,0.3535533905932738,0.15811388300841897,0.125,5,0.75,0.3535533905932738,0.15811388300841897,0.125,5,0.75,1.4142135623730951,0.6324555320336759,2,5
105,Controlled environment,4,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.11180339887498948,0.049999999999999996,0.0125,5,-0.45,0.11180339887498948,0.049999999999999996,0.0125,5,0.45,0.44721359549995793,0.19999999999999998,0.2,5
106,Controlled environment,4,0.5477225575051661,0.24494897427831777,0.3,5,1.6,0.13693063937629152,0.06123724356957944,0.01875,5,-0.6,0.13693063937629152,0.06123724356957944,0.01875,5,0.6,0.5477225575051661,0.24494897427831777,0.3,5
107,Controlled environment,4,2,0.8944271909999159,4,5,9,0.5,0.22360679774997896,0.25,5,1.25,0.5,0.22360679774997896,0.25,5,1.25,2,0.8944271909999159,4,5
108,Controlled environment,4,0.7071067811865476,0.31622776601683794,0.5,5,6,0.1767766952966369,0.07905694150420949,0.03125,5,0.5,0.1767766952966369,0.07905694150420949,0.03125,5,0.5,0.7071067811865476,0.31622776601683794,0.5,5
109,Controlled environment,4,1.51657508881031,0.6782329983125267,2.3,5,8.4,0.3791437722025775,0.16955824957813168,0.14375,5,1.1,0.3791437722025775,0.16955824957813168,0.14375,5,1.1,1.51657508881031,0.6782329983125267,2.3,5
110,Controlled environment,4,0.8366600265340756,0.3741657386773941,0.7,5,3.8,0.2091650066335189,0.09354143466934853,0.04375,5,-0.05,0.13693063937629152,0.06123724356957944,0.01875,5,0.15,0.5477225575051661,0.24494897427831777,0.3,5
111,Controlled environment,4,2.073644135332772,0.9273618495495702,4.3,5,6.6,0.518411033833193,0.23184046238739256,0.26875,5,0.65,0.518411033833193,0.23184046238739256,0.26875,5,0.65,2.073644135332772,0.9273618495495702,4.3,5
112,Controlled environment,4,1.140175425099138,0.5099019513592785,1.3,5,4.4,0.2850438562747845,0.12747548783981963,0.08125,5,0.1,0.2091650066335189,0.09354143466934853,0.04375,5,0.2,0.8366600265340756,0.3741657386773941,0.7,5
113,Controlled environment,4,0.8215838362577492,0.3674234614174767,0.675,5,3.9,0.2053959590644373,0.09185586535436918,0.0421875,5,-0.025,0.06846531968814576,0.03061862178478972,0.0046875,5,0.175,0.27386127875258304,0.12247448713915889,0.075,5
115,Controlled environment,4,1.3416407864998738,0.6,1.8,5,7.6,0.33541019662496846,0.15,0.1125,5,0.9,0.33541019662496846,0.15,0.1125,5,0.9,1.3416407864998738,0.6,1.8,5
116,Controlled environment,4,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.13693063937629152,0.06123724356957944,0.01875,5,0.15,0.13693063937629152,0.06123724356957944,0.01875,5,0.15,0.5477225575051661,0.24494897427831777,0.3,5
117,Controlled environment,4,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.13693063937629152,0.06123724356957944,0.01875,5,-0.35,0.13693063937629152,0.06123724356957944,0.01875,5,0.35,0.5477225575051661,0.24494897427831777,0.3,5
118,Controlled environment,4,1.51657508881031,0.6782329983125267,2.3,5,7.6,0.3791437722025775,0.16955824957813168,0.14375,5,0.9,0.3791437722025775,0.16955824957813168,0.14375,5,0.9,1.51657508881031,0.6782329983125267,2.3,5
119,Controlled environment,4,0.7436396977031282,0.3325657829663178,0.5529999999999999,5,3.66,0.18590992442578205,0.083141445741579445,0.034562499999999996,5,-0.085,0.14426538046253506,0.06451743950281968,0.020812499999999998,5,0.135,0.5770615218501403,0.25806975801127874,0.33299999999999996,5
120,Controlled environment,4,1.4832396974191326,0.6633249580710799,2.2,5,6.3,0.37080992435478316,0.16583123951776998,0.1375,5,0.575,0.37080992435478316,0.16583123951776998,0.1375,5,0.575,1.4832396974191326,0.6633249580710799,2.2,5
122,Controlled environment,4,0.5477225575051661,0.24494897427831777,0.3,5,4.4,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.5477225575051661,0.24494897427831777,0.3,5
123,Controlled environment,4,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.11180339887498948,0.049999999999999996,0.0125,5,-0.3,0.11180339887498948,0.049999999999999996,0.0125,5,0.3,0.44721359549995793,0.19999999999999998,0.2,5
124,Controlled environment,4,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.13693063937629152,0.06123724356957944,0.01875,5,-0.4,0.13693063937629152,0.06123724356957944,0.01875,5,0.4,0.5477225575051661,0.24494897427831777,0.3,5
125,Controlled environment,4,4.8270073544588685,2.1587033144922905,23.3,5,10.6,1.2067518386147171,0.5396758286230726,1.45625,5,1.65,1.2067518386147171,0.5396758286230726,1.45625,5,1.65,4.8270073544588685,2.1587033144922905,23.3,5
126,Controlled environment,4,1.0954451150103321,0.48989794855663554,1.2,5,5.8,0.27386127875258304,0.12247448713915889,0.075,5,0.45,0.27386127875258304,0.12247448713915889,0.075,5,0.45,1.0954451150103321,0.48989794855663554,1.2,5
127,Controlled environment,4,1.5968719422671311,0.714142842854285,2.55,5,4.9,0.3992179855667828,0.17853571071357124,0.159375,5,0.225,0.3010398644698074,0.1346291201783626,0.090625,5,0.325,1.2041594578792296,0.5385164807134504,1.45,5
128,Controlled environment,4,1.224744871391589,0.5477225575051661,1.5,5,5,0.30618621784789724,0.13693063937629152,0.09375,5,0.25,0.30618621784789724,0.13693063937629152,0.09375,5,0.25,1.224744871391589,0.5477225575051661,1.5,5
