subject,room_condition,target_distance,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
34,Unknown environment,2,1.0954451150103321,0.48989794855663554,1.2,5,2.8,0.5477225575051661,0.24494897427831777,0.3,5,0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.6,0.44721359549995793,0.19999999999999998,0.2,5
35,Unknown environment,2,0.7071067811865476,0.31622776601683794,0.5,5,1.5,0.3535533905932738,0.15811388300841897,0.125,5,-0.25,0.3535533905932738,0.15811388300841897,0.125,5,0.25,0.7071067811865476,0.31622776601683794,0.5,5
36,Unknown environment,2,0.5403702434442518,0.2416609194718914,0.2919999999999999,5,2.32,0.2701851217221259,0.1208304597359457,0.07299999999999998,5,0.15999999999999998,0.23452078799117146,0.10488088481701514,0.05499999999999999,5,0.19999999999999998,0.4690415759823429,0.2097617696340303,0.21999999999999997,5
101,Controlled environment,2,0.7071067811865476,0.31622776601683794,0.5,5,3,0.3535533905932738,0.15811388300841897,0.125,5,0.5,0.3535533905932738,0.15811388300841897,0.125,5,0.5,0.7071067811865476,0.31622776601683794,0.5,5
103,Controlled environment,2,0.13693063937629152,0.06123724356957944,0.01875,5,1.9,0.06846531968814576,0.03061862178478972,0.0046875,5,-0.05,0.06846531968814576,0.03061862178478972,0.0046875,5,0.05,0.13693063937629152,0.06123724356957944,0.01875,5
104,Controlled environment,2,0.5477225575051661,0.24494897427831777,0.3,5,3.6,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.5477225575051661,0.24494897427831777,0.3,5
105,Controlled environment,2,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.22360679774997896,0.09999999999999999,0.05,5,0.1,0.22360679774997896,0.09999999999999999,0.05,5,0.1,0.44721359549995793,0.19999999999999998,0.2,5
106,Controlled environment,2,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.13693063937629152,0.06123724356957944,0.01875,5,-0.6,0.13693063937629152,0.06123724356957944,0.01875,5,0.6,0.27386127875258304,0.12247448713915889,0.075,5
107,Controlled environment,2,2.345207879911715,1.0488088481701516,5.5,5,6,1.1726039399558574,0.5244044240850758,1.375,5,2,1.1726039399558574,0.5244044240850758,1.375,5,2,2.345207879911715,1.0488088481701516,5.5,5
108,Controlled environment,2,0.8366600265340756,0.3741657386773941,0.7,5,3.8,0.4183300132670378,0.18708286933869706,0.175,5,0.9,0.4183300132670378,0.18708286933869706,0.175,5,0.9,0.8366600265340756,0.3741657386773941,0.7,5
109,Controlled environment,2,1.6431676725154984,0.7348469228349535,2.7,5,4.2,0.8215838362577492,0.3674234614174767,0.675,5,1.1,0.8215838362577492,0.3674234614174767,0.675,5,1.1,1.6431676725154984,0.7348469228349535,2.7,5
110,Controlled environment,2,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.22360679774997896,0.09999999999999999,0.05,5,0.1,0.22360679774997896,0.09999999999999999,0.05,5,0.1,0.44721359549995793,0.19999999999999998,0.2,5
111,Controlled environment,2,2.073644135332772,0.9273618495495702,4.3,5,3.4,1.036822067666386,0.4636809247747851,1.075,5,0.7,0.8215838362577492,0.3674234614174767,0.675,5,0.9,1.6431676725154984,0.7348469228349535,2.7,5
112,Controlled environment,2,1.7888543819998317,0.7999999999999999,3.2,5,3.7,0.8944271909999159,0.39999999999999997,0.8,5,0.85,0.758287544405155,0.33911649915626335,0.575,5,0.95,1.51657508881031,0.6782329983125267,2.3,5
113,Controlled environment,2,0.3535533905932738,0.15811388300841897,0.125,5,3,0.1767766952966369,0.07905694150420949,0.03125,5,0.5,0.1767766952966369,0.07905694150420949,0.03125,5,0.5,0.3535533905932738,0.15811388300841897,0.125,5
115,Controlled environment,2,0.8944271909999159,0.39999999999999997,0.8,5,4.4,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.8944271909999159,0.39999999999999997,0.8,5
116,Controlled environment,2,0.7071067811865476,0.31622776601683794,0.5,5,3,0.3535533905932738,0.15811388300841897,0.125,5,0.5,0.3535533905932738,0.15811388300841897,0.125,5,0.5,0.7071067811865476,0.31622776601683794,0.5,5
117,Controlled environment,2,0.5477225575051661,0.24494897427831777,0.3,5,3.6,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.27386127875258304,0.12247448713915889,0.075,5,0.8,0.5477225575051661,0.24494897427831777,0.3,5
118,Controlled environment,2,0.8366600265340756,0.3741657386773941,0.7,5,3.8,0.4183300132670378,0.18708286933869706,0.175,5,0.9,0.4183300132670378,0.18708286933869706,0.175,5,0.9,0.8366600265340756,0.3741657386773941,0.7,5
119,Controlled environment,2,0.7713624310270756,0.3449637662132068,0.595,5,2,0.3856812155135378,0.1724818831066034,0.14875,5,0,0.1903943276465977,0.085146931829632,0.03625,5,0.3,0.3807886552931954,0.170293863659264,0.145,5
120,Controlled environment,2,0.3535533905932738,0.15811388300841897,0.125,5,2,0.1767766952966369,0.07905694150420949,0.03125,5,0,0.13693063937629152,0.06123724356957944,0.01875,5,0.1,0.27386127875258304,0.12247448713915889,0.075,5
122,Controlled environment,2,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.27386127875258304,0.12247448713915889,0.075,5,0.7,0.27386127875258304,0.12247448713915889,0.075,5,0.7,0.5477225575051661,0.24494897427831777,0.3,5
123,Controlled environment,2,0.5477225575051661,0.24494897427831777,0.3,5,1.6,0.27386127875258304,0.12247448713915889,0.075,5,-0.2,0.27386127875258304,0.12247448713915889,0.075,5,0.2,0.5477225575051661,0.24494897427831777,0.3,5
124,Controlled environment,2,0.6123724356957945,0.27386127875258304,0.375,5,2,0.30618621784789724,0.13693063937629152,0.09375,5,0,0.2091650066335189,0.09354143466934853,0.04375,5,0.2,0.4183300132670378,0.18708286933869706,0.175,5
125,Controlled environment,2,5.196152422706632,2.32379000772445,27,5,6,2.598076211353316,1.161895003862225,6.75,5,2,2.598076211353316,1.161895003862225,6.75,5,2,5.196152422706632,2.32379000772445,27,5
126,Controlled environment,2,1,0.44721359549995793,1,5,3.5,0.5,0.22360679774997896,0.25,5,0.75,0.5,0.22360679774997896,0.25,5,0.75,1,0.44721359549995793,1,5
127,Controlled environment,2,0.6708203932499369,0.3,0.45,5,2.3,0.33541019662496846,0.15,0.1125,5,0.15,0.25,0.11180339887498948,0.0625,5,0.25,0.5,0.22360679774997896,0.25,5
128,Controlled environment,2,0.8944271909999159,0.39999999999999997,0.8,5,2.6,0.44721359549995793,0.19999999999999998,0.2,5,0.3,0.44721359549995793,0.19999999999999998,0.2,5,0.3,0.8944271909999159,0.39999999999999997,0.8,5
129,Controlled environment,2,1.3416407864998738,0.6,1.8,5,4.6,0.6708203932499369,0.3,0.45,5,1.3,0.6708203932499369,0.3,0.45,5,1.3,1.3416407864998738,0.6,1.8,5
130,Controlled environment,2,0.8944271909999159,0.39999999999999997,0.8,5,3.6,0.44721359549995793,0.19999999999999998,0.2,5,0.8,0.44721359549995793,0.19999999999999998,0.2,5,0.8,0.8944271909999159,0.39999999999999997,0.8,5
1,Unknown environment,3,3.5946168085068537,1.6075615073769338,12.921269999999998,5,4.812,1.1982056028356178,0.5358538357923113,1.4356966666666664,5,0.604,0.9716692395620595,0.4345436942612586,0.944141111111111,5,0.8706666666666666,2.9150077186861783,1.3036310827837756,8.497269999999999,5
2,Unknown environment,3,0.758287544405155,0.33911649915626335,0.575,5,1.8,0.25276251480171835,0.1130388330520878,0.06388888888888888,5,-0.39999999999999997,0.25276251480171835,0.1130388330520878,0.06388888888888888,5,0.39999999999999997,0.758287544405155,0.33911649915626335,0.575,5
3,Unknown environment,3,0,0,0,5,1,0,0,0,5,-0.6666666666666666,0,0,0,5,0.6666666666666666,0,0,0,5
4,Unknown environment,3,1.224744871391589,0.5477225575051661,1.5,5,6,0.408248290463863,0.18257418583505536,0.16666666666666666,5,1,0.408248290463863,0.18257418583505536,0.16666666666666666,5,1,1.224744871391589,0.5477225575051661,1.5,5
6,Unknown environment,3,0.44721359549995793,0.19999999999999998,0.2,5,4.8,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,0.6,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,0.6,0.44721359549995793,0.19999999999999998,0.2,5
9,Unknown environment,3,1.140175425099138,0.5099019513592785,1.3,5,3.4,0.38005847503304596,0.16996731711975946,0.14444444444444443,5,0.13333333333333333,0.2788866755113585,0.12472191289246469,0.07777777777777777,5,0.26666666666666666,0.8366600265340756,0.3741657386773941,0.7,5
10,Unknown environment,3,1.140175425099138,0.5099019513592785,1.3,5,4.4,0.38005847503304596,0.16996731711975946,0.14444444444444443,5,0.4666666666666667,0.38005847503304596,0.16996731711975946,0.14444444444444443,5,0.4666666666666667,1.140175425099138,0.5099019513592785,1.3,5
