"subject","trial","target_distance","perc_distance","condition"
106,3,2,2,"UE"
106,4,6,6,"UE"
106,5,4,7,"UE"
106,6,5,8,"UE"
106,7,5,8,"UE"
106,8,1,2,"UE"
106,9,4,8,"UE"
106,10,3,7,"UE"
106,11,6,8,"UE"
106,12,2,5,"UE"
106,13,2,5,"UE"
106,14,5,7,"UE"
106,15,3,8,"UE"
106,16,6,9,"UE"
106,17,1,2,"UE"
106,18,4,8,"UE"
106,19,5,9,"UE"
106,20,2,3,"UE"
106,21,1,2,"UE"
106,22,4,8,"UE"
106,23,3,7,"UE"
106,24,6,8,"UE"
106,25,2,4,"UE"
106,26,5,4,"UE"
106,27,6,5,"UE"
106,28,1,1,"UE"
106,29,4,7,"UE"
106,30,3,7,"UE"
107,1,3,1,"UE"
107,2,2,1,"UE"
107,3,6,1,"UE"
107,4,4,1,"UE"
107,5,1,0,"UE"
107,6,5,1.5,"UE"
107,7,4,2,"UE"
107,8,5,3,"UE"
107,9,1,0,"UE"
107,10,2,0.5,"UE"
107,11,6,1.6,"UE"
107,12,3,1,"UE"
107,13,6,1,"UE"
107,14,5,2,"UE"
107,15,2,1,"UE"
107,16,3,2,"UE"
107,17,1,0,"UE"
107,18,4,1.6,"UE"
107,19,1,0.4,"UE"
107,20,2,1,"UE"
107,21,3,2,"UE"
107,22,6,3,"UE"
107,23,4,3,"UE"
107,24,5,3,"UE"
107,25,1,1,"UE"
107,26,2,2,"UE"
107,27,3,2,"UE"
107,28,6,3,"UE"
107,29,5,4,"UE"
107,30,4,3,"UE"
108,1,5,6,"UE"
108,2,2,5,"UE"
108,3,3,7,"UE"
108,4,6,8,"UE"
108,5,4,7,"UE"
108,6,1,7,"UE"
108,7,3,6,"UE"
108,8,2,5,"UE"
108,9,1,4,"UE"
108,10,5,6,"UE"
108,11,4,7,"UE"
108,12,6,7,"UE"
108,13,4,6,"UE"
108,14,1,4,"UE"
108,15,2,5,"UE"
108,16,6,6,"UE"
108,17,5,6,"UE"
108,18,3,6,"UE"
108,19,3,6,"UE"
108,20,4,6,"UE"
108,21,5,7,"UE"
108,22,6,8,"UE"
108,23,2,6,"UE"
108,24,1,5,"UE"
108,25,1,5,"UE"
108,26,3,7,"UE"
108,27,5,8,"UE"
108,28,6,8,"UE"
108,29,2,6,"UE"
108,30,4,7,"UE"
