nsub,nbloque,itrial,distancia,respuesta
1.0,1.0,3.0,3.65,1.0
1.0,1.0,2.0,2.7,0.5
1.0,1.0,2.0,2.7,0.5
1.0,1.0,6.0,9.0,5.0
1.0,1.0,1.0,2.0,1.0
1.0,1.0,5.0,6.65,5.0
1.0,1.0,4.0,4.9,3.0
1.0,1.0,5.0,6.65,4.0
1.0,1.0,2.0,2.7,2.0
1.0,1.0,5.0,6.65,2.0
1.0,1.0,3.0,3.65,1.0
1.0,1.0,3.0,3.65,1.0
1.0,1.0,1.0,2.0,0.5
1.0,1.0,4.0,4.9,2.0
1.0,1.0,6.0,9.0,10.0
1.0,1.0,4.0,4.9,6.0
1.0,1.0,1.0,2.0,0.5
1.0,1.0,6.0,9.0,12.0
