soundEstimulus,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instruccion.started,instruccion.stopped,instruccion_2.started,instruccion_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,soundEst.started,soundEst.stopped,testText.started,testText.stopped,instr_2.started,instr_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instruccion_3.started,instruccion_3.stopped,instr.started,instr.stopped,text.started,text.stopped,typedWord,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,11.71978779998608,None,return,40.68917590007186,18.7298574000597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
,,,,,,,,,,,,,,,18.7298574000597,None,59.44097420014441,None,return,3.3179633000399917,59.44097420014441,None,,,,,,,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/4.wav,0,0,0,3,,,,,,,,,,,,,,,,,,,0.008066239999607205,None,67.90038070012815,None,67.90038070012815,None,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/6.wav,0,1,1,5,,,,,,,,,,,,,,,,,,,0.013704939978197217,None,85.90336980018765,None,85.90336980018765,None,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/3.wav,0,2,2,2,,,,,,,,,,,,,,,,,,,0.01372513989917934,None,96.98207779997028,None,96.98207779997028,None,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/1.wav,0,3,3,0,,,,,,,,,,,,,,,,,,,0.013756840024143457,None,104.5738046001643,None,104.5738046001643,None,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/5.wav,0,4,4,4,,,,,,,,,,,,,,,,,,,0.01379173994064331,None,111.13089970010333,None,111.13089970010333,None,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/2.wav,0,5,5,1,,,,,,,,,,,,,,,,,,,0.013803839916363358,None,118.12197360000573,None,118.12197360000573,None,,,,,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,14.242634600028396,119.69022460002452,None,,,,,,,,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/5.wav,,,,,0,0,0,4,,,,,,,,,,,,,,,0.009332539746537805,None,,,,,,,,,119.69022460002452,None,139.09478400018997,None,139.09478400018997,None,4,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/3.wav,,,,,0,1,1,2,,,,,,,,,,,,,,,0.013699940172955394,None,,,,,,,,,,,149.27268210006878,None,149.27268210006878,None,3,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/6.wav,,,,,0,2,2,5,,,,,,,,,,,,,,,0.013808539835736156,None,,,,,,,,,,,155.7629931999836,None,155.7629931999836,None,4,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/1.wav,,,,,0,3,3,0,,,,,,,,,,,,,,,0.013732539722695947,None,,,,,,,,,,,161.9531072000973,None,161.9531072000973,None,2,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/2.wav,,,,,0,4,4,1,,,,,,,,,,,,,,,0.013688140083104372,None,,,,,,,,,,,168.22671680012718,None,168.22671680012718,None,4,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/4.wav,,,,,0,5,5,3,,,,,,,,,,,,,,,0.013782639754936099,None,,,,,,,,,,,174.38344060000964,None,174.38344060000964,None,5,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/3.wav,,,,,1,0,6,2,,,,,,,,,,,,,,,0.013783140107989311,None,,,,,,,,,,,180.52346589998342,None,180.52346589998342,None,4,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/6.wav,,,,,1,1,7,5,,,,,,,,,,,,,,,0.013821739703416824,None,,,,,,,,,,,186.3966057000216,None,186.3966057000216,None,5,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/5.wav,,,,,1,2,8,4,,,,,,,,,,,,,,,0.013748540077358484,None,,,,,,,,,,,193.23736320016906,None,193.23736320016906,None,4,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/1.wav,,,,,1,3,9,0,,,,,,,,,,,,,,,0.013827139977365732,None,,,,,,,,,,,199.36075750016607,None,199.36075750016607,None,1,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/2.wav,,,,,1,4,10,1,,,,,,,,,,,,,,,0.013828339986503124,None,,,,,,,,,,,205.71761310007423,None,205.71761310007423,None,3,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/4.wav,,,,,1,5,11,3,,,,,,,,,,,,,,,0.013702739961445332,None,,,,,,,,,,,211.24038620013744,None,211.24038620013744,None,4,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/4.wav,,,,,2,0,12,3,,,,,,,,,,,,,,,0.013795639853924513,None,,,,,,,,,,,217.73073610011488,None,217.73073610011488,None,3,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/2.wav,,,,,2,1,13,1,,,,,,,,,,,,,,,0.013766139978542924,None,,,,,,,,,,,225.20558349997737,None,225.20558349997737,None,2,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/6.wav,,,,,2,2,14,5,,,,,,,,,,,,,,,0.013668339932337403,None,,,,,,,,,,,231.17877710005268,None,231.17877710005268,None,5,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/5.wav,,,,,2,3,15,4,,,,,,,,,,,,,,,0.01369724003598094,None,,,,,,,,,,,237.1019242000766,None,237.1019242000766,None,4,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/3.wav,,,,,2,4,16,2,,,,,,,,,,,,,,,0.013759240042418242,None,,,,,,,,,,,242.99169220007025,None,242.99169220007025,None,3,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
estimulos/1.wav,,,,,2,5,17,0,,,,,,,,,,,,,,,0.013809839962050319,None,,,,,,,,,,,248.56452600006014,None,248.56452600006014,None,1,,,001,001,2022-06-23_12h57.47.393,audio-text-input,2022.1.1,59.95318855686176,
