"trial" "distancia" "respuesta" "nsub" "condicion" "SesgoAbs" "SesgoRel"
3 2 1 25 "INTERNET" -1 -0.5
4 3 1 25 "INTERNET" -2 -0.666666666666667
5 1 0.8 25 "INTERNET" -0.2 -0.2
6 6 1.5 25 "INTERNET" -4.5 -0.75
7 5 1 25 "INTERNET" -4 -0.8
8 6 1 25 "INTERNET" -5 -0.833333333333333
9 3 1 25 "INTERNET" -2 -0.666666666666667
10 2 1.2 25 "INTERNET" -0.8 -0.4
11 1 0.6 25 "INTERNET" -0.4 -0.4
12 4 1 25 "INTERNET" -3 -0.75
13 1 0.8 25 "INTERNET" -0.2 -0.2
14 5 1 25 "INTERNET" -4 -0.8
15 4 1 25 "INTERNET" -3 -0.75
16 3 1 25 "INTERNET" -2 -0.666666666666667
17 2 1 25 "INTERNET" -1 -0.5
18 6 1.3 25 "INTERNET" -4.7 -0.783333333333333
19 4 1.3 25 "INTERNET" -2.7 -0.675
20 5 1.3 25 "INTERNET" -3.7 -0.74
21 3 1.1 25 "INTERNET" -1.9 -0.633333333333333
22 1 0.6 25 "INTERNET" -0.4 -0.4
23 6 1.3 25 "INTERNET" -4.7 -0.783333333333333
24 2 1 25 "INTERNET" -1 -0.5
25 4 1 25 "INTERNET" -3 -0.75
26 3 1 25 "INTERNET" -2 -0.666666666666667
27 1 0.6 25 "INTERNET" -0.4 -0.4
28 2 1 25 "INTERNET" -1 -0.5
29 6 0.8 25 "INTERNET" -5.2 -0.866666666666667
30 5 1 25 "INTERNET" -4 -0.8
1 3 3 26 "INTERNET" 0 0
2 5 4 26 "INTERNET" -1 -0.2
3 1 1 26 "INTERNET" 0 0
4 2 3 26 "INTERNET" 1 0.5
5 4 5 26 "INTERNET" 1 0.25
6 6 6 26 "INTERNET" 0 0
7 5 6 26 "INTERNET" 1 0.2
8 1 1 26 "INTERNET" 0 0
9 6 4 26 "INTERNET" -2 -0.333333333333333
10 2 4 26 "INTERNET" 2 1
11 3 5 26 "INTERNET" 2 0.666666666666667
12 4 5 26 "INTERNET" 1 0.25
13 5 5 26 "INTERNET" 0 0
14 3 3 26 "INTERNET" 0 0
15 2 3 26 "INTERNET" 1 0.5
16 6 6 26 "INTERNET" 0 0
17 4 4 26 "INTERNET" 0 0
18 1 2 26 "INTERNET" 1 1
19 3 4 26 "INTERNET" 1 0.333333333333333
20 6 6 26 "INTERNET" 0 0
21 5 6 26 "INTERNET" 1 0.2
22 4 3 26 "INTERNET" -1 -0.25
23 1 1 26 "INTERNET" 0 0
24 2 4 26 "INTERNET" 2 1
25 1 5 26 "INTERNET" 4 4
26 6 9 26 "INTERNET" 3 0.5
27 5 5 26 "INTERNET" 0 0
28 2 6 26 "INTERNET" 4 2
29 3 4 26 "INTERNET" 1 0.333333333333333
30 4 6 26 "INTERNET" 2 0.5
1 1 0.3 27 "INTERNET" -0.7 -0.7
2 4 1 27 "INTERNET" -3 -0.75
3 5 1.5 27 "INTERNET" -3.5 -0.7
4 2 1 27 "INTERNET" -1 -0.5
5 3 1 27 "INTERNET" -2 -0.666666666666667
6 6 1.5 27 "INTERNET" -4.5 -0.75
7 5 1.5 27 "INTERNET" -3.5 -0.7
8 3 1.5 27 "INTERNET" -1.5 -0.5
9 6 2 27 "INTERNET" -4 -0.666666666666667
10 4 2 27 "INTERNET" -2 -0.5
11 1 1.5 27 "INTERNET" 0.5 0.5
12 2 2 27 "INTERNET" 0 0
13 1 1.5 27 "INTERNET" 0.5 0.5
14 3 2 27 "INTERNET" -1 -0.333333333333333
15 2 2 27 "INTERNET" 0 0
16 4 2.5 27 "INTERNET" -1.5 -0.375
17 5 2.5 27 "INTERNET" -2.5 -0.5
18 6 2.5 27 "INTERNET" -3.5 -0.583333333333333
19 2 1.5 27 "INTERNET" -0.5 -0.25
20 4 1.5 27 "INTERNET" -2.5 -0.625
21 5 1.5 27 "INTERNET" -3.5 -0.7
22 3 1.5 27 "INTERNET" -1.5 -0.5
23 1 1 27 "INTERNET" 0 0
24 6 2 27 "INTERNET" -4 -0.666666666666667
25 1 1 27 "INTERNET" 0 0
26 6 2.5 27 "INTERNET" -3.5 -0.583333333333333
27 2 2 27 "INTERNET" 0 0
28 4 2.5 27 "INTERNET" -1.5 -0.375
29 5 2.5 27 "INTERNET" -2.5 -0.5
30 3 2 27 "INTERNET" -1 -0.333333333333333
1 4 2 28 "INTERNET" -2 -0.5
2 2 1 28 "INTERNET" -1 -0.5
3 3 3 28 "INTERNET" 0 0
4 1 1 28 "INTERNET" 0 0
5 5 4 28 "INTERNET" -1 -0.2
6 6 5 28 "INTERNET" -1 -0.166666666666667
7 2 2 28 "INTERNET" 0 0
8 6 5 28 "INTERNET" -1 -0.166666666666667
9 3 3 28 "INTERNET" 0 0
10 1 1 28 "INTERNET" 0 0
11 5 4 28 "INTERNET" -1 -0.2
12 4 5 28 "INTERNET" 1 0.25
13 4 6 28 "INTERNET" 2 0.5
14 5 5 28 "INTERNET" 0 0
15 2 3 28 "INTERNET" 1 0.5
16 6 4 28 "INTERNET" -2 -0.333333333333333
17 1 1 28 "INTERNET" 0 0
18 3 4 28 "INTERNET" 1 0.333333333333333
19 6 5 28 "INTERNET" -1 -0.166666666666667
20 2 2 28 "INTERNET" 0 0
21 5 3 28 "INTERNET" -2 -0.4
22 1 1 28 "INTERNET" 0 0
23 3 4 28 "INTERNET" 1 0.333333333333333
24 4 5 28 "INTERNET" 1 0.25
25 2 2 28 "INTERNET" 0 0
26 5 3 28 "INTERNET" -2 -0.4
27 3 4 28 "INTERNET" 1 0.333333333333333
28 4 5 28 "INTERNET" 1 0.25
29 6 6 28 "INTERNET" 0 0
30 1 1 28 "INTERNET" 0 0
1 3 2 30 "INTERNET" -1 -0.333333333333333
2 4 1.5 30 "INTERNET" -2.5 -0.625
3 1 0.5 30 "INTERNET" -0.5 -0.5
4 6 2 30 "INTERNET" -4 -0.666666666666667
5 2 0.5 30 "INTERNET" -1.5 -0.75
6 5 0.5 30 "INTERNET" -4.5 -0.9
7 4 1.5 30 "INTERNET" -2.5 -0.625
8 1 0.25 30 "INTERNET" -0.75 -0.75
9 5 2 30 "INTERNET" -3 -0.6
10 6 4 30 "INTERNET" -2 -0.333333333333333
11 2 3 30 "INTERNET" 1 0.5
12 3 3 30 "INTERNET" 0 0
13 2 4.5 30 "INTERNET" 2.5 1.25
14 5 3.5 30 "INTERNET" -1.5 -0.3
15 3 4.5 30 "INTERNET" 1.5 0.5
16 6 3 30 "INTERNET" -3 -0.5
17 1 1 30 "INTERNET" 0 0
18 4 6 30 "INTERNET" 2 0.5
19 6 7 30 "INTERNET" 1 0.166666666666667
20 1 0.5 30 "INTERNET" -0.5 -0.5
21 3 2 30 "INTERNET" -1 -0.333333333333333
22 4 4 30 "INTERNET" 0 0
23 2 3 30 "INTERNET" 1 0.5
24 5 6 30 "INTERNET" 1 0.2
25 3 5 30 "INTERNET" 2 0.666666666666667
26 4 5.5 30 "INTERNET" 1.5 0.375
27 2 3.5 30 "INTERNET" 1.5 0.75
28 6 4.5 30 "INTERNET" -1.5 -0.25
29 5 2 30 "INTERNET" -3 -0.6
30 1 0.75 30 "INTERNET" -0.25 -0.25
1 3 7 31 "INTERNET" 4 1.33333333333333
2 6 8 31 "INTERNET" 2 0.333333333333333
3 1 3 31 "INTERNET" 2 2
4 2 6 31 "INTERNET" 4 2
5 5 8 31 "INTERNET" 3 0.6
6 4 7 31 "INTERNET" 3 0.75
7 1 3 31 "INTERNET" 2 2
8 3 5 31 "INTERNET" 2 0.666666666666667
9 4 7 31 "INTERNET" 3 0.75
10 2 5 31 "INTERNET" 3 1.5
11 5 8 31 "INTERNET" 3 0.6
12 6 10 31 "INTERNET" 4 0.666666666666667
13 2 3 31 "INTERNET" 1 0.5
14 6 4 31 "INTERNET" -2 -0.333333333333333
15 4 5 31 "INTERNET" 1 0.25
16 3 3 31 "INTERNET" 0 0
17 5 6 31 "INTERNET" 1 0.2
18 1 2 31 "INTERNET" 1 1
19 1 2 31 "INTERNET" 1 1
20 6 6 31 "INTERNET" 0 0
21 2 3 31 "INTERNET" 1 0.5
22 3 4 31 "INTERNET" 1 0.333333333333333
23 4 5 31 "INTERNET" 1 0.25
24 5 4 31 "INTERNET" -1 -0.2
25 1 2 31 "INTERNET" 1 1
26 6 8 31 "INTERNET" 2 0.333333333333333
27 2 7 31 "INTERNET" 5 2.5
28 4 6 31 "INTERNET" 2 0.5
29 5 6 31 "INTERNET" 1 0.2
30 3 6 31 "INTERNET" 3 1
1 5 2 32 "INTERNET" -3 -0.6
2 3 2 32 "INTERNET" -1 -0.333333333333333
3 2 2 32 "INTERNET" 0 0
4 6 2 32 "INTERNET" -4 -0.666666666666667
5 4 2 32 "INTERNET" -2 -0.5
6 1 2 32 "INTERNET" 1 1
7 5 2 32 "INTERNET" -3 -0.6
8 6 2 32 "INTERNET" -4 -0.666666666666667
9 3 2 32 "INTERNET" -1 -0.333333333333333
10 1 2 32 "INTERNET" 1 1
11 4 2 32 "INTERNET" -2 -0.5
12 2 2 32 "INTERNET" 0 0
13 3 1.5 32 "INTERNET" -1.5 -0.5
14 4 1.5 32 "INTERNET" -2.5 -0.625
15 6 1.5 32 "INTERNET" -4.5 -0.75
16 5 1.3 32 "INTERNET" -3.7 -0.74
17 2 1 32 "INTERNET" -1 -0.5
18 1 1 32 "INTERNET" 0 0
19 4 0.3 32 "INTERNET" -3.7 -0.925
20 6 1.3 32 "INTERNET" -4.7 -0.783333333333333
21 2 1 32 "INTERNET" -1 -0.5
22 3 0.5 32 "INTERNET" -2.5 -0.833333333333333
23 5 1 32 "INTERNET" -4 -0.8
24 1 1 32 "INTERNET" 0 0
25 3 1 32 "INTERNET" -2 -0.666666666666667
26 2 1 32 "INTERNET" -1 -0.5
27 6 1 32 "INTERNET" -5 -0.833333333333333
28 5 1 32 "INTERNET" -4 -0.8
29 4 1 32 "INTERNET" -3 -0.75
30 1 0.8 32 "INTERNET" -0.2 -0.2
1 6 4 33 "INTERNET" -2 -0.333333333333333
2 4 4 33 "INTERNET" 0 0
3 1 0.5 33 "INTERNET" -0.5 -0.5
4 5 3 33 "INTERNET" -2 -0.4
5 3 3 33 "INTERNET" 0 0
6 2 2.5 33 "INTERNET" 0.5 0.25
7 4 3 33 "INTERNET" -1 -0.25
8 2 3.5 33 "INTERNET" 1.5 0.75
9 5 6 33 "INTERNET" 1 0.2
10 1 1 33 "INTERNET" 0 0
11 3 3 33 "INTERNET" 0 0
12 6 7 33 "INTERNET" 1 0.166666666666667
13 2 5 33 "INTERNET" 3 1.5
14 4 7.5 33 "INTERNET" 3.5 0.875
15 5 7 33 "INTERNET" 2 0.4
16 3 7.5 33 "INTERNET" 4.5 1.5
17 6 8 33 "INTERNET" 2 0.333333333333333
18 1 1 33 "INTERNET" 0 0
19 5 7 33 "INTERNET" 2 0.4
20 3 8.5 33 "INTERNET" 5.5 1.83333333333333
21 6 9 33 "INTERNET" 3 0.5
22 4 8.5 33 "INTERNET" 4.5 1.125
23 1 1 33 "INTERNET" 0 0
24 2 4 33 "INTERNET" 2 1
25 2 4 33 "INTERNET" 2 1
26 5 6 33 "INTERNET" 1 0.2
27 6 7 33 "INTERNET" 1 0.166666666666667
28 3 6.5 33 "INTERNET" 3.5 1.16666666666667
29 4 5 33 "INTERNET" 1 0.25
30 1 1 33 "INTERNET" 0 0
1 3 3 34 "INTERNET" 0 0
2 6 2 34 "INTERNET" -4 -0.666666666666667
3 5 1 34 "INTERNET" -4 -0.8
4 4 0 34 "INTERNET" -4 -1
5 1 0 34 "INTERNET" -1 -1
6 2 3 34 "INTERNET" 1 0.5
7 4 5 34 "INTERNET" 1 0.25
8 2 3 34 "INTERNET" 1 0.5
9 6 6 34 "INTERNET" 0 0
10 5 5 34 "INTERNET" 0 0
11 1 1 34 "INTERNET" 0 0
12 3 7 34 "INTERNET" 4 1.33333333333333
13 4 9 34 "INTERNET" 5 1.25
14 2 4 34 "INTERNET" 2 1
15 5 6 34 "INTERNET" 1 0.2
16 1 1 34 "INTERNET" 0 0
17 3 33 34 "INTERNET" 30 10
18 6 6 34 "INTERNET" 0 0
19 4 3 34 "INTERNET" -1 -0.25
20 6 4 34 "INTERNET" -2 -0.333333333333333
21 5 2 34 "INTERNET" -3 -0.6
22 2 1 34 "INTERNET" -1 -0.5
23 3 3 34 "INTERNET" 0 0
24 1 0 34 "INTERNET" -1 -1
25 3 5 34 "INTERNET" 2 0.666666666666667
26 2 3 34 "INTERNET" 1 0.5
27 1 1 34 "INTERNET" 0 0
28 4 5 34 "INTERNET" 1 0.25
29 6 9 34 "INTERNET" 3 0.5
30 5 8 34 "INTERNET" 3 0.6
1 2 1 35 "INTERNET" -1 -0.5
2 5 3 35 "INTERNET" -2 -0.4
3 3 2.7 35 "INTERNET" -0.3 -0.0999999999999999
4 6 5 35 "INTERNET" -1 -0.166666666666667
5 4 4 35 "INTERNET" 0 0
6 1 0.5 35 "INTERNET" -0.5 -0.5
7 1 1 35 "INTERNET" 0 0
8 4 6 35 "INTERNET" 2 0.5
9 6 7 35 "INTERNET" 1 0.166666666666667
10 3 3 35 "INTERNET" 0 0
11 2 2 35 "INTERNET" 0 0
12 5 2 35 "INTERNET" -3 -0.6
13 4 3 35 "INTERNET" -1 -0.25
14 2 2 35 "INTERNET" 0 0
15 1 0.5 35 "INTERNET" -0.5 -0.5
16 6 4 35 "INTERNET" -2 -0.333333333333333
17 3 3 35 "INTERNET" 0 0
18 5 5 35 "INTERNET" 0 0
19 4 3 35 "INTERNET" -1 -0.25
20 6 6 35 "INTERNET" 0 0
21 5 5 35 "INTERNET" 0 0
22 2 2 35 "INTERNET" 0 0
23 3 5 35 "INTERNET" 2 0.666666666666667
24 1 1 35 "INTERNET" 0 0
25 1 1 35 "INTERNET" 0 0
26 2 0.5 35 "INTERNET" -1.5 -0.75
27 6 5 35 "INTERNET" -1 -0.166666666666667
28 4 4 35 "INTERNET" 0 0
29 3 3 35 "INTERNET" 0 0
30 5 3 35 "INTERNET" -2 -0.4
1 1 2 36 "INTERNET" 1 1
2 6 4 36 "INTERNET" -2 -0.333333333333333
3 3 3 36 "INTERNET" 0 0
4 5 3.5 36 "INTERNET" -1.5 -0.3
5 4 4 36 "INTERNET" 0 0
6 2 2 36 "INTERNET" 0 0
7 3 2 36 "INTERNET" -1 -0.333333333333333
8 5 2 36 "INTERNET" -3 -0.6
9 6 3 36 "INTERNET" -3 -0.5
10 1 1 36 "INTERNET" 0 0
11 4 3 36 "INTERNET" -1 -0.25
12 2 2 36 "INTERNET" 0 0
13 2 1.8 36 "INTERNET" -0.2 -0.1
14 6 3 36 "INTERNET" -3 -0.5
15 1 1 36 "INTERNET" 0 0
16 4 3 36 "INTERNET" -1 -0.25
17 3 2.8 36 "INTERNET" -0.2 -0.0666666666666667
18 5 3 36 "INTERNET" -2 -0.4
19 1 1 36 "INTERNET" 0 0
20 5 3 36 "INTERNET" -2 -0.4
21 6 4 36 "INTERNET" -2 -0.333333333333333
22 4 3.8 36 "INTERNET" -0.2 -0.05
23 3 3.8 36 "INTERNET" 0.8 0.266666666666667
24 2 3 36 "INTERNET" 1 0.5
25 3 3.5 36 "INTERNET" 0.5 0.166666666666667
26 6 4 36 "INTERNET" -2 -0.333333333333333
27 1 1 36 "INTERNET" 0 0
28 4 4 36 "INTERNET" 0 0
29 5 4.5 36 "INTERNET" -0.5 -0.1
30 2 2.8 36 "INTERNET" 0.8 0.4
1 5 4 101 "SALA" -1 -0.2
2 3 3 101 "SALA" 0 0
3 6 4 101 "SALA" -2 -0.333333333333333
4 1 2 101 "SALA" 1 1
5 2 4 101 "SALA" 2 1
6 4 5 101 "SALA" 1 0.25
7 3 4 101 "SALA" 1 0.333333333333333
8 6 5 101 "SALA" -1 -0.166666666666667
9 5 4 101 "SALA" -1 -0.2
10 1 1 101 "SALA" 0 0
11 2 3 101 "SALA" 1 0.5
12 4 4 101 "SALA" 0 0
13 4 3 101 "SALA" -1 -0.25
14 2 2 101 "SALA" 0 0
15 6 5 101 "SALA" -1 -0.166666666666667
16 5 4 101 "SALA" -1 -0.2
17 3 3 101 "SALA" 0 0
18 1 1 101 "SALA" 0 0
19 2 3 101 "SALA" 1 0.5
20 6 5 101 "SALA" -1 -0.166666666666667
21 4 4 101 "SALA" 0 0
22 1 2 101 "SALA" 1 1
23 3 4 101 "SALA" 1 0.333333333333333
24 5 4 101 "SALA" -1 -0.2
25 4 4 101 "SALA" 0 0
26 3 3 101 "SALA" 0 0
27 1 1 101 "SALA" 0 0
28 6 5 101 "SALA" -1 -0.166666666666667
29 5 5 101 "SALA" 0 0
30 2 3 101 "SALA" 1 0.5
1 2 1.75 103 "SALA" -0.25 -0.125
2 1 1 103 "SALA" 0 0
3 6 2.5 103 "SALA" -3.5 -0.583333333333333
4 3 2 103 "SALA" -1 -0.333333333333333
5 5 3 103 "SALA" -2 -0.4
6 4 3.5 103 "SALA" -0.5 -0.125
7 4 3.5 103 "SALA" -0.5 -0.125
8 3 3.5 103 "SALA" 0.5 0.166666666666667
9 6 2 103 "SALA" -4 -0.666666666666667
10 2 1.75 103 "SALA" -0.25 -0.125
11 1 1.5 103 "SALA" 0.5 0.5
12 5 2 103 "SALA" -3 -0.6
13 5 2.1 103 "SALA" -2.9 -0.58
14 2 2 103 "SALA" 0 0
15 3 2 103 "SALA" -1 -0.333333333333333
16 4 2.5 103 "SALA" -1.5 -0.375
17 1 1.5 103 "SALA" 0.5 0.5
18 6 2.7 103 "SALA" -3.3 -0.55
19 1 1.5 103 "SALA" 0.5 0.5
20 6 3 103 "SALA" -3 -0.5
21 4 3.25 103 "SALA" -0.75 -0.1875
22 5 2.5 103 "SALA" -2.5 -0.5
23 3 2.75 103 "SALA" -0.25 -0.0833333333333333
24 2 2 103 "SALA" 0 0
25 6 3 103 "SALA" -3 -0.5
26 2 2 103 "SALA" 0 0
27 5 2.25 103 "SALA" -2.75 -0.55
28 1 1.75 103 "SALA" 0.75 0.75
29 4 2 103 "SALA" -2 -0.5
30 3 2.25 103 "SALA" -0.75 -0.25
1 3 4 104 "SALA" 1 0.333333333333333
2 1 2 104 "SALA" 1 1
3 5 6 104 "SALA" 1 0.2
4 2 3 104 "SALA" 1 0.5
5 4 9 104 "SALA" 5 1.25
6 6 10 104 "SALA" 4 0.666666666666667
7 2 4 104 "SALA" 2 1
8 4 6 104 "SALA" 2 0.5
9 5 7 104 "SALA" 2 0.4
10 3 5 104 "SALA" 2 0.666666666666667
11 6 10 104 "SALA" 4 0.666666666666667
12 1 1 104 "SALA" 0 0
13 2 4 104 "SALA" 2 1
14 5 8 104 "SALA" 3 0.6
15 1 1 104 "SALA" 0 0
16 3 6 104 "SALA" 3 1
17 4 8 104 "SALA" 4 1
18 6 10 104 "SALA" 4 0.666666666666667
19 4 6 104 "SALA" 2 0.5
20 2 4 104 "SALA" 2 1
21 3 4 104 "SALA" 1 0.333333333333333
22 5 6 104 "SALA" 1 0.2
23 6 10 104 "SALA" 4 0.666666666666667
24 1 1 104 "SALA" 0 0
25 4 6 104 "SALA" 2 0.5
26 2 3 104 "SALA" 1 0.5
27 3 6 104 "SALA" 3 1
28 5 8 104 "SALA" 3 0.6
29 6 6 104 "SALA" 0 0
30 1 1 104 "SALA" 0 0
1 6 2 105 "SALA" -4 -0.666666666666667
2 4 2 105 "SALA" -2 -0.5
3 1 1 105 "SALA" 0 0
4 2 2 105 "SALA" 0 0
5 3 3 105 "SALA" 0 0
6 5 3 105 "SALA" -2 -0.4
7 1 2 105 "SALA" 1 1
8 2 2 105 "SALA" 0 0
9 4 2 105 "SALA" -2 -0.5
10 3 2 105 "SALA" -1 -0.333333333333333
11 6 3 105 "SALA" -3 -0.5
12 5 3 105 "SALA" -2 -0.4
13 6 2 105 "SALA" -4 -0.666666666666667
14 5 2 105 "SALA" -3 -0.6
15 3 3 105 "SALA" 0 0
16 1 1 105 "SALA" 0 0
17 2 2 105 "SALA" 0 0
18 4 3 105 "SALA" -1 -0.25
19 3 2 105 "SALA" -1 -0.333333333333333
20 6 3 105 "SALA" -3 -0.5
21 1 1 105 "SALA" 0 0
22 5 3 105 "SALA" -2 -0.4
23 4 2 105 "SALA" -2 -0.5
24 2 3 105 "SALA" 1 0.5
25 3 3 105 "SALA" 0 0
26 2 2 105 "SALA" 0 0
27 1 1 105 "SALA" 0 0
28 4 2 105 "SALA" -2 -0.5
29 5 3 105 "SALA" -2 -0.4
30 6 3 105 "SALA" -3 -0.5
1 5 1 106 "SALA" -4 -0.8
2 2 0.5 106 "SALA" -1.5 -0.75
3 4 1 106 "SALA" -3 -0.75
4 1 0.5 106 "SALA" -0.5 -0.5
5 3 2 106 "SALA" -1 -0.333333333333333
6 6 2 106 "SALA" -4 -0.666666666666667
7 2 1 106 "SALA" -1 -0.5
8 1 0.5 106 "SALA" -0.5 -0.5
9 6 2 106 "SALA" -4 -0.666666666666667
10 5 2 106 "SALA" -3 -0.6
11 3 2 106 "SALA" -1 -0.333333333333333
12 4 2 106 "SALA" -2 -0.5
13 3 2.5 106 "SALA" -0.5 -0.166666666666667
14 5 2 106 "SALA" -3 -0.6
15 6 2 106 "SALA" -4 -0.666666666666667
16 4 2 106 "SALA" -2 -0.5
17 2 1 106 "SALA" -1 -0.5
18 1 0.5 106 "SALA" -0.5 -0.5
19 2 0.5 106 "SALA" -1.5 -0.75
20 5 1 106 "SALA" -4 -0.8
21 1 0.5 106 "SALA" -0.5 -0.5
22 3 1 106 "SALA" -2 -0.666666666666667
23 6 2 106 "SALA" -4 -0.666666666666667
24 4 2 106 "SALA" -2 -0.5
25 6 2 106 "SALA" -4 -0.666666666666667
26 4 1 106 "SALA" -3 -0.75
27 3 1 106 "SALA" -2 -0.666666666666667
28 2 1 106 "SALA" -1 -0.5
29 5 1 106 "SALA" -4 -0.8
30 1 0.5 106 "SALA" -0.5 -0.5
1 6 10 107 "SALA" 4 0.666666666666667
2 5 11 107 "SALA" 6 1.2
3 2 6 107 "SALA" 4 2
4 1 3 107 "SALA" 2 2
5 3 6 107 "SALA" 3 1
6 4 10 107 "SALA" 6 1.5
7 3 10 107 "SALA" 7 2.33333333333333
8 1 2 107 "SALA" 1 1
9 5 12 107 "SALA" 7 1.4
10 4 12 107 "SALA" 8 2
11 2 10 107 "SALA" 8 4
12 6 14 107 "SALA" 8 1.33333333333333
13 3 12 107 "SALA" 9 3
14 1 1 107 "SALA" 0 0
15 5 6 107 "SALA" 1 0.2
16 2 5 107 "SALA" 3 1.5
17 6 8 107 "SALA" 2 0.333333333333333
18 4 8 107 "SALA" 4 1
19 1 1 107 "SALA" 0 0
20 6 9 107 "SALA" 3 0.5
21 2 4 107 "SALA" 2 1
22 3 5 107 "SALA" 2 0.666666666666667
23 5 6 107 "SALA" 1 0.2
24 4 7 107 "SALA" 3 0.75
25 1 1 107 "SALA" 0 0
26 5 7 107 "SALA" 2 0.4
27 6 8 107 "SALA" 2 0.333333333333333
28 4 8 107 "SALA" 4 1
29 3 7 107 "SALA" 4 1.33333333333333
30 2 5 107 "SALA" 3 1.5
1 1 3 108 "SALA" 2 2
2 2 4 108 "SALA" 2 1
3 5 6 108 "SALA" 1 0.2
4 4 7 108 "SALA" 3 0.75
5 6 7 108 "SALA" 1 0.166666666666667
6 3 5 108 "SALA" 2 0.666666666666667
7 2 3 108 "SALA" 1 0.5
8 5 5 108 "SALA" 0 0
9 4 6 108 "SALA" 2 0.5
10 6 7 108 "SALA" 1 0.166666666666667
11 1 1 108 "SALA" 0 0
12 3 4 108 "SALA" 1 0.333333333333333
13 1 0.5 108 "SALA" -0.5 -0.5
14 4 6 108 "SALA" 2 0.5
15 2 3 108 "SALA" 1 0.5
16 5 6 108 "SALA" 1 0.2
17 3 5 108 "SALA" 2 0.666666666666667
18 6 7 108 "SALA" 1 0.166666666666667
19 5 6 108 "SALA" 1 0.2
20 2 4 108 "SALA" 2 1
21 4 5 108 "SALA" 1 0.25
22 6 6 108 "SALA" 0 0
23 1 1 108 "SALA" 0 0
24 3 5 108 "SALA" 2 0.666666666666667
25 1 2 108 "SALA" 1 1
26 5 7 108 "SALA" 2 0.4
27 4 6 108 "SALA" 2 0.5
28 6 8 108 "SALA" 2 0.333333333333333
29 2 5 108 "SALA" 3 1.5
30 3 6 108 "SALA" 3 1
1 6 6 109 "SALA" 0 0
2 5 6 109 "SALA" 1 0.2
3 4 7 109 "SALA" 3 0.75
4 2 4 109 "SALA" 2 1
5 3 6 109 "SALA" 3 1
6 1 2 109 "SALA" 1 1
7 4 8 109 "SALA" 4 1
8 2 3 109 "SALA" 1 0.5
9 3 4 109 "SALA" 1 0.333333333333333
10 6 8 109 "SALA" 2 0.333333333333333
11 1 0 109 "SALA" -1 -1
12 5 6 109 "SALA" 1 0.2
13 3 6 109 "SALA" 3 1
14 1 0 109 "SALA" -1 -1
15 2 7 109 "SALA" 5 2.5
16 5 9 109 "SALA" 4 0.8
17 4 10 109 "SALA" 6 1.5
18 6 11 109 "SALA" 5 0.833333333333333
19 5 9 109 "SALA" 4 0.8
20 4 10 109 "SALA" 6 1.5
21 3 7 109 "SALA" 4 1.33333333333333
22 1 0 109 "SALA" -1 -1
23 2 4 109 "SALA" 2 1
24 6 10 109 "SALA" 4 0.666666666666667
25 4 7 109 "SALA" 3 0.75
26 2 3 109 "SALA" 1 0.5
27 3 10 109 "SALA" 7 2.33333333333333
28 5 11 109 "SALA" 6 1.2
29 6 12 109 "SALA" 6 1
30 1 0 109 "SALA" -1 -1
1 2 2 110 "SALA" 0 0
2 1 1 110 "SALA" 0 0
3 6 5 110 "SALA" -1 -0.166666666666667
4 5 4 110 "SALA" -1 -0.2
5 4 4 110 "SALA" 0 0
6 3 3 110 "SALA" 0 0
7 6 4.5 110 "SALA" -1.5 -0.25
8 4 3 110 "SALA" -1 -0.25
9 2 2 110 "SALA" 0 0
10 5 3 110 "SALA" -2 -0.4
11 1 0.5 110 "SALA" -0.5 -0.5
12 3 2 110 "SALA" -1 -0.333333333333333
13 1 0.5 110 "SALA" -0.5 -0.5
14 5 3 110 "SALA" -2 -0.4
15 6 5 110 "SALA" -1 -0.166666666666667
16 2 2 110 "SALA" 0 0
17 3 4 110 "SALA" 1 0.333333333333333
18 4 3 110 "SALA" -1 -0.25
19 6 5 110 "SALA" -1 -0.166666666666667
20 4 4 110 "SALA" 0 0
21 1 0.5 110 "SALA" -0.5 -0.5
22 5 6 110 "SALA" 1 0.2
23 3 4 110 "SALA" 1 0.333333333333333
24 2 3 110 "SALA" 1 0.5
25 4 5 110 "SALA" 1 0.25
26 5 4 110 "SALA" -1 -0.2
27 3 3 110 "SALA" 0 0
28 2 2 110 "SALA" 0 0
29 1 1 110 "SALA" 0 0
30 6 10 110 "SALA" 4 0.666666666666667
1 1 3 111 "SALA" 2 2
2 5 6 111 "SALA" 1 0.2
3 4 5 111 "SALA" 1 0.25
4 2 2 111 "SALA" 0 0
5 6 4 111 "SALA" -2 -0.333333333333333
6 3 3 111 "SALA" 0 0
7 3 5 111 "SALA" 2 0.666666666666667
8 4 6 111 "SALA" 2 0.5
9 5 8 111 "SALA" 3 0.6
10 6 9 111 "SALA" 3 0.5
11 1 3 111 "SALA" 2 2
12 2 5 111 "SALA" 3 1.5
13 3 6 111 "SALA" 3 1
14 6 7 111 "SALA" 1 0.166666666666667
15 2 6 111 "SALA" 4 2
16 1 1 111 "SALA" 0 0
17 5 4 111 "SALA" -1 -0.2
18 4 5 111 "SALA" 1 0.25
19 2 1 111 "SALA" -1 -0.5
20 5 3 111 "SALA" -2 -0.4
21 3 5 111 "SALA" 2 0.666666666666667
22 1 1 111 "SALA" 0 0
23 6 5 111 "SALA" -1 -0.166666666666667
24 4 7 111 "SALA" 3 0.75
25 4 10 111 "SALA" 6 1.5
