"subject" "log_perc_dist" "log_target_distance" ".fitted" ".resid" ".hat" ".sigma" ".cooksd" ".std.resid" "room_condition"
108 1.33500106673234 0.693147180559945 1.14710627781279 0.187894788919551 0.240785823318 0.145172213138469 0.268813662086437 1.30198914751439 "Controlled environment"
108 1.6094379124341 1.09861228866811 1.48159686640972 0.127841046024383 0.166668619148615 0.173314911889501 0.0714954767117066 0.845544035809854 "Controlled environment"
108 1.79175946922805 1.38629436111989 1.71892171587003 0.0728377533580225 0.204907247470639 0.185340783983591 0.0313439975152645 0.493199272826289 "Controlled environment"
108 1.79175946922805 1.6094379124341 1.90300517047098 -0.111245701242929 0.286486529244127 0.175481833093958 0.126936318726983 -0.795164408468763 "Controlled environment"
108 1.94591014905531 1.79175946922805 2.05341230446696 -0.107502155411648 0.386813090913652 0.174049087611303 0.216705198203714 -0.828887361742558 "Controlled environment"
109 -0.916290731874155 0 -0.359863052160251 -0.556427679713904 0.714338689904968 0.10773938021237 4.84561101091716 -1.96862455087863 "Controlled environment"
109 1.43508452528932 0.693147180559945 0.803041303057038 0.632043222232285 0.240785823318 0.444406577065599 0.298349711533084 1.37165378651532 "Controlled environment"
109 1.88706964903238 1.09861228866811 1.48329674278447 0.403772906247913 0.166668619148615 0.554684872049557 0.069955599359552 0.836388760950009 "Controlled environment"
109 2.12823170584927 1.38629436111989 1.96594565827433 0.162286047574942 0.204907247470639 0.601537284806292 0.0152620849400972 0.344153482553527 "Controlled environment"
109 2.10413415427021 1.6094379124341 2.34031724188564 -0.236183087615437 0.286486529244127 0.588921471060793 0.0561212342743219 -0.528722253820391 "Controlled environment"
109 2.24070968927596 1.79175946922805 2.64620109800176 -0.405491408725797 0.386813090913652 0.532453440001787 0.302418599899218 -0.979185790512647 "Controlled environment"
110 -0.356674943938732 0 -0.187128655032605 -0.169546288906128 0.714338689904968 0.103937460855849 3.78295105403407 -1.73941809727325 "Controlled environment"
110 0.78845736036427 0.693147180559945 0.572886577185881 0.215570783178389 0.240785823318 0.154735710992505 0.291833346030978 1.35659169149801 "Controlled environment"
110 1.16315080980568 1.09861228866811 1.01746698801058 0.145683821795104 0.166668619148615 0.189358442273277 0.0765762044591799 0.875072156873142 "Controlled environment"
110 1.33500106673234 1.38629436111989 1.33290180940437 0.002099257327973 0.204907247470639 0.210580869004392 2.1473651752511e-05 0.0129091660852332 "Controlled environment"
110 1.38629436111989 1.6094379124341 1.57757206519784 -0.19127770407795 0.286486529244127 0.16508683321222 0.309514766225301 -1.24166565845504 "Controlled environment"
110 1.77495235091167 1.79175946922805 1.77748222022906 -0.00252986931738897 0.386813090913652 0.210576994714128 9.89838655985861e-05 -0.0177150775752795 "Controlled environment"
111 0.693147180559945 0 0.758256193793706 -0.0651090132337611 0.714338689904968 0.177370141389658 0.679531829550034 -0.737213917066684 "Controlled environment"
111 1.22377543162212 0.693147180559945 1.22383873363354 -6.33020114197969e-05 0.240785823318 0.190805651594096 3.06523352525604e-08 -0.000439656480530285 "Controlled environment"
111 1.6094379124341 1.09861228866811 1.49618706043035 0.113250852003751 0.166668619148615 0.17685158813972 0.056367344049964 0.750776608948697 "Controlled environment"
111 1.88706964903238 1.38629436111989 1.68942127347336 0.197648375559015 0.204907247470639 0.14152492513955 0.231864617299332 1.3414128907367 "Controlled environment"
111 1.6094379124341 1.6094379124341 1.83930537353682 -0.22986746110272 0.286486529244127 0.108267665489265 0.544478959865666 -1.64685185857791 "Controlled environment"
111 1.94591014905531 1.79175946922805 1.96176960027018 -0.0158594512148651 0.386813090913652 0.190447024008027 0.00473825005838354 -0.122565951670617 "Controlled environment"
112 -0.105360515657826 0 0.229980797843103 -0.335341313500929 0.714338689904968 0.079645730296316 4.77067474775111 -1.95334307591661 "Controlled environment"
112 1.30833281965018 0.693147180559945 0.893474817202864 0.414858002447315 0.240785823318 0.248998272723828 0.348422024456864 1.48229449427272 "Controlled environment"
112 1.54756250871601 1.09861228866811 1.28159393798108 0.265968570734932 0.166668619148615 0.330557241587814 0.0822779313483764 0.907065459101278 "Controlled environment"
112 1.48160454092422 1.38629436111989 1.55696883656263 -0.0753642956384095 0.204907247470639 0.3676719848403 0.00892190058338791 -0.26313215667101 "Controlled environment"
112 1.7227665977411 1.6094379124341 1.77056620218427 -0.0477996044431683 0.286486529244127 0.369454291470489 0.00623092922747289 -0.176173422918482 "Controlled environment"
112 1.7227665977411 1.79175946922805 1.94508795734084 -0.222321359599739 0.386813090913652 0.332708686058838 0.246423518572627 -0.88389755087819 "Controlled environment"
113 0.587786664902119 0 0.660734937513611 -0.0729482726114915 0.714338689904968 0.0336145874093116 4.23132645462433 -1.83961477839199 "Controlled environment"
113 1.09861228866811 0.693147180559945 1.02119483578876 0.0774174528793485 0.240785823318 0.0686150017093882 0.227418209043704 1.19755181449211 "Controlled environment"
113 1.30833281965018 1.09861228866811 1.23205035929349 0.0762824603566918 0.166668619148615 0.070794348319868 0.126856560242168 1.12629825947669 "Controlled environment"
113 1.3609765531356 1.38629436111989 1.38165473406391 -0.0206781809283114 0.204907247470639 0.0846179046912035 0.0125890098842006 -0.312565487396318 "Controlled environment"
113 1.50407739677627 1.6094379124341 1.49769690239892 0.00638049437735044 0.286486529244127 0.0855595220771382 0.00208091190936073 0.101810092278708 "Controlled environment"
113 1.52605630349505 1.79175946922805 1.59251025756864 -0.0664539540735887 0.386813090913652 0.0702766534574644 0.41266938529385 -1.14383130633998 "Controlled environment"
115 0.693147180559945 0 0.804129272270701 -0.110982091710755 0.714338689904968 0.067381203209029 3.80067833230203 -1.74348887541159 "Controlled environment"
115 1.48160454092422 0.693147180559945 1.38665574970085 0.0949487912233664 0.240785823318 0.122288976668953 0.132750190639179 0.914954025633883 "Controlled environment"
115 1.85629799036563 1.09861228866811 1.72741189467468 0.128886095690951 0.166668619148615 0.110761399942232 0.140534993503343 1.18546622855235 "Controlled environment"
115 2.02814824729229 1.38629436111989 1.969182227131 0.0589660201612872 0.204907247470639 0.132117620071288 0.0397264118503785 0.555245318899613 "Controlled environment"
115 2.05412373369555 1.6094379124341 2.15671386623153 -0.102590132535985 0.286486529244127 0.118304245891047 0.208768519699656 -1.01975651618614 "Controlled environment"
115 2.24070968927596 1.79175946922805 2.30993837210482 -0.0692286828288653 0.386813090913652 0.127700634060587 0.173796701333882 -0.742303687525417 "Controlled environment"
116 0.336472236621213 0 0.414890923252398 -0.078418686631185 0.714338689904968 0.0771576278599921 2.73348297074296 -1.47858674805206 "Controlled environment"
116 1.09861228866811 0.693147180559945 0.960373769485408 0.138238519182702 0.240785823318 0.0688391626285186 0.405355770238048 1.59882111570554 "Controlled environment"
116 1.28093384546206 1.09861228866811 1.27946077931836 0.00147306614370057 0.166668619148615 0.114578215791163 2.64447081622831e-05 0.0162617146729267 "Controlled environment"
116 1.52605630349505 1.38629436111989 1.50585661571842 0.0201996877766311 0.204907247470639 0.113833100625381 0.00671563310635283 0.228290960950418 "Controlled environment"
116 1.56861591791385 1.6094379124341 1.68146286919995 -0.112846951286102 0.286486529244127 0.0847340991354391 0.363877692181692 -1.34629954502797 "Controlled environment"
116 1.85629799036563 1.79175946922805 1.82494362555137 0.0313543648142527 0.386813090913652 0.112225739078254 0.0513555455177886 0.403510208733702 "Controlled environment"
117 0.470003629245736 0 0.59565017715385 -0.125646547908115 0.714338689904968 0.285107536560227 0.924020027916894 -0.859665138570704 "Controlled environment"
117 1.28093384546206 0.693147180559945 0.861061001226291 0.419872844235773 0.240785823318 0.149353075058141 0.492398596509483 1.76213873866316 "Controlled environment"
117 0.78845736036427 1.09861228866811 1.01631638059417 -0.227859020229899 0.166668619148615 0.28096265229167 0.0833162573058151 -0.912770979328438 "Controlled environment"
117 0.955511445027436 1.38629436111989 1.12647182529873 -0.170960380271296 0.204907247470639 0.295727385900269 0.0633419774104016 -0.701117882145047 "Controlled environment"
117 1.16315080980568 1.6094379124341 1.21191502625486 -0.0487642164491768 0.286486529244127 0.314001661441605 0.0089470793669486 -0.21110796928192 "Controlled environment"
117 1.43508452528932 1.79175946922805 1.28172720466661 0.153357320622713 0.386813090913652 0.294827281168631 0.161772007755173 0.716164090614307 "Controlled environment"
118 0.78845736036427 0 0.829043832323337 -0.0405864719590668 0.714338689904968 0.108677838035893 0.700013100132211 -0.748241353486051 "Controlled environment"
118 1.33500106673234 0.693147180559945 1.37770159773573 -0.0427005310033888 0.240785823318 0.113721141297745 0.0369752472085587 -0.482877799196441 "Controlled environment"
118 1.82454929205105 1.09861228866811 1.69864581623144 0.125903475819603 0.166668619148615 0.0859787488593361 0.184686879520209 1.35898595742 "Controlled environment"
118 2.02814824729229 1.38629436111989 1.92635936314812 0.101788884144165 0.204907247470639 0.0968984821952669 0.16302892923842 1.12480586853961 "Controlled environment"
118 2.05412373369555 1.6094379124341 2.10298771231249 -0.0488639786169425 0.286486529244127 0.112327973547201 0.0652258492565053 -0.569998685894262 "Controlled environment"
118 2.15176220325946 1.79175946922805 2.24730358164383 -0.0955413783843726 0.386813090913652 0.0936530606463633 0.455869628343846 -1.20221234384077 "Controlled environment"
119 0.609765571620894 0 0.514764427132927 0.0950011444879677 0.714338689904968 0.10288715606448 2.49420786191275 1.4123910116163 "Controlled environment"
119 0.693147180559945 0.693147180559945 0.837233792667698 -0.144086612107753 0.240785823318 0.109553797237165 0.273793541199097 -1.31399373644845 "Controlled environment"
119 0.916290731874155 1.09861228866811 1.02586627913688 -0.109575547262728 0.166668619148615 0.127727868694448 0.090974421935084 -0.953798422327625 "Controlled environment"
119 1.29746314741327 1.38629436111989 1.15970315820247 0.137759989210805 0.204907247470639 0.114721023307988 0.194196578353666 1.22762584301566 "Controlled environment"
119 1.30833281965018 1.6094379124341 1.26351510670862 0.044817712941563 0.286486529244127 0.142051983275025 0.0356839463027795 0.421599824867469 "Controlled environment"
119 1.3244189574018 1.79175946922805 1.34833564467166 -0.023916687269852 0.386813090913652 0.144243515652724 0.0185776641562962 -0.242692528896981 "Controlled environment"
120 -0.776528789498996 0 -0.531320384539421 -0.245208404959576 0.714338689904968 0.200995299081052 3.17380965221405 -1.5932321498404 "Controlled environment"
120 0.693147180559945 0.693147180559945 0.508719852020434 0.184427328539511 0.240785823318 0.309235926841115 0.0856764952602978 0.735042654499024 "Controlled environment"
120 1.33500106673234 1.09861228866811 1.11710438964911 0.21789667708323 0.166668619148615 0.302603445873996 0.0687113411321204 0.828917216664807 "Controlled environment"
120 1.84054963339749 1.38629436111989 1.54876008858029 0.291789544817198 0.204907247470639 0.273616608811355 0.16640640149729 1.13639744882706 "Controlled environment"
120 1.70474809223843 1.6094379124341 1.8835782605422 -0.178830168303779 0.286486529244127 0.309225185371338 0.10851512355491 -0.735206127251941 "Controlled environment"
120 1.88706964903238 1.79175946922805 2.15714462620896 -0.270074977176585 0.386813090913652 0.266288257652001 0.452473299722702 -1.19772559871396 "Controlled environment"
122 0.693147180559945 0 0.761896089578794 -0.0687489090188484 0.714338689904968 0.0704393071856596 2.63275398139648 -1.45108803878835 "Controlled environment"
122 1.22377543162212 0.693147180559945 1.13549535686428 0.0882800747578336 0.240785823318 0.0839951374367302 0.207159574863723 1.14296834114594 "Controlled environment"
122 1.43508452528932 1.09861228866811 1.35403691852319 0.0810476067661299 0.166668619148615 0.0885966958505304 0.100317358019013 1.00157849311551 "Controlled environment"
122 1.48160454092422 1.38629436111989 1.50909462414977 -0.0274900832255547 0.204907247470639 0.1007970542912 0.0155865921074098 -0.347792987102199 "Controlled environment"
122 1.52605630349505 1.6094379124341 1.6293667245183 -0.103310421023253 0.286486529244127 0.0740994084271917 0.382177791477141 -1.37973825686618 "Controlled environment"
122 1.75785791755237 1.79175946922805 1.72763618580868 0.0302217317436924 0.386813090913652 0.0999017538660194 0.0597903971482811 0.435388117725818 "Controlled environment"
123 0 0 0.0306811211633147 -0.0306811211633147 0.714338689904968 0.0901354270962936 0.595646852085129 -0.690212862947968 "Controlled environment"
123 0.470003629245736 0.693147180559945 0.47555272755988 -0.00554909831414419 0.240785823318 0.0959650934053783 0.00092980570784288 -0.0765733768191926 "Controlled environment"
123 0.78845736036427 1.09861228866811 0.735785934937452 0.0526714254268178 0.166668619148615 0.090072772731183 0.0481297473061465 0.693751185313154 "Controlled environment"
123 1.02961941718116 1.38629436111989 0.920424333956445 0.109195083224713 0.204907247470639 0.0649923302782011 0.2793656277766 1.47242004431343 "Controlled environment"
123 0.955511445027436 1.6094379124341 1.06364100267317 -0.108129557645735 0.286486529244127 0.0613241060912273 0.475591165667938 -1.53914973754682 "Controlled environment"
123 1.16315080980568 1.79175946922805 1.18065754133402 -0.0175067315283368 0.386813090913652 0.0951641242670576 0.0227913804957004 -0.268810463162001 "Controlled environment"
124 -0.105360515657826 0 0.0708404525354029 -0.176200968193229 0.714338689904968 0.073856790611565 4.34680235700515 -1.86454800858656 "Controlled environment"
124 0.693147180559945 0.693147180559945 0.436978511955971 0.256168668603975 0.240785823318 0.113451524251489 0.438436099006763 1.66278021406372 "Controlled environment"
124 0.693147180559945 1.09861228866811 0.651155546803817 0.041991633756128 0.166668619148615 0.202428918053883 0.00676855396113833 0.260162618583092 "Controlled environment"
124 0.8754687373539 1.38629436111989 0.803116571376538 0.0723521659773616 0.204907247470639 0.198716239221855 0.0271379345712462 0.458916455945496 "Controlled environment"
124 0.78845736036427 1.6094379124341 0.920986699311558 -0.132529338947287 0.286486529244127 0.182968223769291 0.158079627242206 -0.887364264002136 "Controlled environment"
124 0.955511445027436 1.79175946922805 1.01729360622438 -0.0617821611969486 0.386813090913652 0.199017125611872 0.0628049095033923 -0.446228855319371 "Controlled environment"
125 0.8754687373539 0 1.03797799934879 -0.162509261994885 0.714338689904968 0.11112710149783 3.57048333468767 -1.68986545628927 "Controlled environment"
125 1.79175946922805 0.693147180559945 1.65655562586644 0.135203843361613 0.240785823318 0.187456322711605 0.117936929979795 0.862395744488593 "Controlled environment"
125 2.21920348405499 1.09861228866811 2.01840034116437 0.200803142890627 0.166668619148615 0.164429168521856 0.149461323911137 1.22253516443449 "Controlled environment"
125 2.36085400111802 1.38629436111989 2.2751332523841 0.0857207487339231 0.204907247470639 0.200212805534558 0.0367843503171349 0.534289673557248 "Controlled environment"
125 2.30258509299405 1.6094379124341 2.47427076922887 -0.171685676234828 0.286486529244127 0.171450894186555 0.256175402834779 -1.1296208430674 "Controlled environment"
125 2.54944517092557 1.79175946922805 2.63697796768202 -0.0875327967564528 0.386813090913652 0.197485772883561 0.121738086893646 -0.621260997487636 "Controlled environment"
126 0 0 0.181177288156903 -0.181177288156903 0.714338689904968 0.108771909177824 3.82103325242055 -1.74815135731991 "Controlled environment"
126 1.25276296849537 0.693147180559945 0.965946542225631 0.286816426269737 0.240785823318 0.118391762563627 0.456964347404662 1.69755109209362 "Controlled environment"
126 1.48160454092422 1.09861228866811 1.42500712757475 0.0565974133494653 0.166668619148615 0.221027596355943 0.0102231212706365 0.319733913700283 "Controlled environment"
126 1.75785791755237 1.38629436111989 1.75071579629436 0.00714212125801539 0.204907247470639 0.223859605400427 0.00021986097530578 0.0413065868242484 "Controlled environment"
126 1.82454929205105 1.6094379124341 2.00335506718288 -0.178805775131834 0.286486529244127 0.187612164697882 0.239240619020979 -1.0916450301682 "Controlled environment"
126 2.21920348405499 1.79175946922805 2.20977638164348 0.00942710241151712 0.386813090913652 0.223799458543556 0.00121574879051933 0.0620844411867021 "Controlled environment"
127 0.182321556793955 0 0.234106094077077 -0.0517845372831227 0.714338689904968 0.156352711214622 0.567530977543245 -0.67372615711379 "Controlled environment"
127 0.832909122935104 0.693147180559945 0.832883756468551 2.5366466552601e-05 0.240785823318 0.166058207361293 6.49845765419174e-09 0.000202435578100155 "Controlled environment"
127 1.28093384546206 1.09861228866811 1.18314623523704 0.0977876102250281 0.166668619148615 0.154111494922711 0.0554848065198743 0.74487600666697 "Controlled environment"
127 1.58923520511658 1.38629436111989 1.43166141886003 0.157573786256556 0.204907247470639 0.13101851759568 0.194570823477151 1.22880818065916 "Controlled environment"
127 1.41098697371026 1.6094379124341 1.62442477097482 -0.213437797264558 0.286486529244127 0.0793284045771614 0.619770012048014 -1.75703034711287 "Controlled environment"
127 1.79175946922805 1.79175946922805 1.78192389762851 0.00983557159954485 0.386813090913652 0.165899791155003 0.00240603903417662 0.0873397989273857 "Controlled environment"
128 0 0 0.152788597175576 -0.152788597175576 0.714338689904968 0.100361537941708 3.65120978206221 -1.70886209376039 "Controlled environment"
128 0.955511445027436 0.693147180559945 0.826512416725908 0.128999028301528 0.240785823318 0.17322367539452 0.124202045120257 0.885005702562584 "Controlled environment"
128 1.38629436111989 1.09861228866811 1.22061558700548 0.165678774114411 0.166668619148615 0.162273725991409 0.117707919369072 1.0849251802121 "Controlled environment"
128 1.6094379124341 1.38629436111989 1.50023623627624 0.10920167615786 0.204907247470639 0.179758591125539 0.0690611669575627 0.732086151763708 "Controlled environment"
128 1.56861591791385 1.6094379124341 1.71712686198431 -0.14851094407047 0.286486529244127 0.164343736376604 0.221753428866879 -1.05099138261204 "Controlled environment"
128 1.79175946922805 1.79175946922805 1.89433940655581 -0.102579937327756 0.386813090913652 0.177742444919264 0.193416645483525 -0.783082965448012 "Controlled environment"
129 0.693147180559945 0 0.850511439167942 -0.157364258607997 0.714338689904968 0.0398255038984279 4.74106707941143 -1.9472722422823 "Controlled environment"
129 1.52605630349505 0.693147180559945 1.31976346170613 0.206292841788921 0.240785823318 0.108616919959776 0.388806204645633 1.56584326629245 "Controlled environment"
129 1.64865862558738 1.09861228866811 1.59425829827853 0.0544003273088558 0.166668619148615 0.171167838807938 0.0155340237287299 0.394129488315725 "Controlled environment"
129 1.85629799036563 1.38629436111989 1.78901548424431 0.0672825061213123 0.204907247470639 0.169068995578179 0.0320913970151882 0.499044814409382 "Controlled environment"
129 1.88706964903238 1.6094379124341 1.94008089388207 -0.0530112448496942 0.286486529244127 0.170790361911093 0.0345858483056062 -0.415062214995153 "Controlled environment"
129 1.94591014905531 1.79175946922805 2.06351032081671 -0.117600171761399 0.386813090913652 0.151539431774989 0.311167263685299 -0.993248239074081 "Controlled environment"
130 0.78845736036427 0 0.83518425223468 -0.0467268918704101 0.714338689904968 0.0664632019174607 1.82942443892747 -1.20961137268846 "Controlled environment"
130 1.28093384546206 0.693147180559945 1.21193007957612 0.0690037658859468 0.240785823318 0.0698182283903266 0.190382595896153 1.09570922400251 "Controlled environment"
130 1.43508452528932 1.09861228866811 1.43231226087403 0.00277226441529743 0.166668619148615 0.083438949206385 0.000176549717885927 0.0420175244394544 "Controlled environment"
130 1.64865862558738 1.38629436111989 1.58867590691755 0.0599827186698274 0.204907247470639 0.0738697761519587 0.111622921321391 0.930726174681356 "Controlled environment"
130 1.6094379124341 1.6094379124341 1.70996097337035 -0.100523060936246 0.286486529244127 0.0473752604985926 0.544265271778839 -1.64652866228946 "Controlled environment"
130 1.82454929205105 1.79175946922805 1.80905808821546 0.0154912038355839 0.386813090913652 0.0826721161578289 0.0236300757600296 0.273711730463844 "Controlled environment"
1 0.693147180559945 0 0.633359396913011 0.0597877836469345 0.714338689904968 0.295591765202685 0.227875411113672 0.426911010379847 "Unknown environment"
1 0.693147180559945 0.693147180559945 0.973021056178765 -0.27987387561882 0.240785823318 0.239071232577209 0.238285848036323 -1.22583162266125 "Unknown environment"
1 1.57111279811243 1.09861228866811 1.17171038978196 0.399402408330474 0.166668619148615 0.166542920229733 0.278811673975941 1.66975373790144 "Unknown environment"
1 1.16315080980568 1.38629436111989 1.31268271544452 -0.149531905638839 0.204907247470639 0.286655763286297 0.0527789440269057 -0.639993530576488 "Unknown environment"
1 1.33500106673234 1.6094379124341 1.42202934631822 -0.0870282795858841 0.286486529244127 0.296660218420841 0.0310378678659975 -0.393196753346873 "Unknown environment"
1 1.56861591791385 1.79175946922805 1.51137204904771 0.0572438688661328 0.386813090913652 0.299606875038517 0.024549610250446 0.278986477946654 "Unknown environment"
2 -0.616186139423817 0 -0.420555644710857 -0.19563049471296 0.714338689904968 0.092767343159889 4.19324480801532 -1.83131786514736 "Unknown environment"
2 0.470003629245736 0.693147180559945 0.164741564466087 0.305262064779649 0.240785823318 0.111135113859214 0.487218484114706 1.7528452403558 "Unknown environment"
2 0.587786664902119 1.09861228866811 0.507118483611346 0.0806681812907732 0.166668619148615 0.225079876513664 0.0195478357669933 0.442126237281593 "Unknown environment"
2 0.641853886172395 1.38629436111989 0.750038773643031 -0.108184887470636 0.204907247470639 0.219902584507759 0.0474821866759154 -0.607030609683505 "Unknown environment"
2 0.955511445027436 1.6094379124341 0.938462389136254 0.0170490558911821 0.286486529244127 0.230495349507697 0.0020472755852441 0.100983899468614 "Unknown environment"
2 0.993251773010283 1.79175946922805 1.09241569278829 -0.0991639197780061 0.386813090913652 0.218902578089955 0.126618910105911 -0.633592662043048 "Unknown environment"
3 0 0 -0.00708178682170586 0.00708178682170586 0.714338689904968 0.0159966667157801 0.930878871563175 0.862849813790675 "Unknown environment"
3 0 0.693147180559945 0.0015267992208987 -0.0015267992208987 0.240785823318 0.0177028540418894 0.00206477295717831 -0.11410846082557 "Unknown environment"
3 0 1.09861228866811 0.0065624992400539 -0.0065624992400539 0.166668619148615 0.0172391391852123 0.0219160884960089 -0.468142931230351 "Unknown environment"
3 0 1.38629436111989 0.0101353852635033 -0.0101353852635033 0.204907247470639 0.0164726388520357 0.0706006016161427 -0.740200606181298 "Unknown environment"
3 0 1.6094379124341 0.0129067309678729 -0.0129067309678729 0.286486529244127 0.0153815252454178 0.198764360755204 -0.995023278984634 "Unknown environment"
3 0.0392207131532813 1.79175946922805 0.0151710852826585 0.0240496278706229 0.386813090913652 1.90105424478586e-10 1.26164823541326 2 "Unknown environment"
4 0.8754687373539 0 0.986282847192235 -0.110814109838336 0.714338689904968 0.106254912120213 2.79727613442041 -1.49574063790109 "Unknown environment"
4 1.52605630349505 0.693147180559945 1.43011682949525 0.0959394739998016 0.240785823318 0.146894416111556 0.10005547352589 0.794332114822146 "Unknown environment"
