soundEstimulus,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instruccion.started,instruccion.stopped,instruccion_2.started,instruccion_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,soundEst.started,soundEst.stopped,testText.started,testText.stopped,instr_2.started,instr_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instruccion_3.started,instruccion_3.stopped,instr.started,instr.stopped,text.started,text.stopped,typedWord,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.612259399844334,None,return,11.758225199999288,16.624871999956667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
,,,,,,,,,,,,,,,16.624871999956667,None,28.404418099904433,None,return,4.334663700079545,28.404418099904433,None,,,,,,,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/1.wav,0,0,0,0,,,,,,,,,,,,,,,,,,,0.008448240114375949,None,37.89832439995371,None,37.89832439995371,None,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/3.wav,0,1,1,2,,,,,,,,,,,,,,,,,,,0.01369724003598094,None,46.80806549987756,None,46.80806549987756,None,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/6.wav,0,2,2,5,,,,,,,,,,,,,,,,,,,0.013857339974492788,None,54.349775600014254,None,54.349775600014254,None,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/4.wav,0,3,3,3,,,,,,,,,,,,,,,,,,,0.013812539866194129,None,61.20711319986731,None,61.20711319986731,None,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/5.wav,0,4,4,4,,,,,,,,,,,,,,,,,,,0.013857739744707942,None,67.0468345999252,None,67.0468345999252,None,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/2.wav,0,5,5,1,,,,,,,,,,,,,,,,,,,0.013784440234303474,None,72.70304419985041,None,72.70304419985041,None,,,,,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.3274368001148105,73.37030830001459,None,,,,,,,,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/5.wav,,,,,0,0,0,4,,,,,,,,,,,,,,,0.009296540170907974,None,,,,,,,,,73.37030830001459,None,83.86514719994739,None,83.86514719994739,None,8,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/4.wav,,,,,0,1,1,3,,,,,,,,,,,,,,,0.013640039833262563,None,,,,,,,,,,,90.02198079996742,None,90.02198079996742,None,8,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/3.wav,,,,,0,2,2,2,,,,,,,,,,,,,,,0.013708540005609393,None,,,,,,,,,,,95.89503749995492,None,95.89503749995492,None,7,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/1.wav,,,,,0,3,3,0,,,,,,,,,,,,,,,0.013793939957395196,None,,,,,,,,,,,101.63467100006528,None,101.63467100006528,None,3,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/6.wav,,,,,0,4,4,5,,,,,,,,,,,,,,,0.013792440062388778,None,,,,,,,,,,,107.42432609992102,None,107.42432609992102,None,10,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/2.wav,,,,,0,5,5,1,,,,,,,,,,,,,,,0.013951339991763234,None,,,,,,,,,,,113.56433520000428,None,113.56433520000428,None,4,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/4.wav,,,,,1,0,6,3,,,,,,,,,,,,,,,0.013768240110948682,None,,,,,,,,,,,120.03813069988973,None,120.03813069988973,None,8,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/6.wav,,,,,1,1,7,5,,,,,,,,,,,,,,,0.013879040023311973,None,,,,,,,,,,,126.04456629999913,None,126.04456629999913,None,7,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/3.wav,,,,,1,2,8,2,,,,,,,,,,,,,,,0.013659839984029531,None,,,,,,,,,,,132.15125550003722,None,132.15125550003722,None,6,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/5.wav,,,,,1,3,9,4,,,,,,,,,,,,,,,0.013830339768901467,None,,,,,,,,,,,138.42484059999697,None,138.42484059999697,None,7,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/2.wav,,,,,1,4,10,1,,,,,,,,,,,,,,,0.013724039774388075,None,,,,,,,,,,,145.03200949984603,None,145.03200949984603,None,5,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/1.wav,,,,,1,5,11,0,,,,,,,,,,,,,,,0.013766539748758078,None,,,,,,,,,,,151.2221542999614,None,151.2221542999614,None,2,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/1.wav,,,,,2,0,12,0,,,,,,,,,,,,,,,0.013646140228956938,None,,,,,,,,,,,156.92835129983723,None,156.92835129983723,None,2,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/3.wav,,,,,2,1,13,2,,,,,,,,,,,,,,,0.013866039924323559,None,,,,,,,,,,,162.8181083998643,None,162.8181083998643,None,4,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/5.wav,,,,,2,2,14,4,,,,,,,,,,,,,,,0.013831340009346604,None,,,,,,,,,,,169.1417808998376,None,169.1417808998376,None,7,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/4.wav,,,,,2,3,15,3,,,,,,,,,,,,,,,0.013836140045896173,None,,,,,,,,,,,175.41523799998686,None,175.41523799998686,None,8,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/6.wav,,,,,2,4,16,5,,,,,,,,,,,,,,,0.013832040131092072,None,,,,,,,,,,,181.33842250006273,None,181.33842250006273,None,9,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/2.wav,,,,,2,5,17,1,,,,,,,,,,,,,,,0.013735139975324273,None,,,,,,,,,,,187.47840079991147,None,187.47840079991147,None,4,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/2.wav,,,,,3,0,18,1,,,,,,,,,,,,,,,0.013762940187007189,None,,,,,,,,,,,193.5518217999488,None,193.5518217999488,None,3,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/4.wav,,,,,3,1,19,3,,,,,,,,,,,,,,,0.01386374025605619,None,,,,,,,,,,,199.25797619996592,None,199.25797619996592,None,5,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/6.wav,,,,,3,2,20,5,,,,,,,,,,,,,,,0.013799039646983147,None,,,,,,,,,,,205.23113869992085,None,205.23113869992085,None,7,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/1.wav,,,,,3,3,21,0,,,,,,,,,,,,,,,0.013822840293869376,None,,,,,,,,,,,211.32122100004926,None,211.32122100004926,None,2,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/5.wav,,,,,3,4,22,4,,,,,,,,,,,,,,,0.013772540260106325,None,,,,,,,,,,,217.16123189986683,None,217.16123189986683,None,8,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/3.wav,,,,,3,5,23,2,,,,,,,,,,,,,,,0.013785639544948936,None,,,,,,,,,,,223.01733090006746,None,223.01733090006746,None,7,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/1.wav,,,,,4,0,24,0,,,,,,,,,,,,,,,0.01385713997296989,None,,,,,,,,,,,229.09055619989522,None,229.09055619989522,None,2,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/2.wav,,,,,4,1,25,1,,,,,,,,,,,,,,,0.013793840073049068,None,,,,,,,,,,,234.91425799997523,None,234.91425799997523,None,3,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/5.wav,,,,,4,2,26,4,,,,,,,,,,,,,,,0.013996039750054479,None,,,,,,,,,,,240.6365797999315,None,240.6365797999315,None,9,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
estimulos/6.wav,,,,,4,3,27,5,,,,,,,,,,,,,,,0.013694340130314231,None,,,,,,,,,,,246.47697299998254,None,246.47697299998254,None,10,,,018,001,2022-06-23_17h31.29.376,audio-text-input,2022.1.1,59.95469824799535,
