subject,condition,target_distance,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_m,log_bias_unsigned_sd,log_bias_unsigned_sem,log_bias_unsigned_var,log_bias_unsigned_n,log_bias_unsigned_m
14,INDVIRTUAL,1,0.25,0.125,0.0625,4,1.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562
15,INDVIRTUAL,1,0,0,0,4,1.5,0,0,0,4,0.5,0,0,0,4,0.5,0,0,0,4,0,0,0,4,0.17609125905568124,0,0,0,4,0.17609125905568124
16,INDVIRTUAL,1,0.29860788111948194,0.14930394055974097,0.08916666666666667,4,0.575,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,-0.425,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,0.425,0.29860788111948194,0.14930394055974097,0.08916666666666666,4,0.21468465910445156,0.10734232955222578,0.04608950285479457,4,-0.281234684152075,0.21468465910445156,0.10734232955222578,0.04608950285479457,4,0.281234684152075
17,INDVIRTUAL,1,0.75,0.375,0.5625,4,1.625,0.75,0.375,0.5625,4,0.625,0.75,0.375,0.5625,4,0.625,0.75,0.375,0.5625,4,0.20561739716520777,0.10280869858260389,0.04227851401699479,4,0.1747425010840047,0.20561739716520777,0.10280869858260389,0.04227851401699479,4,0.1747425010840047
18,INDVIRTUAL,1,0.5,0.25,0.25,4,2.25,0.5,0.25,0.25,4,1.25,0.5,0.25,0.25,4,1.25,0.5,0.25,0.25,4,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.3450528104279015,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.3450528104279015
19,INDVIRTUAL,1,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,2.625,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,1.625,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,1.625,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,0.08363968012859324,0.04181984006429662,0.006995596092013396,4,0.41330312844383593,0.08363968012859324,0.04181984006429662,0.006995596092013396,4,0.41330312844383593
21,INDVIRTUAL,1,0,0,0,4,0.5,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4,0,0,0,4,-0.3010299956639812,0,0,0,4,0.3010299956639812
22,INDVIRTUAL,1,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,2.375,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,1.375,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,1.375,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,0.08518070693126853,0.042590353465634265,0.007255752833310659,4,0.3692803136799156,0.08518070693126853,0.042590353465634265,0.007255752833310659,4,0.3692803136799156
23,INDVIRTUAL,1,0.20816659994661327,0.10408329997330663,0.043333333333333335,4,0.75,0.20816659994661327,0.10408329997330663,0.043333333333333335,4,-0.25,0.20816659994661327,0.10408329997330663,0.043333333333333335,4,0.25,0.20816659994661327,0.10408329997330663,0.043333333333333335,4,0.12595854548322677,0.06297927274161338,0.015865555180250106,4,-0.1382104921644452,0.12595854548322677,0.06297927274161338,0.015865555180250106,4,0.1382104921644452
24,INDVIRTUAL,1,0,0,0,4,1,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0
1,REAL,1,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,2.125,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.125,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.125,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,0.12377893504538744,0.06188946752269372,0.015321224760970243,4,0.3138181262758265,0.12377893504538744,0.06188946752269372,0.015321224760970243,4,0.3138181262758265
2,REAL,1,0.16329931618554522,0.08164965809277261,0.02666666666666667,4,0.8,0.16329931618554522,0.08164965809277261,0.02666666666666667,4,-0.19999999999999998,0.16329931618554522,0.08164965809277261,0.02666666666666667,4,0.19999999999999998,0.16329931618554522,0.08164965809277261,0.02666666666666667,4,0.09093007604717503,0.04546503802358751,0.008268278729945034,4,-0.1039171939081173,0.09093007604717503,0.04546503802358751,0.008268278729945034,4,0.1039171939081173
3,REAL,1,0.27537852736430507,0.13768926368215254,0.07583333333333331,4,1.125,0.27537852736430507,0.13768926368215254,0.07583333333333331,4,0.125,0.1707825127659933,0.08539125638299665,0.02916666666666666,4,0.22499999999999998,0.1707825127659933,0.08539125638299665,0.02916666666666666,4,0.11116449132737813,0.055582245663689064,0.012357544132074728,4,0.040790343744254595,0.06289968416340236,0.03144984208170118,0.003956370267855769,4,0.0892453502482828
4,REAL,1,0.25,0.125,0.0625,4,1.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562
5,REAL,1,0.2872281323269014,0.1436140661634507,0.08249999999999999,4,0.575,0.2872281323269014,0.1436140661634507,0.08249999999999999,4,-0.425,0.2872281323269014,0.1436140661634507,0.08249999999999999,4,0.425,0.2872281323269014,0.1436140661634507,0.08249999999999999,4,0.18843979156388888,0.09421989578194444,0.035509555044641886,4,-0.2742275032520141,0.18843979156388888,0.09421989578194444,0.035509555044641886,4,0.2742275032520141
6,REAL,1,0,0,0,4,1,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0
7,REAL,1,0.43493294502332963,0.21746647251166482,0.18916666666666668,4,1.425,0.43493294502332963,0.21746647251166482,0.18916666666666668,4,0.425,0.43493294502332963,0.21746647251166482,0.18916666666666668,4,0.425,0.43493294502332963,0.21746647251166482,0.18916666666666668,4,0.12978025201719723,0.06489012600859861,0.016842913813647224,4,0.13907562519182182,0.12978025201719723,0.06489012600859861,0.016842913813647224,4,0.13907562519182182
8,REAL,1,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,1.75,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.75,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.75,0.28867513459481287,0.14433756729740643,0.08333333333333333,4,0.07213341321301374,0.03606670660650687,0.005203229301759384,4,0.23856062735983122,0.07213341321301374,0.03606670660650687,0.005203229301759384,4,0.23856062735983122
9,REAL,1,0,0,0,4,1,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0
10,REAL,1,0.25,0.125,0.0625,4,1.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562
11,REAL,1,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,0.8500000000000001,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,-0.14999999999999997,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,0.14999999999999997,0.09999999999999998,0.04999999999999999,0.009999999999999995,4,0.048455006504028196,0.024227503252014098,0.002347887655305415,4,-0.07268250975604229,0.048455006504028196,0.024227503252014098,0.002347887655305415,4,0.07268250975604229
12,REAL,1,0.04999999999999999,0.024999999999999994,0.0024999999999999988,4,0.275,0.050000000000000044,0.025000000000000022,0.0025000000000000044,4,-0.725,0.050000000000000044,0.025000000000000022,0.0025000000000000044,4,0.725,0.050000000000000044,0.025000000000000022,0.0025000000000000044,4,0.08804562952784056,0.04402281476392028,0.00775203287895375,4,-0.566901560044258,0.08804562952784056,0.04402281476392028,0.00775203287895375,4,0.566901560044258
14,REAL,1,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,1.375,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,0.375,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,0.375,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,0.14687411489543842,0.07343705744771921,0.021572005626318443,4,0.11928031367991561,0.14687411489543842,0.07343705744771921,0.021572005626318443,4,0.11928031367991561
15,REAL,1,0.25,0.125,0.0625,4,1.875,0.25,0.125,0.0625,4,0.875,0.25,0.125,0.0625,4,0.875,0.25,0.125,0.0625,4,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2697953115119062,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2697953115119062
16,REAL,1,0.25,0.125,0.0625,4,0.875,0.25,0.125,0.0625,4,-0.125,0.25,0.125,0.0625,4,0.125,0.25,0.125,0.0625,4,0.1505149978319906,0.0752574989159953,0.022654764572364136,4,-0.0752574989159953,0.1505149978319906,0.0752574989159953,0.022654764572364136,4,0.0752574989159953
17,REAL,1,0.408248290463863,0.2041241452319315,0.16666666666666666,4,1.5,0.408248290463863,0.2041241452319315,0.16666666666666666,4,0.5,0.408248290463863,0.2041241452319315,0.16666666666666666,4,0.5,0.408248290463863,0.2041241452319315,0.16666666666666666,4,0.12377893504538744,0.06188946752269372,0.015321224760970243,4,0.16330312844383593,0.12377893504538744,0.06188946752269372,0.015321224760970243,4,0.16330312844383593
18,REAL,1,0.5,0.25,0.25,4,2.75,0.5,0.25,0.25,4,1.75,0.5,0.25,0.25,4,1.75,0.5,0.25,0.25,4,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.43309843995574215,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.43309843995574215
19,REAL,1,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,2.875,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.875,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.875,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,0.1041023140250986,0.0520511570125493,0.01083729178538024,4,0.4498351373633954,0.1041023140250986,0.0520511570125493,0.01083729178538024,4,0.4498351373633954
20,REAL,1,0.25,0.125,0.0625,4,1.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.625,0.25,0.125,0.0625,4,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562,0.06246936830414998,0.03123468415207499,0.0039024219763195383,4,0.2073259432077562
21,REAL,1,0,0,0,4,0.5,0,0,0,4,-0.5,0,0,0,4,0.5,0,0,0,4,0,0,0,4,-0.3010299956639812,0,0,0,4,0.3010299956639812
22,REAL,1,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,2.125,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.125,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.125,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,0.12377893504538744,0.06188946752269372,0.015321224760970243,4,0.3138181262758265,0.12377893504538744,0.06188946752269372,0.015321224760970243,4,0.3138181262758265
23,REAL,1,0.5,0.25,0.25,4,0.75,0.5,0.25,0.25,4,-0.25,0.5,0.25,0.25,4,0.25,0.5,0.25,0.25,4,NA,NA,NA,4,-Inf,NA,NA,NA,4,Inf
24,REAL,1,0,0,0,4,1,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0
1,SIMULADO,1,0.25,0.125,0.0625,4,1.375,0.25,0.125,0.0625,4,0.375,0.25,0.125,0.0625,4,0.375,0.25,0.125,0.0625,4,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.13206844429176093,0.08804562952784062,0.04402281476392031,0.0077520328789537594,4,0.13206844429176093
