subject,condition,target_distance,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n,log_bias_sd,log_bias_sem,log_bias_var,log_bias_n,log_bias_m,log_bias_unsigned_sd,log_bias_unsigned_sem,log_bias_unsigned_var,log_bias_unsigned_n,log_bias_unsigned_m
27,Controlled environment,1,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624
28,Controlled environment,1,0,0,0,5,1,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0
29,Controlled environment,1,0.7071067811865476,0.31622776601683794,0.5,5,2,0.7071067811865476,0.31622776601683794,0.5,5,1,0.7071067811865476,0.31622776601683794,0.5,5,1,0.7071067811865476,0.31622776601683794,0.5,5,0.17212295911950268,0.07697572741592507,0.029626313056053986,5,0.2760422483423212,0.17212295911950268,0.07697572741592507,0.029626313056053986,5,0.2760422483423212
30,Controlled environment,1,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.33624824747511745,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.33624824747511745
31,Unknown environment,1,2.23606797749979,1,5,5,2,2.23606797749979,1,5,5,1,2.23606797749979,1,5,5,1,2.23606797749979,1,5,5,0.3479998185268573,0.15563025007672873,0.12110387369472561,5,0.15563025007672873,0.3479998185268573,0.15563025007672873,0.12110387369472561,5,0.15563025007672873
32,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.33624824747511745,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.33624824747511745
33,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.44721359549995793,0.19999999999999998,0.2,5,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.4419030029085262,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.4419030029085262
34,Unknown environment,1,0.28809720581775866,0.12884098726725124,0.083,5,0.54,0.28809720581775866,0.12884098726725124,0.083,5,-0.46,0.28809720581775866,0.12884098726725124,0.083,5,0.46,0.28809720581775866,0.12884098726725124,0.083,5,0.24854426098137608,0.1111523725943611,0.06177424966677838,5,-0.32041199826559247,0.24854426098137608,0.1111523725943611,0.06177424966677838,5,0.32041199826559247
35,Unknown environment,1,0.3535533905932738,0.15811388300841897,0.125,5,1,0.3535533905932738,0.15811388300841897,0.125,5,0,0.27386127875258304,0.12247448713915889,0.075,5,0.2,0.27386127875258304,0.12247448713915889,0.075,5,0.17212295911950268,0.07697572741592507,0.029626313056053986,5,-0.02498774732165999,0.13792955762292086,0.061683973390265066,0.019024562866054643,5,0.09542425094393249
36,Unknown environment,1,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.5477225575051661,0.24494897427831777,0.3,5,1.4,0.5477225575051661,0.24494897427831777,0.3,5,1.4,0.5477225575051661,0.24494897427831777,0.3,5,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.3714664992862537,0.09644915476428247,0.04313337328506666,0.009302439454744512,5,0.3714664992862537
37,Unknown environment,1,54.10360431616363,24.19586741573858,2927.2,5,28.8,54.10360431616363,24.19586741573858,2927.2,5,27.8,54.10360431616363,24.19586741573858,2927.2,5,27.8,54.10360431616363,24.19586741573858,2927.2,5,0.9105082934865283,0.40719168766264124,0.82902535250775,5,0.7148062535455437,0.9105082934865283,0.40719168766264124,0.82902535250775,5,0.7148062535455437
38,Unknown environment,1,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.5477225575051661,0.24494897427831777,0.3,5,0.06843176434656238,0.03060361537983199,0.004682906371583446,5,0.5270967493629825,0.06843176434656238,0.03060361537983199,0.004682906371583446,5,0.5270967493629825
39,Unknown environment,1,1.0954451150103321,0.48989794855663554,1.2,5,5.8,1.0954451150103321,0.48989794855663554,1.2,5,4.8,1.0954451150103321,0.48989794855663554,1.2,5,4.8,1.0954451150103321,0.48989794855663554,1.2,5,0.08003762142489065,0.03579391245268981,0.006406020843354116,5,0.757421218607314,0.08003762142489065,0.03579391245268981,0.006406020843354116,5,0.757421218607314
40,Unknown environment,1,9.181503144910424,4.106093033529562,84.3,5,5.6,9.181503144910424,4.106093033529562,84.3,5,4.6,9.181503144910424,4.106093033529562,84.3,5,4.6,9.181503144910424,4.106093033529562,84.3,5,0.5538804469617834,0.2477028661629029,0.306783549526585,5,0.3888965344300337,0.5538804469617834,0.2477028661629029,0.306783549526585,5,0.3888965344300337
41,Unknown environment,1,0,0,0,5,10,0,0,0,5,9,0,0,0,5,9,0,0,0,5,0,0,0,5,1,0,0,0,5,1
42,Unknown environment,1,0,0,0,5,1,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0
43,Unknown environment,1,6.685805860178712,2.9899832775452104,44.7,5,7.2,6.685805860178712,2.9899832775452104,44.7,5,6.2,6.685805860178712,2.9899832775452104,44.7,5,6.2,6.685805860178712,2.9899832775452104,44.7,5,0.44490948638830347,0.19896957107975277,0.197944451078304,5,0.6802801081563088,0.44490948638830347,0.19896957107975277,0.197944451078304,5,0.6802801081563088
44,Unknown environment,1,0.7071067811865476,0.31622776601683794,0.5,5,7,0.7071067811865476,0.31622776601683794,0.5,5,6,0.7071067811865476,0.31622776601683794,0.5,5,6,0.7071067811865476,0.31622776601683794,0.5,5,0.044240537730459016,0.019784969945290123,0.001957225178680168,5,0.8433070714836716,0.044240537730459016,0.019784969945290123,0.001957225178680168,5,0.8433070714836716
45,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624
46,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.44721359549995793,0.19999999999999998,0.2,5,0.8,0.44721359549995793,0.19999999999999998,0.2,5,0.8,0.44721359549995793,0.19999999999999998,0.2,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.24082399653118497,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.24082399653118497
47,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,3.7,0.44721359549995793,0.19999999999999998,0.2,5,2.7,0.44721359549995793,0.19999999999999998,0.2,5,2.7,0.44721359549995793,0.19999999999999998,0.2,5,0.05540764121511966,0.02477905044598532,0.0030700067050234265,5,0.565473854610765,0.05540764121511966,0.02477905044598532,0.0030700067050234265,5,0.565473854610765
48,Unknown environment,1,1,0.44721359549995793,1,5,4,1,0.44721359549995793,1,5,3,1,0.44721359549995793,1,5,3,1,0.44721359549995793,1,5,0.11110129339444318,0.049686008883624656,0.012343497393918143,5,0.590848501887865,0.11110129339444318,0.049686008883624656,0.012343497393918143,5,0.590848501887865
49,Unknown environment,1,2.35966099260042,1.0552724766618333,5.568,5,2.44,2.35966099260042,1.0552724766618333,5.568,5,1.44,2.0707486568871656,0.926066952223218,4.288,5,1.76,2.0707486568871656,0.926066952223218,4.288,5,0.5848002623742964,0.26153062798572785,0.3419913468730459,5,0.13979400086720378,0.3828416383943213,0.17121198561341916,0.14656772008844826,5,0.4193820026016113
50,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624
51,Unknown environment,1,0,0,0,5,1,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0
52,Unknown environment,1,0.8944271909999159,0.39999999999999997,0.8,5,5.4,0.8944271909999159,0.39999999999999997,0.8,5,4.4,0.8944271909999159,0.39999999999999997,0.8,5,4.4,0.8944271909999159,0.39999999999999997,0.8,5,0.06535044423901093,0.029225607135647588,0.004270680562236077,5,0.7281956114716664,0.06535044423901093,0.029225607135647588,0.004270680562236077,5,0.7281956114716664
53,Unknown environment,1,0.8944271909999159,0.39999999999999997,0.8,5,1.4,0.8944271909999159,0.39999999999999997,0.8,5,0.4,0.8944271909999159,0.39999999999999997,0.8,5,0.4,0.8944271909999159,0.39999999999999997,0.8,5,0.21337511181263152,0.09542425094393249,0.045528938341053,5,0.09542425094393249,0.21337511181263152,0.09542425094393249,0.045528938341053,5,0.09542425094393249
54,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.2,0.44721359549995793,0.19999999999999998,0.2,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.06020599913279624
55,Unknown environment,1,0,0,0,5,1,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0
56,Unknown environment,1,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.5477225575051661,0.24494897427831777,0.3,5,0.06843176434656238,0.03060361537983199,0.004682906371583446,5,0.5270967493629825,0.06843176434656238,0.03060361537983199,0.004682906371583446,5,0.5270967493629825
57,Unknown environment,1,0.8944271909999159,0.39999999999999997,0.8,5,2.6,0.8944271909999159,0.39999999999999997,0.8,5,1.6,0.8944271909999159,0.39999999999999997,0.8,5,1.6,0.8944271909999159,0.39999999999999997,0.8,5,0.13792955762292086,0.061683973390265066,0.019024562866054643,5,0.3964542466079137,0.13792955762292086,0.061683973390265066,0.019024562866054643,5,0.3964542466079137
58,Unknown environment,1,7.402702209328699,3.3105890714493698,54.8,5,9.6,7.402702209328699,3.3105890714493698,54.8,5,8.6,7.402702209328699,3.3105890714493698,54.8,5,8.6,7.402702209328699,3.3105890714493698,54.8,5,0.5717249186119591,0.255683156489375,0.3268693825618513,5,0.7658607545662051,0.5717249186119591,0.255683156489375,0.3268693825618513,5,0.7658607545662051
59,Unknown environment,1,0.8366600265340756,0.3741657386773941,0.7,5,1.8,0.8366600265340756,0.3741657386773941,0.7,5,0.8,0.8366600265340756,0.3741657386773941,0.7,5,0.8,0.8366600265340756,0.3741657386773941,0.7,5,0.20973577181777864,0.09379668861958752,0.04398909397999931,5,0.21583624920952496,0.20973577181777864,0.09379668861958752,0.04398909397999931,5,0.21583624920952496
60,Unknown environment,1,0.7071067811865476,0.31622776601683794,0.5,5,6,0.7071067811865476,0.31622776601683794,0.5,5,5,0.7071067811865476,0.31622776601683794,0.5,5,5,0.7071067811865476,0.31622776601683794,0.5,5,0.05177259405983082,0.023153407937856703,0.0026804014956840296,5,0.7757043591002413,0.05177259405983082,0.023153407937856703,0.0026804014956840296,5,0.7757043591002413
61,Unknown environment,1,11.144505372604026,4.983974317750845,124.2,5,10.8,11.144505372604026,4.983974317750845,124.2,5,9.8,11.144505372604026,4.983974317750845,124.2,5,9.8,11.144505372604026,4.983974317750845,124.2,5,0.5216460147837664,0.23328718984967237,0.27211456473978546,5,0.7957456354276984,0.5216460147837664,0.23328718984967237,0.27211456473978546,5,0.7957456354276984
62,Unknown environment,1,0,0,0,5,1.5,0,0,0,5,0.5,0,0,0,5,0.5,0,0,0,5,0,0,0,5,0.17609125905568124,0,0,0,5,0.17609125905568124
63,Unknown environment,1,0.22360679774997896,0.09999999999999999,0.05,5,0.6,0.22360679774997896,0.09999999999999999,0.05,5,-0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,-0.24082399653118497,0.13462470671422577,0.060205999132796235,0.018123811657891307,5,0.24082399653118497
64,Unknown environment,1,0.08366600265340762,0.037416573867739444,0.007000000000000012,5,2.08,0.08366600265340762,0.037416573867739444,0.007000000000000012,5,1.08,0.08366600265340762,0.037416573867739444,0.007000000000000012,5,1.08,0.08366600265340762,0.037416573867739444,0.007000000000000012,5,0.01737672001325594,0.007771105435124265,3.019503984190895e-4,5,0.31778425232360147,0.01737672001325594,0.007771105435124265,3.019503984190895e-4,5,0.31778425232360147
65,Unknown environment,1,0.2345207879911715,0.10488088481701516,0.05500000000000001,5,2.4,0.2345207879911715,0.10488088481701516,0.05500000000000001,5,1.4,0.2345207879911715,0.10488088481701516,0.05500000000000001,5,1.4,0.2345207879911715,0.10488088481701516,0.05500000000000001,5,0.044973964793980435,0.020112968499404516,0.0020226575092901914,5,0.37841892053809606,0.044973964793980435,0.020112968499404516,0.0020226575092901914,5,0.37841892053809606
66,Unknown environment,1,0.22360679774997896,0.09999999999999999,0.05,5,1.4,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.4,0.22360679774997896,0.09999999999999999,0.05,5,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.140873007244545,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.140873007244545
67,Unknown environment,1,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,1.2,0.44721359549995793,0.19999999999999998,0.2,5,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.33624824747511745,0.07875040509840574,0.03521825181113625,0.006201626303163008,5,0.33624824747511745
68,Unknown environment,1,0.8366600265340756,0.3741657386773941,0.7,5,1.8,0.8366600265340756,0.3741657386773941,0.7,5,0.8,0.8366600265340756,0.3741657386773941,0.7,5,0.8,0.8366600265340756,0.3741657386773941,0.7,5,0.20973577181777864,0.09379668861958752,0.04398909397999931,5,0.21583624920952496,0.20973577181777864,0.09379668861958752,0.04398909397999931,5,0.21583624920952496
69,Unknown environment,1,0.8366600265340756,0.3741657386773941,0.7,5,3.2,0.8366600265340756,0.3741657386773941,0.7,5,2.2,0.8366600265340756,0.3741657386773941,0.7,5,2.2,0.8366600265340756,0.3741657386773941,0.7,5,0.12363113103738389,0.05528952262695489,0.015284656561582788,5,0.49187849755184615,0.12363113103738389,0.05528952262695489,0.015284656561582788,5,0.49187849755184615
70,Unknown environment,1,1.4832396974191326,0.6633249580710799,2.2,5,6.2,1.4832396974191326,0.6633249580710799,2.2,5,5.2,1.4832396974191326,0.6633249580710799,2.2,5,5.2,1.4832396974191326,0.6633249580710799,2.2,5,0.11297101429987218,0.050522173492323,0.012762450071941923,5,0.78131010382029,0.11297101429987218,0.050522173492323,0.012762450071941923,5,0.78131010382029
71,Unknown environment,1,0.7071067811865476,0.31622776601683794,0.5,5,2,0.7071067811865476,0.31622776601683794,0.5,5,1,0.7071067811865476,0.31622776601683794,0.5,5,1,0.7071067811865476,0.31622776601683794,0.5,5,0.17212295911950268,0.07697572741592507,0.029626313056053986,5,0.2760422483423212,0.17212295911950268,0.07697572741592507,0.029626313056053986,5,0.2760422483423212
72,Unknown environment,1,2.1213203435596424,0.9486832980505137,4.5,5,7,2.1213203435596424,0.9486832980505137,4.5,5,6,2.1213203435596424,0.9486832980505137,4.5,5,6,2.1213203435596424,0.9486832980505137,4.5,5,0.1311533626299938,0.05865356686366935,0.017201204529154652,5,0.8292256071356476,0.1311533626299938,0.05865356686366935,0.017201204529154652,5,0.8292256071356476
73,Unknown environment,1,0.5477225575051661,0.24494897427831777,0.3,5,5.6,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.5477225575051661,0.24494897427831777,0.3,5,0.043369354591650866,0.019395365001444793,0.0018809009176963482,5,0.7464787519645937,0.043369354591650866,0.019395365001444793,0.0018809009176963482,5,0.7464787519645937
74,Unknown environment,1,4.47213595499958,2,20,5,23,4.47213595499958,2,20,5,22,4.47213595499958,2,20,5,22,4.47213595499958,2,20,5,0.09921377697310065,0.04436974992327127,0.009843373541268156,5,1.3535702587487664,0.09921377697310065,0.04436974992327127,0.009843373541268156,5,1.3535702587487664
75,Unknown environment,1,1.0954451150103321,0.48989794855663554,1.2,5,4.2,1.0954451150103321,0.48989794855663554,1.2,5,3.2,1.0954451150103321,0.48989794855663554,1.2,5,3.2,1.0954451150103321,0.48989794855663554,1.2,5,0.12151156451919398,0.05434162366345385,0.014765060311902242,5,0.6102305044894762,0.12151156451919398,0.05434162366345385,0.014765060311902242,5,0.6102305044894762
