participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,soundEstimulus,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant_n
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,,,,,,,,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,return,75.0451,,,,,,,,,,,,,,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,return,8.8811,,,,,,,,,,,,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,return,10.4616,,,,,,,,,,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,return,16.8026,,,,,,,,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,5,0,0,0,0,1,estimulos/1.wav,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,12,0,1,1,5,1,estimulos/6.wav,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,10,0,2,2,4,1,estimulos/5.wav,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,9,0,3,3,1,1,estimulos/2.wav,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,9,0,4,4,2,1,estimulos/3.wav,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,10,0,5,5,3,1,estimulos/4.wav,,,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,,,,,,,,return,3.9084,,,,,,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,10,,,,,,estimulos/5.wav,,,0,0,0,4,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,11,,,,,,estimulos/3.wav,,,0,1,1,2,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,7,,,,,,estimulos/1.wav,,,0,2,2,0,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,11,,,,,,estimulos/4.wav,,,0,3,3,3,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,13,,,,,,estimulos/6.wav,,,0,4,4,5,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,12,,,,,,estimulos/2.wav,,,0,5,5,1,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,13,,,,,,estimulos/4.wav,,,1,0,6,3,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,14,,,,,,estimulos/6.wav,,,1,1,7,5,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,14,,,,,,estimulos/5.wav,,,1,2,8,4,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,7,,,,,,estimulos/1.wav,,,1,3,9,0,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,12,,,,,,estimulos/3.wav,,,1,4,10,2,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,10,,,,,,estimulos/2.wav,,,1,5,11,1,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,14,,,,,,estimulos/6.wav,,,2,0,12,5,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,15,,,,,,estimulos/3.wav,,,2,1,13,2,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,8,,,,,,estimulos/1.wav,,,2,2,14,0,1,014
Ayala,001,2022-10-30_24h37.55.009,audio-text-input,2022.2.2,Win32,59.79788315,,,,,,,,,11,,,,,,estimulos/4.wav,,,2,3,15,3,1,014
