participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,soundEstimulus,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,,,,,,,,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,return,19.2475,,,,,,,,,,,,,,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,return,4.7506,,,,,,,,,,,,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,return,1.235,,,,,,,,,,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,return,2.4068,,,,,,,,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,0,0,0,0,1,estimulos/1.wav,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,15,0,1,1,4,1,estimulos/5.wav,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,8,0,2,2,1,1,estimulos/2.wav,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,0,3,3,2,1,estimulos/3.wav,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,16,0,4,4,5,1,estimulos/6.wav,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,8,0,5,5,3,1,estimulos/4.wav,,,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,,,,,,,,return,2.2004,,,,,
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,,,,,,estimulos/6.wav,,,0,0,0,5,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,8,,,,,,estimulos/4.wav,,,0,1,1,3,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,7,,,,,,estimulos/5.wav,,,0,2,2,4,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,7,,,,,,estimulos/3.wav,,,0,3,3,2,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,6,,,,,,estimulos/2.wav,,,0,4,4,1,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,5,,,,,,estimulos/1.wav,,,0,5,5,0,1
