participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,soundEstimulus,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/3.wav,,,1,0,6,2,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,4,,,,,,estimulos/1.wav,,,1,1,7,0,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,7,,,,,,estimulos/6.wav,,,1,2,8,5,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/4.wav,,,1,3,9,3,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,7,,,,,,estimulos/5.wav,,,1,4,10,4,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,5,,,,,,estimulos/2.wav,,,1,5,11,1,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,4.5,,,,,,estimulos/2.wav,,,2,0,12,1,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,3,,,,,,estimulos/1.wav,,,2,1,13,0,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/5.wav,,,2,2,14,4,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,77,,,,,,estimulos/3.wav,,,2,3,15,2,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/4.wav,,,2,4,16,3,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,7,,,,,,estimulos/6.wav,,,2,5,17,5,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/3.wav,,,3,0,18,2,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,3,,,,,,estimulos/1.wav,,,3,1,19,0,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,5,,,,,,estimulos/5.wav,,,3,2,20,4,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,7,,,,,,estimulos/6.wav,,,3,3,21,5,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/4.wav,,,3,4,22,3,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,5,,,,,,estimulos/2.wav,,,3,5,23,1,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/3.wav,,,4,0,24,2,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/4.wav,,,4,1,25,3,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,7,,,,,,estimulos/6.wav,,,4,2,26,5,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,6,,,,,,estimulos/5.wav,,,4,3,27,4,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,3,,,,,,estimulos/1.wav,,,4,4,28,0,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,5,,,,,,estimulos/2.wav,,,4,5,29,1,1
015,001,2022-11-08_11h19.04.222,audio-text-input,2022.2.2,Win32,59.9268892,,,,,,,,,,,,,,,,,,,,,,
