participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,soundEstimulus,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,,,,,,,,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,return,2.6583,,,,,,,,,,,,,,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,return,23.6957,,,,,,,,,,,,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,return,15.5,,,,,,,,,,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,return,9.3336,,,,,,,,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,5,0,0,0,4,1,estimulos/5.wav,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,5.5,0,1,1,2,1,estimulos/3.wav,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,5.5,0,2,2,5,1,estimulos/6.wav,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,5,0,3,3,3,1,estimulos/4.wav,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,1,0,4,4,0,1,estimulos/1.wav,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,4,0,5,5,1,1,estimulos/2.wav,,,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,,,,,,,,return,2.7028,,,,,
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,4,,,,,,estimulos/6.wav,,,0,0,0,5,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,4,,,,,,estimulos/4.wav,,,0,1,1,3,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,0.5,,,,,,estimulos/1.wav,,,0,2,2,0,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,3,,,,,,estimulos/5.wav,,,0,3,3,4,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,3,,,,,,estimulos/3.wav,,,0,4,4,2,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,2.5,,,,,,estimulos/2.wav,,,0,5,5,1,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,3,,,,,,estimulos/4.wav,,,1,0,6,3,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,3.5,,,,,,estimulos/2.wav,,,1,1,7,1,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,6,,,,,,estimulos/5.wav,,,1,2,8,4,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,1,,,,,,estimulos/1.wav,,,1,3,9,0,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,3,,,,,,estimulos/3.wav,,,1,4,10,2,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,7,,,,,,estimulos/6.wav,,,1,5,11,5,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,5,,,,,,estimulos/2.wav,,,2,0,12,1,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,7.5,,,,,,estimulos/4.wav,,,2,1,13,3,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,7,,,,,,estimulos/5.wav,,,2,2,14,4,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,7.5,,,,,,estimulos/3.wav,,,2,3,15,2,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,8,,,,,,estimulos/6.wav,,,2,4,16,5,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,1,,,,,,estimulos/1.wav,,,2,5,17,0,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,7,,,,,,estimulos/5.wav,,,3,0,18,4,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,8.5,,,,,,estimulos/3.wav,,,3,1,19,2,1
033,001,2022-11-07_01h36.15.091,audio-text-input,2022.2.2,Win32,60.38647343,,,,,,,,,9,,,,,,estimulos/6.wav,,,3,2,20,5,1
